lhs,rhs
426,3
350,14
1253,11
110,152
293,51
162,141
0,50
78,84
743,76
1063,32
13,128
646,116
9,14
191,11
775,123
1347,114
93,38
2,17
1643,61
1089,145
66,19
0,126
424,96
229,16
8,54
1087,72
60,45
23,19
992,5
42,21
541,147
244,105
543,108
120,2
590,123
1071,102
1306,46
352,90
249,158
19,164
1343,55
106,46
717,8
14,122
102,11
0,45
690,89
1300,82
336,0
1483,9
90,107
282,31
13,132
0,88
0,130
1194,164
214,20
129,31
89,86
245,55
14,10
11,84
252,57
17,28
763,23
661,142
140,80
229,28
7,78
21,43
4,126
1173,60
101,36
1457,28
1395,41
313,136
662,45
47,155
1028,62
187,23
19,13
45,153
15,129
1285,11
785,138
320,153
31,0
232,128
1,124
1073,124
309,63
1610,2
449,57
227,37
44,60
24,144
1088,161
180,66
20,57
284,0
311,133
4,50
210,55
89,146
770,6
1,163
6,142
6,2
646,0
871,91
98,42
549,68
74,44
1563,0
456,88
6,117
28,105
687,40
1248,154
373,64
1258,163
8,90
1,124
463,156
537,35
415,125
64,60
12,82
2,49
1231,105
302,97
605,30
7,55
725,58
589,90
1046,32
1310,153
3,102
1553,55
401,50
160,142
809,20
1023,14
3,157
152,67
0,16
796,89
1431,137
1220,148
759,22
490,23
1,4
14,14
1579,24
1514,18
673,0
363,48
998,34
0,120
2,143
702,85
715,116
80,70
718,31
774,65
5,63
0,128
899,4
219,8
377,55
121,152
139,88
669,102
62,118
577,0
637,137
47,77
1187,54
568,38
62,127
600,6
1124,50
506,84
403,26
355,121
278,128
15,166
219,78
1139,57
592,26
1570,109
1022,141
68,2
932,102
15,26
413,101
1664,12
334,108
1470,105
157,108
870,39
645,43
198,31
603,69
0,55
429,1
267,7
63,18
561,0
0,36
538,43
3,136
964,166
1315,19
1655,75
85,91
430,26
1660,9
795,37
1671,42
165,113
1291,5
453,141
947,114
203,83
1583,73
765,106
378,41
29,91
135,34
1488,139
781,63
48,155
289,3
574,82
204,42
851,82
49,54
642,147
496,83
12,12
45,62
29,153
278,5
26,9
1134,155
629,99
198,91
125,138
718,120
144,107
608,80
940,57
819,129
68,23
1239,71
201,37
1309,92
733,6
785,74
39,55
15,153
1337,21
213,13
442,76
2,10
1192,122
1609,162
10,95
1071,119
1374,129
638,98
67,161
444,147
81,157
651,69
308,50
60,2
351,84
1036,38
1138,123
1365,6
248,44
484,113
254,115
17,152
1608,31
1207,36
796,68
20,111
47,102
561,22
59,136
589,64
714,111
891,37
833,18
194,166
95,135
351,153
1134,151
1221,5
222,13
812,42
520,49
1396,20
0,119
14,131
5,12
23,77
71,16
637,28
32,34
2,38
199,73
21,59
162,42
489,17
1075,66
374,148
709,118
33,59
266,82
201,96
954,134
730,100
794,47
252,136
1331,17
29,125
64,3
42,145
0,48
1,7
0,23
53,105
129,16
785,25
1577,32
1689,7
442,29
237,35
1494,86
522,5
1662,70
338,113
488,148
578,151
1737,61
1490,65
368,68
1585,89
32,61
23,55
212,25
22,158
8,87
400,101
361,74
1223,42
1719,76
18,5
643,29
42,52
56,149
1299,46
1384,3
1337,126
1162,5
1357,6
40,136
1319,20
20,156
372,66
321,88
1183,65
1061,48
1280,78
3,96
239,64
32,4
1056,74
78,4
512,7
0,16
226,15
1466,12
37,1
953,87
717,162
754,15
1722,8
215,155
2,1
96,19
214,97
199,112
418,12
60,2
1311,112
503,72
84,152
70,120
473,10
315,139
19,76
847,159
23,89
1160,29
11,8
794,7
677,6
1194,47
135,13
291,138
1662,143
1453,78
689,51
104,53
102,135
588,16
501,105
852,31
1683,131
656,80
43,69
799,143
1666,72
1252,118
1021,36
344,113
836,3
1672,0
1054,82
0,136
722,128
394,0
394,13
2,16
1,77
1617,4
1408,63
751,0
38,2
303,132
8,62
169,148
41,142
297,30
1146,19
1585,110
1199,94
904,151
350,85
1291,95
1157,64
900,150
696,36
41,56
115,45
1562,162
1445,109
943,9
98,35
30,129
266,1
240,124
585,132
213,17
3,155
481,26
1545,24
29,1
2,5
613,95
49,148
6,21
206,16
156,20
546,41
504,48
803,127
308,35
702,42
691,14
890,86
1550,149
833,28
600,57
644,88
1089,65
1112,157
245,112
98,89
339,127
1331,128
470,37
19,14
621,165
9,101
392,22
29,56
498,90
60,166
1329,77
23,98
541,32
25,17
86,33
811,22
132,107
105,45
914,112
508,151
143,148
806,4
88,96
211,151
578,64
1146,73
361,47
1700,49
57,142
1160,49
642,34
805,139
1400,62
749,146
174,134
190,28
107,58
435,23
109,97
646,41
250,18
0,87
1,112
130,84
1597,126
1627,90
130,148
430,24
1283,11
924,57
25,151
964,122
1182,5
401,53
0,136
202,23
1626,113
493,32
147,1
298,159
86,26
965,113
355,18
1241,102
391,72
424,141
1048,127
718,52
881,123
0,149
25,48
325,129
1381,10
1479,41
1631,13
91,42
417,76
80,79
221,114
308,10
589,63
1126,2
1236,112
205,43
1339,16
1710,66
1079,0
304,54
2,5
314,70
174,54
127,53
87,81
443,81
251,73
1506,122
12,72
1604,3
359,64
1055,25
436,66
204,86
62,9
560,4
5,101
779,131
362,12
677,9
1415,33
1021,97
121,110
1636,58
494,30
1480,124
324,104
1623,17
257,7
140,113
2,2
707,94
116,126
78,103
16,49
685,2
1326,2
901,69
1114,114
50,131
51,46
1522,80
1633,61
1270,38
0,148
131,6
303,30
3,134
855,26
1321,20
18,43
50,156
718,143
1,137
5,24
1545,53
684,16
36,147
988,28
42,14
643,158
75,164
61,111
372,16
1011,105
1705,36
676,9
388,146
1145,116
212,17
16,7
1567,0
983,51
668,2
39,5
826,128
2,104
13,152
148,22
219,11
1425,9
754,88
1,18
143,155
502,39
107,19
449,34
1372,24
936,49
1232,29
1679,17
1646,2
653,39
5,148
480,58
840,93
1039,135
0,56
467,59
1320,118
528,42
39,35
1724,158
1744,3
24,28
1363,28
550,123
0,99
1647,71
35,46
63,52
574,99
228,119
1062,148
37,159
1525,37
1351,71
1164,24
137,102
103,141
476,157
8,103
1716,158
707,64
198,32
10,54
39,52
440,83
1710,69
996,54
125,130
17,37
989,30
705,40
1619,5
1405,115
363,24
1178,95
13,4
42,160
1219,2
250,21
348,101
16,35
621,69
38,16
697,11
816,130
28,113
452,61
1535,12
131,22
982,17
1347,66
100,57
1608,157
478,159
1502,32
291,87
1635,81
47,67
880,35
448,10
59,102
142,8
893,55
38,20
496,99
122,12
308,89
314,14
136,17
242,101
11,59
1437,67
403,28
1097,82
0,73
1709,6
1654,87
228,105
1087,6
98,149
3,111
240,120
460,92
249,126
205,134
72,94
1332,40
10,109
42,1
1017,87
504,11
0,12
1608,9
57,15
488,12
246,79
478,157
723,27
845,95
610,109
497,13
899,93
803,84
10,50
840,7
4,95
196,68
1594,150
1030,119
234,63
20,24
498,21
757,19
411,11
1375,117
1475,96
168,17
203,3
804,69
628,141
185,43
1618,51
6,19
82,160
12,2
660,139
1295,79
823,27
59,4
93,7
1182,123
1620,103
967,60
693,144
1417,161
234,52
33,77
9,52
284,132
1181,14
1355,6
1234,14
144,87
1611,158
1,151
1699,53
1052,45
156,94
730,95
89,72
1611,60
1265,73
352,81
733,82
1073,17
422,103
36,107
40,3
459,34
116,17
212,8
331,84
298,142
116,84
1102,23
1402,0
548,34
876,133
151,73
1382,9
657,78
1226,4
396,135
52,25
1554,0
1443,78
1,16
1150,142
1574,102
839,114
1059,90
180,29
103,36
5,37
24,55
1440,85
803,42
72,3
1100,35
983,163
133,103
7,81
26,28
66,4
831,85
145,115
727,105
161,63
1701,82
328,67
883,83
1,145
418,42
705,164
831,164
1286,1
0,139
1433,165
117,56
957,89
946,117
1286,110
218,89
906,17
224,19
780,44
43,96
42,66
1466,37
25,139
320,16
0,7
772,52
161,5
697,3
1,58
211,66
4,50
652,63
1376,25
112,87
44,37
12,126
321,82
122,42
123,83
1448,12
365,2
215,22
400,12
1657,107
26,36
1111,14
1045,144
291,4
249,15
1094,54
293,139
0,54
1,152
1020,58
147,104
1,95
167,123
1271,57
1208,95
393,8
3,97
101,112
341,151
533,144
168,62
445,24
147,20
166,32
1262,109
796,1
1545,50
37,150
484,39
1081,91
972,149
658,86
2,3
1559,159
951,63
397,74
1464,4
20,29
24,5
1326,7
42,1
12,1
399,41
1264,78
419,123
960,82
386,29
25,8
1337,2
163,24
94,61
1678,140
846,54
431,11
869,33
41,34
21,78
1203,18
7,12
0,30
1516,105
1191,82
1054,4
417,55
1025,34
120,33
808,42
1199,46
1629,131
536,33
399,11
74,138
1671,35
1158,103
424,160
30,136
532,163
316,108
892,93
249,11
245,58
1131,18
528,1
246,157
28,16
27,123
269,142
83,123
76,81
49,5
1226,161
46,150
234,36
6,10
207,40
18,89
445,114
142,8
202,102
323,56
993,133
472,32
794,1
166,32
446,148
261,19
1204,68
166,44
4,81
519,16
891,91
0,136
848,10
921,125
19,104
19,151
144,34
1101,74
1297,161
651,73
622,2
156,136
1100,105
14,25
31,64
95,55
239,50
475,72
59,53
827,45
60,37
1523,59
1306,83
56,53
461,129
128,156
400,159
1295,0
243,66
633,55
627,101
1111,64
528,16
1241,36
1358,144
661,118
1047,165
18,41
649,110
36,141
220,103
510,124
346,141
1214,27
93,1
45,1
393,25
106,24
885,35
1,10
114,56
82,31
356,73
140,18
190,132
112,15
580,64
1586,124
642,0
469,139
1363,36
53,30
141,98
1356,149
1153,163
662,21
14,25
1556,103
1,66
96,51
144,21
538,20
922,65
947,6
1245,16
494,136
1125,21
20,8
1073,139
0,52
498,76
72,0
1713,98
7,1
50,80
1669,46
565,138
1192,75
1125,137
850,152
47,33
257,143
17,108
7,143
119,104
1528,92
182,144
84,10
529,137
981,81
1406,34
0,29
41,43
42,65
1165,97
19,48
16,134
7,33
231,88
395,53
13,115
494,20
1299,6
440,49
997,5
95,27
345,100
803,137
12,0
793,130
655,2
374,53
12,46
125,21
1173,0
881,154
187,31
897,79
880,3
213,32
715,39
259,74
901,0
1,42
15,3
639,23
30,36
1169,69
4,16
24,41
12,5
390,129
9,106
4,5
133,0
637,78
311,136
1228,117
590,80
648,4
152,96
907,2
22,2
1108,102
1130,134
806,99
16,11
254,24
2,140
1146,103
142,96
715,127
480,37
18,137
681,29
1308,88
73,100
1591,124
1643,142
196,61
325,37
13,121
532,59
56,130
1333,26
509,28
795,80
68,19
1188,132
1,126
445,56
376,10
0,100
78,47
5,0
414,122
175,92
0,77
1666,86
367,142
236,38
108,120
699,67
270,9
1606,74
158,54
1739,1
245,69
912,111
458,89
996,46
641,43
508,49
159,33
1700,99
881,87
0,48
2,26
1591,103
79,60
233,56
920,3
0,3
0,58
1335,35
1456,106
398,0
8,80
1309,9
12,8
739,135
183,47
0,50
178,38
250,43
1510,138
196,34
342,109
361,131
351,163
381,20
0,36
21,152
126,117
0,2
1615,120
314,136
1033,87
1583,8
324,129
399,113
46,66
411,42
1150,37
495,134
65,29
0,90
1724,10
313,118
86,5
985,12
0,99
2,88
1588,0
898,143
1107,114
907,28
4,131
467,19
833,17
21,40
1461,158
835,20
1,6
1622,30
340,113
427,120
244,91
562,37
197,3
402,135
422,57
1240,53
0,135
0,25
1287,124
0,90
30,94
441,45
849,4
40,73
126,145
722,18
1388,4
415,82
11,90
1002,128
774,8
893,47
730,155
1367,134
1089,84
817,100
405,29
2,65
1053,150
967,6
7,65
1127,79
19,121
238,2
266,71
59,145
952,111
39,20
277,23
1412,86
619,71
22,0
515,37
174,89
1148,51
14,64
127,77
264,76
1108,87
7,56
1609,3
1723,84
7,41
799,5
79,115
1605,83
864,50
562,86
128,104
1282,108
398,6
869,9
1423,20
53,71
741,9
667,35
1243,79
909,16
1503,155
23,21
431,94
37,56
836,40
1573,149
1198,24
457,123
1102,15
17,138
708,68
744,118
201,56
9,83
25,0
138,44
1708,142
37,11
1357,33
747,65
873,147
1048,84
166,32
1165,30
572,31
1023,84
1364,144
9,59
219,63
61,2
524,88
1662,112
1,41
38,27
1183,10
618,147
148,4
0,9
479,61
1709,39
92,22
1301,1
978,107
208,106
86,121
401,124
1629,84
189,156
3,165
20,141
2,99
1511,11
103,0
653,35
0,42
323,72
41,86
631,25
1091,163
934,156
1294,30
297,111
367,83
278,41
311,74
6,126
740,152
398,98
1720,44
527,54
362,83
899,87
525,9
132,62
750,9
346,1
13,0
608,45
10,114
13,4
4,105
1052,110
1482,15
111,16
102,166
307,126
60,87
389,165
27,122
1415,47
1150,146
205,145
493,13
146,161
315,116
391,49
1032,109
1619,20
1318,37
1173,17
0,46
68,38
1035,109
4,15
1252,97
1044,92
356,71
1600,6
1580,154
57,111
0,28
1458,86
5,83
20,119
246,138
216,147
273,44
2,83
157,98
1150,76
0,38
148,58
64,128
0,43
704,115
792,166
49,25
839,1
202,70
676,56
1543,94
103,111
1304,144
88,154
494,78
18,74
297,107
695,23
842,38
250,44
847,75
845,0
455,68
89,87
1425,29
425,82
27,51
1164,147
1581,0
155,42
1032,5
1500,3
8,51
1392,122
1283,71
1355,77
257,125
5,7
1166,47
276,63
687,1
912,126
46,29
780,12
155,59
63,74
1565,36
1641,25
914,62
1388,55
519,81
482,59
812,153
242,83
621,26
23,73
1483,131
75,23
496,35
388,52
56,39
572,43
1597,39
0,38
79,126
1421,110
19,53
310,11
182,75
1047,139
1000,2
63,121
415,50
450,61
969,119
14,94
95,26
44,154
1469,122
441,1
1152,59
415,46
63,52
52,43
346,95
1442,47
240,103
1679,90
228,33
231,68
344,126
235,25
63,113
1042,68
301,71
317,150
59,58
1298,80
32,154
7,22
1397,98
336,16
0,7
800,62
423,58
1084,129
65,0
399,16
209,137
391,8
1415,52
546,106
3,1
39,75
493,94
391,113
685,4
436,2
812,163
1113,117
818,24
453,19
0,2
360,157
1484,163
4,61
1717,112
644,0
1357,36
1129,43
1360,38
296,159
12,19
52,6
796,70
0,59
1291,35
1364,88
1317,122
1058,34
1388,15
16,7
0,96
1626,92
284,14
1,3
232,83
1538,66
206,42
74,40
386,37
478,54
16,126
115,1
490,83
42,165
3,51
16,70
610,62
259,55
142,3
503,101
294,0
97,125
1062,40
1290,2
1601,7
609,9
730,46
0,54
402,8
344,122
662,4
141,51
861,3
74,142
478,113
707,77
0,145
124,19
1730,24
939,123
20,151
1393,162
43,94
1109,31
279,76
1002,56
107,77
880,140
427,84
1647,57
915,104
1165,4
862,14
1403,163
45,116
898,50
5,101
212,18
47,16
1236,54
636,103
108,86
166,130
1127,120
1527,150
1307,126
1362,42
712,2
11,83
511,36
221,125
99,78
0,22
324,134
1671,53
29,141
209,38
433,75
536,133
1650,4
394,76
950,14
982,75
59,100
1609,69
613,153
80,16
118,17
298,0
1312,121
1501,37
0,62
1084,22
146,78
445,72
68,77
1108,28
113,13
436,38
1638,19
472,24
444,129
520,50
82,82
1394,85
10,84
195,40
748,14
246,59
54,109
41,24
232,35
945,34
1260,45
526,56
311,109
0,47
1,29
3,61
273,81
1304,43
230,13
1218,135
485,83
296,91
843,21
1567,79
350,120
36,12
489,29
16,43
360,29
114,154
195,57
1145,77
33,98
16,47
49,79
680,9
98,122
201,16
813,0
1236,39
1601,164
349,78
0,119
611,34
268,60
361,85
598,41
385,28
3,83
29,25
1595,59
31,7
1026,57
62,43
179,145
437,22
11,156
60,40
100,47
1227,32
432,117
233,93
72,132
805,100
348,0
1583,98
500,2
0,92
1042,54
912,116
28,66
1,1
194,5
265,166
490,73
688,89
1703,51
678,6
228,120
608,38
69,8
727,125
1603,20
99,53
512,124
509,166
409,111
374,47
858,13
343,11
105,5
984,122
213,78
823,17
837,10
471,5
688,94
785,37
0,29
29,100
414,27
46,10
480,20
210,131
161,106
1085,11
2,4
32,49
199,28
30,109
650,72
1315,2
14,58
598,28
1231,92
473,107
799,10
339,1
387,91
1107,2
151,3
489,111
140,119
0,10
0,57
359,65
401,36
459,86
88,44
0,82
1557,66
201,45
960,2
35,58
1438,143
232,60
674,34
2,82
1740,60
13,137
1678,39
419,96
202,109
188,15
35,58
950,75
38,149
690,97
1660,42
0,4
1278,54
36,110
1,67
1345,2
15,46
332,1
1057,12
974,110
761,106
431,143
1667,2
774,96
567,40
110,112
285,26
680,53
1228,158
1457,136
1653,114
816,32
1450,73
313,17
664,154
756,144
1417,29
392,86
105,6
11,79
302,45
8,99
1015,133
1538,22
130,27
445,104
1013,0
268,2
14,5
8,132
1408,114
42,52
83,43
59,11
1219,49
1477,24
1332,137
6,28
307,154
1672,68
144,1
1282,61
3,10
629,127
19,44
1028,151
604,153
864,67
586,44
48,66
1231,94
1678,72
13,6
0,85
0,166
66,50
771,50
1229,50
508,67
159,131
1306,77
520,93
211,29
371,148
9,39
1502,12
18,35
575,20
213,111
0,12
1672,61
7,114
647,94
3,9
282,34
1109,134
119,76
709,88
73,82
949,135
186,0
19,24
9,155
599,24
1194,126
177,0
819,76
410,18
1193,30
482,55
742,78
93,63
405,156
327,41
1055,84
1519,13
155,8
0,107
667,22
870,49
563,110
15,22
0,109
1136,17
457,2
1367,1
34,35
111,6
18,15
120,130
32,102
343,33
57,9
44,113
46,1
1400,105
1726,165
409,0
0,12
1293,25
55,122
649,32
3,124
231,47
1154,61
401,160
760,10
444,56
425,44
159,37
161,41
212,3
788,109
1220,144
363,52
594,160
1311,15
664,8
575,2
1,91
1618,67
852,17
1557,124
979,22
646,164
839,132
1315,53
0,38
220,65
791,123
1,59
15,38
1584,11
240,102
102,22
645,97
718,51
1643,44
415,139
527,64
103,82
671,71
37,67
819,20
0,49
227,95
593,30
25,160
51,7
2,8
903,7
658,95
574,30
221,49
1485,123
1030,71
95,12
289,65
742,27
1588,136
261,90
858,3
96,115
435,138
37,95
973,69
473,30
27,130
128,7
667,57
1208,7
2,12
0,53
306,4
247,87
337,44
23,14
1508,51
65,101
448,26
1234,11
1361,60
346,144
502,20
842,31
890,44
422,7
438,166
0,112
70,128
1592,88
176,80
17,130
841,31
0,27
888,121
458,44
249,68
1050,35
108,80
458,73
748,38
756,28
879,64
98,102
38,28
726,154
500,4
95,123
346,89
270,142
970,125
200,12
60,108
28,164
1563,154
1538,61
934,113
236,5
359,95
115,22
694,35
120,13
824,34
127,103
96,8
1166,2
21,63
4,88
0,130
1129,71
501,136
178,102
448,45
1228,52
653,87
623,64
1001,160
32,81
1,90
807,69
1145,109
21,130
464,7
589,46
15,0
1253,19
1309,140
780,104
1020,62
307,128
283,149
771,139
226,119
533,131
18,72
682,131
1473,1
944,100
137,77
6,0
1041,116
444,153
1618,43
0,14
1546,64
229,55
652,61
1102,38
99,31
128,110
214,21
0,121
55,55
1599,141
11,22
1484,79
1637,60
262,148
259,10
1278,146
20,10
1070,26
603,89
783,90
614,14
169,45
172,119
1070,99
970,135
48,55
1074,49
55,42
1197,66
1691,139
287,28
16,73
368,40
237,1
1,94
34,71
690,103
559,96
1063,16
490,15
1051,13
54,62
12,110
522,151
754,28
0,39
124,100
608,23
290,44
974,118
75,95
1107,5
530,53
686,103
1136,13
140,103
1713,5
170,48
104,57
108,143
604,18
0,161
21,162
84,89
68,32
286,35
369,65
647,77
23,28
1216,26
1390,124
970,50
549,13
1713,138
134,63
18,97
522,109
104,11
12,4
890,109
120,99
667,56
1182,9
0,21
0,5
115,27
902,91
1590,63
330,135
2,1
61,24
76,34
567,142
1,57
621,22
976,163
7,63
953,51
0,150
1117,135
66,65
19,146
51,51
6,90
0,146
348,68
1505,76
3,122
138,17
311,116
380,16
640,76
0,57
288,153
480,54
39,6
1,154
97,31
1335,145
1669,3
958,144
1338,19
14,50
1082,88
890,116
96,4
1383,21
185,8
436,2
28,78
165,39
739,12
1406,151
40,2
212,31
785,59
41,115
1535,99
0,60
75,50
99,6
1,47
1332,8
141,102
254,30
146,11
1,154
185,83
155,142
738,118
10,84
656,143
0,134
158,63
483,52
31,33
1641,145
123,9
291,133
18,66
504,112
959,157
196,115
536,49
818,88
94,68
72,17
53,22
530,40
1351,166
1014,89
84,26
1599,121
364,43
0,78
685,22
62,76
4,106
1595,99
32,47
1618,80
1139,55
514,149
126,89
1402,122
88,163
1006,14
5,7
0,7
874,49
0,9
1008,13
446,101
529,70
546,7
1135,15
74,89
39,144
5,90
11,14
54,13
1345,110
4,148
5,1
348,23
823,131
24,88
408,136
8,150
261,162
218,113
566,30
564,64
1727,33
623,137
156,73
599,32
330,85
62,81
1177,10
1313,121
160,83
46,159
1428,20
688,64
987,11
64,82
5,73
1672,77
586,87
22,132
278,72
1136,89
1592,7
1452,133
586,9
35,58
9,162
421,70
83,153
6,80
1366,22
183,122
115,3
231,151
382,20
147,55
592,98
950,93
30,1
136,122
8,105
110,38
208,23
223,8
150,122
912,65
1391,0
118,25
301,34
1548,56
920,66
873,118
306,91
438,7
2,150
1327,27
1378,92
298,87
133,33
431,3
154,12
44,77
36,16
379,50
0,0
502,82
402,73
354,143
1025,96
1199,108
491,46
6,44
112,29
1475,79
1213,28
392,32
830,21
343,54
111,18
1707,14
911,134
3,61
578,28
40,31
101,23
820,157
20,59
195,56
1555,12
260,2
11,6
1573,141
191,116
4,9
1,11
81,140
1164,49
1658,77
1073,44
623,120
511,75
1032,54
243,80
135,76
90,2
513,14
3,84
199,34
1573,94
14,33
88,150
649,151
1176,162
1721,144
8,126
178,12
29,100
54,103
28,63
259,107
749,84
41,85
408,60
14,28
10,144
156,146
328,79
0,156
1697,66
470,8
1325,112
951,99
179,16
136,96
246,11
1202,79
50,62
272,71
417,107
175,81
27,161
516,164
32,10
1,28
227,91
475,5
306,130
1100,17
564,35
1621,111
1240,140
13,144
796,17
751,130
931,62
789,123
208,6
416,37
843,90
1310,151
3,6
18,160
1400,157
446,62
252,7
221,105
0,85
341,83
196,87
18,4
297,9
1296,33
23,117
595,150
351,105
210,94
913,129
43,152
166,20
242,37
661,1
627,16
499,93
481,82
26,5
127,48
712,40
1107,9
4,57
161,1
1012,95
2,83
1127,121
374,154
882,58
245,78
899,36
83,138
123,35
296,126
1252,128
4,94
729,71
176,116
1506,149
186,88
1465,38
1198,160
132,83
1256,67
995,3
261,34
1175,16
46,11
43,97
381,5
677,106
288,78
160,0
69,43
589,42
966,7
1213,118
413,14
348,24
3,108
1210,79
449,21
116,118
472,65
1072,60
0,73
1386,70
974,1
112,12
46,117
193,93
183,21
884,35
1,29
1046,135
1080,93
282,115
164,123
250,154
168,93
622,53
897,3
491,32
711,124
355,4
115,28
1144,89
2,112
364,11
1612,103
451,17
1,60
1527,86
17,10
341,51
75,13
1536,0
1549,82
61,48
1243,20
351,77
79,99
210,63
1670,135
969,48
9,61
1559,82
165,103
927,111
1,74
180,143
529,137
1652,116
821,3
820,116
941,116
1505,71
246,164
205,71
866,108
40,122
1055,63
82,34
34,14
2,126
124,10
1307,105
625,19
248,105
0,53
831,3
46,144
1467,121
116,34
14,58
28,107
1094,126
45,64
42,53
68,50
24,0
359,100
58,78
120,4
4,43
465,29
1595,89
750,121
185,71
231,10
1729,42
793,93
474,88
352,83
164,114
1256,21
1501,26
83,0
5,151
784,95
1190,88
1132,6
1496,0
1639,20
1097,26
401,123
1722,20
517,98
11,71
1,87
893,107
9,34
418,30
356,75
83,98
551,47
916,108
93,73
933,43
111,16
671,21
135,55
961,137
714,3
687,50
367,94
105,6
53,6
130,142
1542,31
5,155
780,68
785,62
14,130
873,131
145,35
644,12
995,68
107,107
254,52
489,126
581,98
1099,86
1091,3
709,21
1,45
926,157
764,94
157,106
1227,64
981,166
5,67
147,159
197,10
64,84
1498,17
241,52
275,23
1057,133
176,106
28,40
1532,159
1642,30
575,72
194,28
294,133
941,158
0,166
289,87
1511,60
87,49
1,102
146,7
99,75
892,4
1361,67
1538,82
1160,13
174,49
36,81
1026,7
1204,44
1517,116
27,91
0,38
60,56
437,91
300,38
288,86
1,36
0,165
173,64
464,142
492,90
302,1
664,22
1656,37
0,165
265,1
1038,9
253,138
13,48
847,48
385,9
0,139
858,92
1479,37
439,164
1287,23
1461,50
697,154
18,15
8,11
612,59
613,142
188,115
630,119
641,136
29,4
985,154
1444,29
954,26
1719,131
207,12
348,0
272,7
1219,31
56,106
757,130
230,27
138,79
666,79
1030,95
990,26
951,135
174,64
6,33
1276,63
1092,108
719,68
1309,11
1364,94
315,113
240,11
1196,141
176,152
27,112
1226,50
107,145
818,160
849,19
679,32
1305,0
8,15
953,139
3,32
1247,38
101,105
13,148
748,66
178,146
33,80
460,54
1605,77
51,27
1154,12
1028,136
16,48
116,52
652,21
67,2
1412,84
11,125
153,92
1458,3
1442,19
2,141
1110,28
19,46
909,164
1205,73
54,43
1607,157
1632,57
235,147
137,50
707,28
1438,163
458,95
111,112
164,24
860,86
355,114
1296,70
87,19
1572,24
31,49
479,26
725,101
2,156
545,18
27,52
322,26
29,116
143,8
911,51
789,88
108,19
388,42
898,12
1,152
26,43
945,24
1330,84
74,2
73,31
60,12
969,43
1691,141
188,8
0,57
768,91
461,99
755,42
1058,9
4,134
631,80
118,42
629,71
41,7
464,34
1434,86
618,87
1667,91
449,69
74,42
49,115
209,133
575,96
1501,131
1429,89
739,80
1486,107
593,119
1593,123
83,121
775,143
205,83
1377,18
99,24
66,72
775,1
414,41
1580,127
9,102
33,32
143,34
544,112
3,143
351,58
45,94
845,100
836,63
352,141
1214,3
1,13
4,154
778,133
279,3
627,14
146,134
1165,10
56,9
161,111
59,148
1203,11
357,2
1629,90
749,83
510,64
572,162
13,164
966,27
953,20
0,52
721,82
1188,2
570,66
901,70
2,137
873,22
1533,92
304,3
825,71
1678,4
714,75
121,62
840,101
566,146
290,1
1245,163
147,102
32,82
844,130
73,49
385,40
512,42
1524,125
1058,130
1280,21
285,74
86,36
28,28
1,141
1493,13
280,95
74,74
387,1
1255,9
1,130
735,38
1730,13
106,127
183,102
177,53
186,3
17,157
1,37
1123,59
73,83
1321,48
403,20
573,132
99,60
979,94
487,2
1155,112
46,152
1282,69
277,155
637,39
2,34
623,93
1326,3
56,66
1169,73
79,16
398,146
144,16
1400,28
747,17
794,166
549,161
41,54
1235,81
48,109
19,127
1636,26
47,155
1432,126
580,108
0,104
778,118
1104,76
932,4
25,40
1426,29
805,13
680,76
259,19
577,47
1658,41
662,4
5,26
132,23
727,30
168,56
111,77
0,144
780,162
170,105
182,7
24,79
0,153
1640,0
297,19
80,62
1178,25
273,35
860,96
647,57
557,134
1475,92
9,139
10,29
491,72
1637,41
0,13
815,78
1065,117
187,12
60,34
274,32
1692,1
700,54
452,8
68,165
1406,136
489,30
335,137
1578,127
25,85
10,85
1094,47
1619,150
71,89
1224,16
62,123
24,115
293,104
239,51
1553,97
870,129
737,158
0,127
152,139
1088,165
52,51
112,4
1330,49
1150,137
10,137
1706,8
109,135
1526,119
312,67
263,18
892,142
91,21
149,129
1630,91
227,29
871,8
993,21
642,62
3,54
4,164
148,48
140,79
23,10
264,44
240,17
0,35
628,15
38,21
209,51
350,139
143,45
33,14
77,34
1676,161
519,100
0,98
765,31
453,40
976,83
575,14
18,39
3,56
5,7
59,34
58,133
153,134
90,160
190,72
180,17
70,5
1360,93
533,151
727,135
735,62
0,26
484,88
566,34
1061,8
465,90
1272,158
1,18
1437,154
1684,33
557,33
111,84
1603,38
143,14
190,31
133,51
131,165
1,7
1599,85
386,24
760,31
903,17
3,10
1482,92
1671,91
1033,89
25,29
1481,144
596,51
17,0
523,54
1399,5
699,75
1229,78
1494,97
409,0
27,1
562,111
325,13
26,28
11,141
87,67
585,31
64,34
833,107
771,41
613,42
259,25
16,54
135,51
61,44
347,30
14,6
197,37
172,33
17,22
1599,157
186,6
293,52
886,25
24,29
355,40
130,28
511,87
21,74
687,6
886,121
6,78
366,89
260,114
0,23
530,95
861,59
149,96
642,66
1607,134
2,42
885,22
645,156
1523,164
1573,107
1513,10
141,146
796,72
189,75
610,164
309,30
790,162
88,141
12,64
124,130
487,24
762,110
165,1
46,78
20,59
1367,57
505,141
301,151
116,152
174,37
1444,11
935,58
9,141
1725,136
1625,79
358,140
864,40
263,72
357,159
75,122
0,148
395,162
65,70
