lhs,rhs
1302,10
557,46
904,77
72,56
665,90
6,13
45,69
334,145
2,60
689,86
117,161
230,9
12,104
293,92
0,163
1265,5
466,75
1425,56
435,106
1013,125
9,97
449,41
1334,118
766,143
1099,32
164,150
0,163
203,42
713,33
610,11
287,68
52,61
21,1
232,76
71,50
206,87
1373,23
86,111
1521,116
58,21
24,50
45,69
753,13
208,121
678,15
260,31
944,73
240,33
855,134
104,39
1476,94
22,110
79,5
707,36
71,50
136,97
1076,116
2,60
55,67
718,10
397,151
27,157
640,0
1549,73
145,71
586,17
1505,6
715,62
92,137
923,151
698,8
145,71
293,92
167,102
1294,157
41,82
47,8
3,67
190,34
114,97
1351,157
1339,2
474,23
84,21
272,138
42,38
557,46
947,131
24,50
514,153
383,62
1605,13
199,69
1018,104
0,163
786,77
1476,94
0,163
0,163
1419,49
401,92
0,163
336,157
16,123
33,156
72,56
1725,165
140,27
1105,156
659,111
1563,62
246,91
17,0
1487,83
383,62
1655,5
717,115
10,109
1059,13
793,33
811,85
1494,80
1086,5
74,88
1726,23
299,73
1041,147
46,73
0,163
1716,6
70,3
1096,42
1580,87
21,3
1441,10
440,44
227,157
427,113
830,86
21,1
80,156
641,79
164,150
500,123
0,163
1576,58
462,154
1048,111
129,94
71,50
881,60
920,25
1354,53
7,125
1683,0
441,23
367,94
876,45
1221,3
2,60
3,67
292,166
464,41
6,13
2,60
45,69
0,163
53,9
1619,97
11,77
861,14
11,77
1006,15
133,36
554,82
1468,132
21,1
444,37
942,88
444,37
13,26
131,130
149,82
1641,60
200,84
1437,36
500,123
1502,54
113,72
51,46
1329,130
0,163
9,97
773,77
2,60
372,141
53,9
0,163
159,6
1721,28
516,79
139,117
382,38
0,163
60,24
868,9
0,163
418,143
126,76
806,1
238,105
1270,72
718,10
15,53
258,67
1098,118
120,127
7,125
719,144
1592,105
1677,36
316,14
335,53
143,25
1443,54
28,107
28,107
1620,36
968,113
362,136
11,77
711,128
379,161
4,36
1,88
897,131
289,105
331,91
1263,15
1728,117
31,84
6,13
674,85
168,1
555,79
1081,19
350,17
3,67
242,55
19,51
21,1
34,26
812,159
1434,50
2,60
524,11
13,26
107,1
366,78
626,100
322,117
551,99
677,105
817,1
1627,33
65,60
1150,50
379,161
688,135
944,73
313,125
422,39
0,163
343,66
838,54
991,53
107,1
198,63
41,82
62,22
96,54
7,125
334,145
1600,21
238,105
616,53
565,11
1044,19
531,92
0,163
1117,58
1,88
368,13
233,57
1212,78
544,126
356,164
5,133
0,163
417,36
890,34
60,24
1030,108
466,75
399,39
287,68
164,150
1042,20
689,86
91,9
69,145
26,38
761,16
10,109
959,37
472,122
294,91
259,5
791,48
239,101
1056,55
6,13
1581,2
1528,98
401,92
1357,14
0,163
185,100
109,8
1702,12
940,133
1250,21
206,87
50,112
99,69
912,14
202,48
50,112
834,41
62,22
996,52
963,125
1609,41
1426,109
1527,100
612,113
1608,33
4,36
618,137
528,57
811,85
110,54
65,60
66,28
485,19
7,125
869,45
119,34
1100,25
19,51
164,150
143,25
1040,10
141,21
1239,133
1651,93
13,26
199,69
420,70
283,0
3,67
615,0
1436,99
596,11
4,36
1320,31
738,158
1695,23
9,34
1549,73
165,73
0,163
91,9
815,42
24,50
1213,34
321,145
227,157
707,36
594,145
33,156
126,76
16,123
428,31
706,4
178,100
404,80
1457,47
29,42
1088,100
7,125
733,54
921,89
379,161
1521,116
687,128
427,113
629,94
857,120
263,1
313,125
454,40
1085,104
1522,131
373,83
718,10
373,83
289,105
94,155
1594,5
190,34
47,8
434,40
1358,72
538,44
1669,146
16,123
959,37
98,17
1647,59
0,163
2,60
1012,50
854,127
412,27
184,92
4,36
103,1
592,13
277,26
10,109
444,37
129,94
1096,42
1522,131
621,9
424,157
884,35
249,153
247,138
0,163
880,53
1334,118
141,21
466,75
1626,14
6,13
0,163
405,26
590,8
1268,15
0,163
160,106
35,148
2,60
919,67
70,3
96,54
732,44
662,37
1098,118
4,36
940,133
45,69
117,161
0,163
401,92
1177,101
352,138
861,14
683,92
768,62
785,100
49,140
548,70
0,163
37,114
65,60
65,60
294,91
966,136
974,8
299,73
13,26
55,67
64,63
99,69
170,8
1223,32
430,45
32,76
67,9
1389,64
175,67
1078,89
95,49
240,33
1194,123
0,163
1117,58
190,34
67,9
472,122
1462,70
1336,133
1666,48
45,69
167,102
0,163
908,75
314,28
105,113
1716,6
419,125
1185,57
94,155
858,49
606,47
1449,109
532,20
590,8
307,92
872,8
644,142
1357,14
566,14
31,84
2,60
1655,3
223,55
1135,104
782,119
6,13
346,19
0,163
2,60
0,163
2,60
150,48
391,86
228,98
1048,111
600,107
1471,85
1592,105
1126,138
782,119
1555,25
1108,126
24,50
54,126
928,122
91,9
798,78
114,97
551,99
69,145
75,3
865,5
0,163
1185,57
16,123
34,26
1328,36
372,141
54,126
311,127
47,8
201,15
412,27
7,125
93,155
907,9
365,139
8,164
203,42
1384,21
939,147
17,0
38,3
1252,159
325,49
668,87
17,0
0,163
271,82
13,26
4,36
1137,40
135,17
1696,132
698,8
1359,18
411,31
0,163
509,125
659,111
4,36
723,3
0,163
944,73
1036,7
0,163
1177,163
801,103
1019,100
1226,43
120,127
132,98
8,164
1153,65
1,88
1163,65
1309,148
1540,55
800,159
431,1
1369,50
1054,1
202,48
1710,42
619,13
1545,4
328,55
15,53
1276,28
399,39
664,49
473,3
369,113
6,13
17,0
1145,59
1451,128
0,163
21,1
120,127
262,11
633,26
0,163
0,163
1425,56
0,163
1500,23
0,163
1705,65
534,85
793,33
12,104
205,13
504,85
271,82
289,105
753,13
499,140
97,57
6,13
716,148
156,60
1430,19
53,9
86,137
1092,145
664,49
410,50
798,78
971,8
763,0
533,98
10,109
52,61
509,125
252,49
55,67
599,90
11,77
905,19
61,153
369,113
0,163
19,51
2,60
563,34
699,124
427,113
1666,48
24,50
619,13
617,102
868,9
7,125
971,8
1084,29
23,58
1164,15
1115,3
1021,33
307,92
378,82
648,3
374,19
657,124
4,36
244,66
479,65
243,96
533,40
9,97
14,4
129,94
1583,165
621,9
216,75
337,19
851,36
137,61
170,51
801,103
1487,83
238,105
88,52
5,133
686,8
1614,81
168,1
688,135
368,13
893,13
246,91
814,148
7,125
71,50
12,104
36,137
338,29
0,163
16,123
8,164
39,57
0,163
383,62
271,82
1300,118
169,89
697,151
16,123
287,68
415,2
306,140
3,67
86,111
6,13
829,92
988,0
169,55
220,139
1262,48
430,45
88,52
762,49
566,14
108,12
548,70
469,55
181,18
169,89
287,68
1380,125
1116,85
0,163
166,76
125,6
131,130
379,161
943,111
9,97
541,56
514,153
441,23
3,67
164,150
1585,27
72,56
0,163
449,41
192,36
1525,28
13,26
45,69
698,8
93,155
0,163
136,2
122,46
270,97
0,163
1152,0
315,30
123,16
72,56
4,36
1156,80
1547,14
753,13
4,36
1005,7
48,113
0,114
716,148
486,160
1009,77
380,101
28,107
20,50
23,58
1,88
714,56
72,56
424,157
1587,67
0,163
5,133
470,90
27,157
6,13
896,134
1702,12
1028,121
589,89
1089,19
52,61
1346,111
1394,146
1624,1
225,67
218,7
3,67
563,34
422,39
214,136
226,129
451,37
1461,95
1012,50
477,10
299,73
373,83
170,51
1296,2
161,4
1602,115
462,154
436,50
12,104
98,17
580,106
0,25
227,157
0,163
418,143
6,13
132,98
1367,133
141,21
1027,47
454,40
630,64
1302,10
364,118
53,9
6,13
1305,40
142,74
802,73
1498,40
18,21
287,68
266,53
489,150
489,150
984,12
548,70
5,133
7,125
1571,7
1623,4
123,16
46,73
1,88
9,97
104,39
137,61
5,133
33,156
863,52
1167,67
20,50
600,107
95,49
36,137
408,133
929,57
151,27
891,100
604,33
29,42
152,33
286,30
585,67
315,30
0,163
195,161
1593,96
120,127
25,62
953,28
1,88
34,26
1024,42
58,21
1647,59
143,25
1332,164
0,163
725,92
105,113
911,99
10,109
304,81
71,50
1355,103
185,100
17,0
1670,126
609,71
232,76
95,49
2,60
299,73
7,125
1706,156
59,58
97,57
565,11
1027,47
931,3
102,64
209,30
1555,25
294,91
222,21
191,42
76,16
285,136
81,101
1536,101
54,126
122,46
128,22
722,88
329,110
122,46
20,50
678,15
1357,14
1177,101
1295,18
208,121
1121,1
900,76
977,97
1720,28
1605,13
1262,48
452,17
571,49
1317,127
23,58
1335,162
23,58
42,38
447,33
78,26
242,55
787,47
346,19
0,163
307,92
0,163
455,146
908,75
1674,83
473,3
62,22
254,8
653,50
404,80
472,122
118,91
1179,99
123,16
1117,58
237,119
1058,28
1682,25
832,10
1081,19
943,111
562,124
642,8
1724,23
670,46
366,78
448,86
1291,20
4,36
193,49
296,119
19,51
712,15
1099,32
768,62
1715,91
66,28
405,26
111,25
900,76
19,51
101,56
66,28
414,115
742,60
7,125
1575,16
513,145
0,163
629,94
1,88
65,60
698,8
453,108
256,6
791,48
26,38
1061,44
481,133
694,131
909,54
1494,80
165,73
1672,159
105,113
634,73
455,146
879,61
1527,100
194,37
1185,57
1573,153
28,107
238,105
524,11
247,138
276,23
94,155
2,60
1145,59
444,37
647,13
997,41
10,109
38,3
24,50
677,105
1068,140
71,50
1585,27
631,5
992,1
794,2
0,163
252,49
31,84
0,163
724,165
76,16
598,12
32,76
572,93
29,42
1440,52
831,12
249,153
32,76
228,98
1014,156
674,85
900,76
140,27
170,51
294,91
393,25
2,60
818,76
715,62
958,75
1590,18
0,163
580,106
69,145
1540,55
506,32
150,48
1220,19
834,41
99,69
909,54
14,4
5,133
0,163
617,102
74,88
150,48
896,134
249,153
498,45
0,163
163,103
102,64
242,55
594,145
196,18
1477,107
1486,88
1011,4
248,89
747,21
1061,44
1166,48
9,97
79,5
16,123
1526,159
118,91
628,127
1595,32
1,88
365,139
627,117
96,54
509,125
86,111
119,34
943,111
51,46
360,59
38,3
276,23
171,39
10,109
780,57
1239,43
1089,19
1065,98
1152,0
0,163
170,51
261,136
359,54
179,54
14,4
44,46
1002,16
1459,122
702,77
27,157
807,149
411,31
308,23
143,25
37,114
9,97
73,3
192,36
0,163
207,112
1688,2
339,11
31,84
2,60
1136,148
513,145
170,51
313,125
0,163
1665,18
15,53
567,93
384,5
1196,36
1424,60
32,76
221,128
911,99
8,164
647,13
726,71
862,115
93,155
260,9
0,163
1690,128
765,34
648,3
9,97
301,10
65,60
85,84
461,49
96,54
239,101
1715,91
0,163
10,109
0,163
237,119
763,0
680,40
279,98
0,163
179,54
0,163
867,13
785,100
899,51
1570,136
714,56
211,90
1027,47
1345,159
1665,18
14,4
1665,18
585,67
0,163
46,73
0,163
948,116
15,53
276,23
895,97
37,114
62,22
1338,14
654,49
0,163
105,113
439,155
176,108
90,77
752,130
1564,126
1604,70
1271,7
722,88
255,101
131,130
15,53
963,125
3,67
364,118
263,1
838,54
1192,76
158,35
70,3
972,38
21,110
20,50
1098,118
1442,29
495,45
118,91
14,4
481,133
114,97
13,26
961,33
988,0
1241,59
0,163
60,24
0,163
1,88
790,98
8,164
777,0
454,85
1531,97
94,155
474,23
232,76
649,17
172,53
43,65
0,163
903,35
1445,76
10,109
0,163
3,67
1064,139
1248,43
1094,0
310,90
346,19
1,88
441,23
1471,85
55,67
34,26
792,23
199,69
1321,38
1555,25
44,46
508,10
29,42
568,2
493,51
242,55
833,93
791,48
10,109
135,17
4,36
115,14
0,163
950,12
379,161
122,46
1293,54
83,1
396,157
581,100
405,26
326,132
1072,7
376,164
513,145
732,44
465,160
1172,32
750,73
22,110
101,56
1,88
402,155
0,163
259,5
1110,38
599,90
765,34
1727,68
89,71
22,110
1190,42
219,72
1145,59
6,13
1089,19
1010,48
1298,87
457,62
1203,30
1123,99
863,52
188,4
82,13
192,36
58,21
1359,18
317,114
512,145
455,146
980,148
307,92
7,125
883,126
885,78
876,45
802,73
731,7
445,163
274,14
302,70
655,114
121,1
1548,72
747,21
7,125
45,69
103,1
873,2
1279,29
893,13
466,75
1466,78
1367,133
573,67
790,98
673,22
1648,76
18,21
833,93
1235,96
12,104
8,164
63,28
660,26
505,41
958,75
339,11
1552,28
143,25
298,58
1273,100
47,8
1048,111
732,44
660,26
2,60
516,79
750,73
420,70
4,36
100,47
745,33
10,109
657,124
1649,25
34,26
47,8
366,78
1640,54
773,77
1299,71
1606,40
1227,43
1426,109
122,46
1675,105
0,163
12,104
1481,48
333,48
20,50
353,126
1606,40
609,71
151,27
178,100
466,75
605,45
55,67
175,67
67,9
1175,40
433,152
644,142
9,97
395,54
1454,39
975,86
41,82
586,17
1263,15
787,47
1014,156
0,163
876,45
0,163
367,94
173,14
236,40
155,145
1322,19
403,111
1392,71
1124,59
1670,126
568,2
1558,95
366,78
168,1
75,3
652,132
115,14
0,163
119,34
20,50
223,55
328,55
83,1
1224,12
47,8
602,145
1084,29
1255,9
9,97
1601,39
2,60
841,59
752,130
41,82
197,32
825,87
1472,53
1032,37
1350,144
1498,40
15,53
1678,10
1190,42
383,62
15,53
2,60
638,60
88,52
243,96
1499,113
450,7
104,39
47,8
102,64
38,3
498,45
1579,36
525,24
242,55
50,112
855,134
1045,95
152,33
37,114
11,77
0,163
584,89
1077,13
59,58
850,14
1091,93
421,98
231,81
8,164
3,67
49,140
2,60
1480,60
57,153
899,51
498,45
1615,52
222,21
390,98
848,33
1452,8
1131,22
426,92
533,98
5,133
79,5
344,125
312,114
1482,95
359,54
219,72
36,137
289,105
30,114
144,162
92,137
162,143
4,36
736,149
6,13
93,155
254,8
582,120
575,64
707,36
1646,26
78,165
24,50
266,53
496,23
285,136
308,23
137,61
120,127
125,6
1152,0
759,81
194,37
231,81
59,58
15,53
235,54
55,67
537,20
921,89
0,163
349,21
959,37
15,53
8,164
9,97
1410,19
285,136
1088,100
13,26
348,142
390,98
4,36
5,133
521,69
352,138
18,21
107,1
600,107
198,63
271,82
846,74
4,36
0,163
119,34
1345,159
1133,5
280,55
14,4
245,11
470,90
2,60
64,63
106,42
397,151
1703,57
870,7
8,164
429,22
185,100
1037,5
75,3
1521,116
625,90
416,91
1299,71
63,28
541,56
0,163
187,127
1,88
1249,58
792,23
1505,6
327,12
354,86
293,92
366,78
1406,48
20,50
110,54
657,124
57,153
2,60
598,12
899,51
1479,124
120,127
168,1
1513,86
18,21
236,40
723,3
328,55
859,115
1739,11
1395,98
1059,13
1,88
234,120
363,138
171,39
574,93
70,3
687,128
28,107
107,1
184,92
6,13
722,88
738,158
109,8
1345,159
0,163
409,53
659,111
7,125
433,152
4,36
66,28
0,163
50,112
23,58
35,148
30,114
264,83
14,4
155,145
564,154
1634,64
239,101
154,80
299,73
380,101
66,28
92,137
154,49
90,77
1591,24
1478,51
1013,125
195,161
18,21
1438,37
17,0
10,109
1493,8
51,46
924,22
1,88
105,113
57,153
39,57
8,164
317,114
409,53
741,47
1003,153
503,112
1258,142
485,19
119,34
1,88
15,53
1246,93
158,35
1182,57
1163,65
1305,40
902,10
1586,13
233,57
1110,38
602,145
508,10
30,114
397,151
160,106
156,60
262,11
16,123
211,90
1005,7
6,13
102,54
26,38
84,21
900,76
312,114
1381,143
176,108
64,63
0,163
489,150
1,88
276,23
1,88
828,148
236,40
183,16
1310,0
51,46
521,69
7,125
101,56
1195,119
1738,125
584,89
73,3
192,36
873,2
216,75
1563,62
598,12
1416,5
1570,136
1593,96
1729,97
32,76
22,110
351,14
1098,118
557,46
420,70
168,1
388,75
1133,163
690,66
317,114
446,30
10,109
0,163
187,127
706,4
487,140
404,80
1656,33
219,72
811,85
284,41
345,66
285,136
847,0
539,15
1326,42
1559,83
883,126
159,6
1730,125
882,30
400,23
516,79
113,72
1,88
1641,60
2,60
1259,164
1289,67
3,67
486,160
72,56
695,74
174,149
1418,70
79,5
701,4
229,12
28,107
1082,20
671,91
461,49
0,163
252,49
198,63
261,136
1671,119
22,110
372,141
459,48
191,42
1088,100
816,66
1605,13
1070,57
1290,75
603,33
601,139
1711,63
1544,105
107,1
249,153
1321,38
400,23
1368,143
230,9
1,88
383,62
969,25
204,144
135,17
969,25
1050,158
605,45
1607,110
218,7
381,29
756,60
1057,81
583,102
57,153
113,72
105,113
49,140
209,30
159,6
569,17
1583,165
512,145
634,73
1611,14
13,26
1,88
1386,13
423,41
180,14
792,23
1510,82
0,163
965,131
89,71
27,157
1586,13
1125,67
1245,77
642,8
0,163
155,145
918,50
189,47
1280,35
629,94
552,51
990,82
7,125
966,136
14,4
869,45
768,62
1458,48
33,156
8,164
7,125
62,22
88,52
233,57
494,51
38,3
615,0
134,135
1461,95
92,137
919,67
0,163
164,150
1,88
800,159
0,163
780,57
559,125
102,64
898,96
874,52
124,158
834,41
654,49
1519,92
283,0
630,64
272,138
409,53
1685,0
892,128
3,67
1033,58
634,73
750,73
35,148
1106,153
16,123
1526,159
404,80
482,161
29,42
820,2
1259,164
194,37
629,13
499,140
907,9
1539,2
435,106
43,65
2,60
1213,34
375,78
90,77
21,1
327,12
383,62
630,64
177,0
200,84
481,133
5,133
1735,9
2,60
61,68
160,106
0,163
79,5
465,160
635,74
1231,73
1685,0
192,36
1636,44
882,30
777,0
1320,31
18,21
1313,90
525,24
532,20
360,59
0,163
496,23
1033,58
390,98
267,82
195,161
191,42
1152,0
1201,9
3,67
1007,102
14,4
1587,67
1334,118
704,24
969,25
107,1
1742,40
962,75
1704,160
175,67
1296,2
35,148
539,15
654,49
797,43
1210,6
588,65
84,21
1503,120
845,72
1054,1
247,138
1709,100
1055,1
145,71
1489,12
0,163
23,58
673,22
1046,42
392,28
23,58
156,60
80,19
0,163
27,157
60,24
1488,51
866,29
731,7
66,28
156,60
896,134
6,13
1502,54
13,26
22,110
44,46
407,58
1337,41
335,53
264,83
239,101
213,4
339,11
856,130
132,98
660,26
309,13
1131,22
212,72
1571,7
511,71
201,15
5,133
17,0
1166,48
546,68
304,81
734,62
82,13
1199,74
0,163
1098,118
0,163
639,59
1216,0
1520,106
149,82
3,67
207,112
623,75
1101,16
1255,9
174,149
43,65
1675,105
431,1
5,133
9,97
1014,156
33,156
134,135
967,9
491,124
251,96
245,11
290,16
146,143
45,69
854,127
3,67
563,34
1667,20
8,164
514,153
159,6
217,84
704,24
1337,41
0,163
1576,58
789,86
13,26
315,30
1226,43
737,49
1311,87
0,163
713,33
811,85
1740,155
1188,20
481,133
20,50
24,50
180,14
1,88
1633,14
128,22
502,38
1282,138
176,108
924,22
333,48
1079,68
1370,164
528,57
2,60
1267,165
1688,2
1231,73
1405,62
1504,89
2,60
215,4
52,61
175,140
728,110
724,165
132,98
1171,119
773,77
606,47
0,163
460,1
1090,48
494,51
382,38
916,22
185,100
1539,2
39,57
598,12
0,163
248,89
34,26
570,16
686,8
436,50
81,101
798,78
1309,148
1384,21
961,33
1236,56
1213,34
37,114
6,165
1381,143
1018,104
0,163
640,0
3,67
227,157
578,1
144,162
355,36
244,66
281,43
290,16
89,71
59,58
111,25
629,94
701,4
166,76
1646,26
21,1
156,60
0,163
4,36
1172,32
1450,1
39,57
0,163
574,93
1504,89
839,80
526,72
537,20
50,112
0,163
448,86
316,14
223,55
40,96
980,148
71,50
1167,67
1236,56
842,92
121,1
361,51
38,3
847,0
1130,5
238,105
764,52
726,71
1494,80
123,16
176,108
186,131
3,67
30,114
9,97
327,12
0,163
23,58
485,19
7,125
84,21
331,91
439,155
15,53
1622,98
522,142
301,10
1672,159
1365,145
696,8
616,53
301,10
153,4
156,60
776,4
60,24
1319,112
3,67
29,42
23,58
691,35
463,15
562,124
65,60
176,108
2,60
109,8
1715,91
583,102
680,40
693,4
115,14
833,93
1020,92
83,1
17,0
68,4
137,61
515,147
955,29
767,103
603,33
442,19
1411,34
1102,94
676,35
1345,159
0,163
175,67
273,37
49,140
1672,159
271,82
1455,156
790,98
310,90
240,33
80,14
88,52
46,73
60,24
320,71
1743,67
17,0
1644,160
448,86
1698,9
1473,62
6,13
0,163
1712,1
0,163
0,163
18,21
1342,162
1387,54
828,148
773,54
3,67
1684,15
272,138
76,16
50,112
30,114
672,143
1,88
859,115
1451,128
752,130
815,42
170,51
526,72
1111,69
679,79
91,9
51,46
673,22
498,45
551,99
439,155
191,42
1560,82
551,99
36,137
139,117
31,84
3,67
339,11
331,91
1715,91
362,136
770,1
1619,97
131,130
459,48
64,63
28,107
1441,10
1627,33
1741,10
133,36
614,51
1122,7
985,3
149,82
133,36
0,163
238,63
112,1
823,1
275,100
1036,7
454,40
458,18
1083,79
1302,10
991,53
916,22
527,27
276,23
1215,144
1454,39
0,163
8,164
1264,130
726,71
218,7
1226,43
358,92
1577,39
143,25
1279,29
7,125
46,73
654,49
7,125
1549,73
12,104
807,149
78,165
602,145
1119,26
745,33
991,53
1340,74
749,44
1739,11
1494,80
0,163
105,113
248,89
1128,51
236,40
1,149
686,8
144,162
1316,99
134,135
752,130
720,124
10,109
1594,5
84,21
1045,95
159,6
542,140
1595,32
1444,85
1468,132
57,153
18,21
120,127
1335,162
159,6
34,26
781,127
1645,138
163,103
284,41
187,127
71,50
319,20
83,1
4,36
965,131
64,63
1,88
424,157
567,93
1270,72
1379,45
3,67
10,109
26,38
13,26
982,6
447,33
62,22
1538,134
79,5
0,163
4,36
469,55
1109,28
146,143
45,69
22,110
245,11
100,47
23,58
71,50
36,137
136,2
136,2
1333,15
1425,56
101,56
433,152
288,128
803,4
438,41
1092,145
445,163
61,68
1089,19
189,47
169,89
1445,76
14,4
1476,94
338,29
171,39
9,97
9,97
135,17
11,77
17,0
287,68
523,140
794,2
187,127
188,4
1736,52
331,91
16,123
22,110
1697,122
140,27
372,141
187,127
329,110
14,4
239,101
305,2
104,39
166,76
587,10
702,77
1367,133
109,8
184,92
24,50
739,108
352,138
45,69
1692,10
27,157
1494,80
836,37
860,31
168,1
350,17
0,163
1142,22
39,57
235,54
405,26
0,163
1644,160
1046,42
872,8
32,76
143,25
1236,56
35,148
1221,3
1403,26
137,61
22,110
192,36
513,145
1377,42
6,13
1563,62
343,66
1500,23
1712,1
375,78
0,163
1073,22
900,76
928,122
1194,123
436,50
23,58
857,120
440,44
179,54
171,39
533,98
2,60
579,81
496,23
2,60
707,36
13,26
677,105
236,40
7,125
1005,7
1220,19
64,63
15,53
796,73
1,88
16,123
266,53
1714,114
1021,37
251,96
1353,122
1110,38
124,158
738,158
79,5
4,36
2,60
3,67
152,33
824,97
110,54
15,53
709,34
169,89
1466,78
381,29
463,15
12,104
1307,53
157,148
303,25
1174,49
424,157
1190,42
57,153
236,40
263,1
49,140
466,75
146,143
1416,5
454,40
144,162
45,69
2,60
1393,110
1444,85
59,58
31,84
1111,69
1149,129
1213,34
1151,44
82,13
266,53
511,71
259,5
108,12
457,62
935,158
974,8
1082,20
424,157
25,62
137,61
913,84
138,156
899,51
5,133
76,16
6,13
185,100
656,160
187,127
514,153
679,79
369,113
612,113
1416,5
425,98
202,92
281,43
1321,38
2,60
896,134
24,50
0,163
742,60
483,38
577,85
0,163
289,51
1015,144
10,109
982,39
41,82
1323,103
195,161
687,128
626,100
236,40
322,117
670,46
759,81
333,48
18,21
129,94
846,74
16,123
65,60
157,148
698,8
1,88
6,13
1063,57
1088,100
1283,5
0,163
1629,147
0,163
1202,52
0,163
84,21
25,62
2,60
870,7
105,113
1744,151
385,136
4,36
600,107
25,62
966,136
1536,101
1155,81
1638,64
104,39
168,1
63,28
846,74
1529,54
0,163
517,123
11,77
0,163
21,1
809,129
357,61
667,161
20,50
329,110
590,8
81,101
1160,135
93,155
403,111
885,78
327,12
104,39
1424,60
0,8
430,45
468,3
1426,109
2,60
29,42
98,17
137,61
31,84
1491,62
8,164
1562,35
464,41
646,41
12,104
13,26
458,18
9,97
786,77
947,131
239,101
1139,117
8,164
173,14
47,8
633,26
89,71
788,13
1134,69
51,46
43,65
1067,36
18,21
820,2
97,121
889,59
624,17
737,49
1318,157
7,125
148,25
0,163
1187,72
60,24
941,43
1466,78
1070,57
1011,4
812,159
330,161
74,88
1118,59
808,153
157,148
807,149
408,133
4,36
0,163
668,87
569,17
1536,101
1256,43
159,6
122,46
2,60
1511,20
344,53
970,49
161,4
164,150
493,51
25,62
826,59
1581,2
327,12
91,9
273,37
1489,12
935,158
0,163
291,13
206,87
1481,48
125,6
147,16
1447,81
174,149
368,13
98,17
1269,80
886,125
702,77
640,0
100,47
21,1
433,152
840,0
315,30
258,67
1614,81
934,161
1301,1
341,32
87,147
311,127
81,101
34,26
2,60
1078,89
230,9
0,163
116,125
62,22
1385,28
61,68
1119,26
1623,4
176,108
329,110
50,112
325,49
30,114
1392,71
39,57
10,109
27,157
131,130
804,104
635,74
1174,49
147,16
810,49
771,76
0,163
1,88
606,47
1711,63
418,143
1027,47
41,82
984,12
24,50
1076,116
233,57
66,28
882,30
502,38
237,119
1225,33
584,89
3,67
1584,12
1088,100
0,163
1482,95
1629,147
17,0
360,59
213,4
1561,76
280,55
149,82
172,53
1512,14
400,23
1070,57
1107,52
47,8
19,51
368,13
444,37
37,114
58,21
157,148
996,52
1204,115
415,2
112,1
484,147
475,21
2,60
3,67
373,83
1285,158
1195,119
104,39
1363,50
1272,77
338,29
1046,42
285,136
1115,3
718,10
575,64
32,76
266,53
1410,19
1721,28
397,151
915,64
821,11
133,36
45,69
1518,2
749,44
65,60
1435,81
1623,4
1244,40
520,43
11,77
214,136
920,25
133,36
17,0
524,11
161,4
264,83
22,110
209,30
184,92
476,115
0,163
455,146
107,1
1069,38
409,53
207,112
398,52
8,164
1519,92
157,148
48,113
194,37
954,7
917,42
254,8
391,86
626,100
53,9
1002,16
92,137
59,58
536,33
1270,72
137,61
1553,139
1664,54
0,163
235,54
1530,112
121,52
689,86
126,76
52,61
1007,102
201,15
286,30
1340,74
737,49
779,80
546,68
832,10
0,163
916,22
20,50
241,8
1330,3
120,127
666,146
17,0
1443,54
1,88
1080,15
172,53
442,19
266,53
1042,20
284,41
355,36
0,163
29,42
1243,0
22,110
232,76
1113,143
135,17
1160,135
1438,37
49,140
600,107
1613,52
108,12
1698,9
164,150
268,62
811,105
26,38
308,23
807,149
416,91
392,28
675,84
238,105
229,12
317,114
1363,50
1368,50
1605,13
542,140
478,2
930,41
101,56
1068,140
362,136
1071,83
43,65
14,4
1233,125
963,125
923,151
208,121
45,69
26,38
1661,157
947,131
379,161
68,4
1057,81
86,111
77,105
298,58
206,87
173,14
1025,2
359,54
32,76
1485,29
218,7
21,1
1261,39
1653,76
17,0
1,88
6,13
145,71
929,57
675,84
674,85
657,124
783,27
93,155
352,138
1653,76
476,115
10,109
927,153
381,29
169,89
74,88
12,0
324,87
609,71
75,3
308,23
1369,50
422,39
27,157
272,138
115,14
135,17
1132,39
90,77
91,9
412,27
736,149
1618,48
306,140
172,53
75,3
943,111
634,73
1321,38
1221,3
81,101
477,10
320,71
828,148
435,106
1708,108
293,92
933,35
199,69
974,8
238,105
27,157
91,90
7,125
519,81
719,144
1682,25
359,41
1668,51
1455,156
224,143
979,119
12,104
34,26
360,59
469,55
189,47
191,42
401,92
679,79
1024,42
144,162
508,10
40,96
57,153
1028,121
1494,80
980,148
757,81
187,127
18,21
158,35
618,137
656,160
350,17
1446,13
752,130
33,156
73,3
1654,38
200,84
7,67
591,38
246,91
29,42
378,82
703,69
4,36
641,79
139,117
80,19
288,128
438,41
1156,80
844,110
6,13
1473,62
1608,33
502,38
32,76
1354,53
66,28
789,86
1501,87
95,49
157,148
1640,54
1574,1
816,66
79,5
65,60
0,163
1412,1
1633,14
252,49
1485,29
18,21
54,126
578,1
25,62
184,92
95,49
58,21
1547,14
433,152
1737,102
102,64
171,39
72,56
23,58
1577,39
1582,55
77,105
647,13
308,23
758,86
621,9
47,8
838,54
239,101
206,87
1428,68
0,163
970,49
15,53
14,4
794,2
84,21
20,50
864,25
1673,139
334,145
303,25
1454,39
614,51
1246,93
461,49
398,52
859,115
613,9
13,26
340,79
946,55
70,3
24,50
969,25
25,62
1698,9
40,96
1083,79
159,6
1114,70
1070,57
97,57
144,162
377,3
132,98
