column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60,column61,column62,column63,column64,column65,column66,column67,column68,column69,column70,column71,column72,column73,column74,column75,column76,column77,column78,column79,column80
94,4,68,69,4,0,0,2,18,2,2,2,0,1,3,4,1,0,2,2,0,1,3,2,3,2,4,2,3,3,3,0,3,3,0,0,4,2,2,4,3,4,0,0,0,4,0,2,0,2,0,3,1,0,3,4,2,1,1,0,0,1,0,3,0,3,1,0,3,1,4,0,4,3,2,0,3,2,4,3
62,1,15,32,4,3,3,0,23,6,3,1,1,4,2,0,4,1,0,1,2,1,1,1,3,2,0,0,1,0,1,2,3,0,3,1,3,1,1,1,1,1,4,2,3,3,0,0,1,2,0,3,2,1,0,2,1,1,4,2,0,4,1,1,0,0,2,4,1,4,0,0,1,2,1,1,2,2,1,1
30,1,73,26,3,2,3,0,2,7,3,1,0,5,4,3,2,4,1,4,3,0,3,2,1,3,1,0,3,1,0,3,2,1,0,0,3,0,3,0,3,0,2,0,2,1,1,1,1,4,3,3,0,3,0,1,3,1,0,4,0,1,2,2,3,2,0,2,0,1,3,3,2,3,3,2,1,2,0,1
31,3,8,91,3,0,1,2,12,1,3,3,2,2,2,1,2,3,0,1,2,0,3,2,0,4,0,3,0,4,2,3,0,2,3,1,4,0,0,0,0,1,0,2,3,1,0,2,0,2,0,2,3,3,3,2,4,1,2,0,4,1,0,1,2,1,0,3,3,2,2,0,3,0,4,0,1,2,0,1
54,1,61,45,9,2,3,1,9,3,1,1,4,1,1,2,4,0,4,3,2,3,0,0,3,2,1,3,1,3,0,0,1,4,4,4,4,0,0,3,2,0,1,1,2,1,4,1,3,2,1,1,0,0,1,0,0,1,2,2,0,0,1,0,0,4,4,1,4,2,2,0,4,3,2,2,1,2,3,4
8,1,58,22,10,2,2,0,6,4,3,2,2,0,1,2,1,3,0,3,4,2,3,3,1,3,4,0,4,2,4,4,1,0,3,1,3,3,1,2,4,1,0,0,4,1,0,3,3,4,3,2,0,0,3,2,1,1,3,2,3,1,2,0,1,1,2,2,0,3,3,1,0,2,2,2,1,4,4,1
30,1,92,41,15,0,2,2,19,3,3,0,0,4,2,1,4,0,4,3,1,0,0,0,2,0,1,3,1,1,0,1,0,2,2,2,3,1,2,0,0,0,4,4,4,3,4,3,1,0,2,2,0,1,3,0,2,0,0,2,3,0,0,1,1,1,4,0,0,4,2,0,1,2,4,2,4,1,0,0
19,3,5,36,17,4,3,1,16,0,3,0,2,3,1,2,4,1,3,3,1,2,0,0,1,3,0,4,2,3,3,4,3,0,0,0,0,2,1,4,3,0,0,1,1,2,2,0,4,3,1,3,0,0,1,0,1,0,0,0,1,3,2,4,0,0,2,4,1,4,2,2,3,4,1,3,1,3,4,3
56,4,85,38,10,1,2,3,20,5,3,1,1,4,2,1,1,1,1,2,0,3,3,4,1,3,4,3,2,0,1,4,4,3,2,1,3,2,4,1,1,2,1,0,3,0,2,3,2,1,0,2,3,1,0,4,1,2,1,2,2,0,2,1,3,2,1,0,2,1,3,1,1,4,3,2,4,1,0,0
13,1,92,41,9,0,1,2,22,3,0,2,3,3,0,0,2,4,1,4,3,1,0,3,0,4,0,2,3,0,1,3,1,0,1,3,4,0,0,0,2,0,0,1,0,4,3,4,4,2,0,0,2,2,1,2,4,0,1,0,4,0,1,2,0,1,2,0,0,0,4,2,3,3,0,0,3,1,1,1
98,3,46,17,17,2,1,1,5,2,0,0,3,1,1,2,2,2,4,3,1,1,3,2,3,2,4,0,4,0,1,2,2,3,0,0,4,0,1,2,1,1,0,0,2,3,2,2,0,2,0,3,2,1,3,0,1,0,0,0,4,0,2,1,4,3,2,0,3,4,1,0,3,3,1,3,4,1,4,1
51,0,14,77,14,2,3,3,20,5,1,0,0,1,1,2,0,2,1,3,1,0,2,4,2,0,2,2,0,4,0,2,4,4,1,3,4,0,0,3,2,0,4,0,0,2,0,2,2,1,1,0,2,1,2,0,4,4,1,1,1,0,3,0,0,4,1,0,0,1,0,0,1,4,0,0,3,1,3,0
19,3,76,76,7,2,2,2,11,0,3,0,4,1,2,1,0,0,3,3,1,0,4,1,1,3,0,2,3,0,1,4,2,4,2,2,2,3,0,1,0,4,2,2,0,3,1,0,0,0,3,4,0,0,2,2,3,4,0,0,0,0,3,0,0,4,3,4,4,4,1,2,4,4,2,1,2,3,0,0
98,3,91,63,6,4,0,0,21,7,2,3,1,1,0,0,2,0,2,3,1,3,3,4,4,1,3,3,4,0,1,4,2,4,3,1,4,0,0,3,0,3,0,0,1,2,2,2,0,3,0,0,0,4,2,1,0,4,1,0,1,0,3,2,2,2,0,2,2,2,1,0,3,2,2,1,1,4,4,4
25,0,40,61,9,1,1,2,6,3,3,0,0,4,2,0,0,0,3,4,2,3,3,0,0,0,3,3,1,0,1,2,0,3,1,3,3,4,0,1,0,2,1,4,4,0,1,3,1,1,1,2,4,3,0,2,2,1,3,0,4,4,3,4,4,3,2,0,2,1,2,3,4,0,3,0,1,3,1,3
28,1,99,0,4,3,3,1,11,1,3,3,2,2,3,4,1,0,2,3,1,1,4,0,4,1,1,2,0,4,2,3,1,0,3,1,4,4,1,0,0,1,4,3,3,1,0,2,2,0,3,0,0,1,2,2,0,4,1,1,0,3,0,3,2,1,0,1,2,1,2,3,4,4,3,3,2,1,4,1
83,0,47,12,8,3,2,2,21,8,1,2,0,2,4,3,2,2,4,0,4,4,4,4,1,3,3,4,4,0,1,1,4,0,4,4,4,4,4,0,1,3,1,2,0,4,0,0,2,4,0,1,0,0,4,3,1,4,3,1,2,4,1,0,3,0,2,4,0,4,3,0,4,4,2,4,2,1,3,4
79,4,24,39,0,0,3,2,23,2,0,0,1,2,0,4,3,1,0,1,2,1,0,3,3,2,1,3,1,1,0,3,4,4,3,1,4,1,1,3,1,0,0,0,1,4,3,4,2,0,0,3,0,1,1,1,1,2,4,1,1,2,4,1,1,4,3,1,4,2,1,0,2,2,2,0,4,4,1,4
68,3,95,8,19,0,1,2,10,7,1,1,3,0,4,3,3,2,3,1,1,1,1,1,1,3,3,4,4,3,3,4,4,3,2,2,3,3,1,4,3,1,3,3,3,3,0,0,2,2,0,4,4,0,0,1,3,4,1,0,4,1,1,2,4,3,0,3,1,2,2,2,4,4,3,1,1,1,1,4
48,3,9,7,7,0,1,3,11,5,3,2,3,4,0,0,2,0,2,3,4,0,1,3,1,3,2,2,0,0,1,0,4,4,1,3,3,1,2,1,1,1,3,0,0,3,1,3,3,2,0,0,0,1,2,0,0,3,0,2,4,0,3,1,2,4,3,0,2,2,4,3,2,3,3,3,4,3,1,0
9,4,95,8,15,4,1,1,23,2,2,3,2,5,1,2,2,0,2,1,2,1,3,2,0,4,0,3,0,0,1,0,1,4,3,1,1,0,0,1,1,0,0,4,2,4,3,1,2,0,2,0,0,2,1,2,0,1,0,0,3,3,2,3,1,2,3,1,1,4,3,0,4,2,3,1,3,4,1,4
59,2,1,20,6,4,0,2,19,3,3,1,2,3,0,4,4,0,4,0,4,1,1,1,1,3,0,1,4,3,3,1,4,2,1,3,4,2,2,4,3,3,0,3,3,1,0,4,4,0,1,2,1,2,0,0,2,1,1,2,2,1,4,1,0,1,0,0,1,1,4,2,3,1,1,4,3,2,1,0
77,3,68,69,0,1,2,0,11,0,3,3,1,5,2,1,4,2,2,0,4,0,3,2,2,0,0,0,1,2,4,0,1,4,0,0,3,4,0,3,1,0,0,0,2,3,2,3,4,1,1,3,0,1,3,0,4,3,3,0,0,2,0,3,4,4,2,4,3,1,2,0,4,2,1,4,4,2,3,1
74,4,20,55,5,4,2,2,10,7,2,0,2,1,2,1,1,2,4,3,1,0,3,2,4,1,4,0,4,0,1,3,3,3,4,4,0,1,2,2,1,3,3,0,2,4,3,2,0,3,4,0,0,3,4,4,0,0,4,0,3,0,3,1,3,3,1,0,3,4,2,0,3,2,4,0,4,1,1,3
29,3,5,36,6,0,0,0,5,3,3,0,4,1,2,1,2,1,3,2,0,0,2,4,0,4,1,4,4,1,0,1,1,1,3,1,0,3,4,3,2,3,3,0,4,4,1,1,0,2,2,3,0,1,0,0,1,2,2,1,2,1,0,4,4,0,1,0,1,1,0,4,1,1,0,1,3,1,3,0
88,0,57,96,6,0,0,1,0,1,1,2,4,4,3,4,3,2,3,1,1,1,1,1,3,2,4,3,2,4,4,1,4,2,4,4,4,4,4,4,4,1,2,0,3,2,1,3,3,2,0,0,3,3,1,3,4,4,0,1,2,3,0,0,0,2,4,0,2,4,3,4,4,4,4,1,0,3,3,0
44,1,3,15,4,3,3,3,19,0,4,0,3,2,2,1,0,2,2,2,0,3,0,0,1,3,0,0,1,2,1,1,4,2,0,2,4,3,3,1,2,0,1,4,4,1,3,1,2,0,0,1,4,0,3,1,0,2,2,1,1,0,0,2,0,1,4,0,1,4,2,2,2,2,2,2,4,1,0,3
12,3,66,94,5,1,0,1,14,6,3,2,1,1,2,1,2,2,4,2,0,1,3,2,3,2,0,0,1,0,1,3,1,0,0,0,3,0,3,0,2,1,1,0,2,3,0,2,2,2,4,3,0,4,4,1,0,2,1,2,2,1,0,1,1,3,2,4,2,2,3,2,0,1,3,2,2,1,1,1
93,1,44,35,19,0,1,0,16,8,0,3,3,4,2,1,0,2,2,3,1,1,0,3,0,4,3,0,2,0,1,1,1,1,4,4,3,4,0,0,1,1,2,1,4,1,4,1,1,0,1,1,0,4,3,0,3,0,1,1,4,0,3,3,2,0,1,0,0,0,4,2,0,3,3,1,1,2,2,0
10,0,99,0,12,1,0,0,1,8,4,3,0,1,4,3,0,4,2,1,2,4,0,1,4,1,1,0,1,2,4,1,1,1,3,1,3,0,3,1,3,3,1,3,3,0,1,1,2,0,0,0,0,0,2,0,3,2,4,1,2,1,2,3,2,3,1,0,4,1,2,2,3,3,0,2,3,2,0,4
29,3,25,66,5,0,1,3,1,9,3,2,0,0,2,1,1,0,2,4,4,0,1,3,0,4,3,2,1,3,3,3,4,4,3,1,3,1,2,4,3,2,1,1,4,1,0,0,3,0,0,3,3,1,2,0,0,3,2,4,4,2,3,3,2,0,4,3,4,4,2,2,3,1,0,1,1,1,1,0
44,2,78,81,12,0,2,3,10,1,1,0,1,0,2,1,2,3,0,2,0,0,3,2,1,4,4,3,2,3,3,0,0,1,2,2,3,0,3,0,0,0,0,0,2,1,2,0,2,1,2,3,0,1,1,1,0,2,2,0,0,1,0,0,4,1,0,3,2,2,0,3,3,0,3,1,1,4,1,2
79,4,1,20,17,0,2,0,21,7,1,0,4,5,1,2,3,1,0,0,4,1,4,3,3,2,0,2,3,4,2,0,3,3,3,1,3,0,3,0,2,0,2,1,4,4,4,2,2,1,0,2,2,0,4,0,1,3,3,1,1,1,0,0,0,3,1,0,0,3,0,2,4,3,3,2,1,3,2,1
51,0,23,29,13,3,3,0,18,7,2,2,1,0,0,4,2,0,2,0,4,1,4,0,2,0,1,3,1,3,3,4,4,3,2,0,3,3,1,4,2,1,1,4,1,4,0,3,3,0,3,3,1,3,2,4,0,3,3,1,0,1,0,3,2,2,0,2,0,2,1,2,0,3,2,2,1,2,1,3
98,3,93,73,3,0,1,3,22,1,2,3,3,4,3,4,3,2,3,3,1,0,0,0,1,2,2,3,2,0,1,3,3,3,3,1,4,0,0,1,1,2,0,4,1,0,0,2,1,0,0,0,0,2,4,2,0,0,4,0,1,2,0,4,4,0,0,1,2,0,1,3,2,3,4,1,2,4,3,1
32,0,46,17,11,1,3,2,3,4,1,3,0,5,0,0,2,4,1,2,0,1,4,0,2,0,0,4,2,4,2,3,0,2,0,0,3,4,0,2,2,0,2,4,1,0,1,0,4,1,4,0,0,4,3,2,4,0,2,3,1,0,3,4,3,1,4,2,1,1,0,0,4,1,4,2,2,2,3,1
69,1,50,79,15,0,2,0,12,4,0,2,0,4,3,4,1,2,4,4,3,1,0,3,3,2,0,3,0,0,1,3,0,2,2,2,3,2,4,2,2,2,3,0,4,1,4,0,1,2,4,2,0,1,4,2,1,0,1,2,0,2,3,0,1,0,0,1,1,2,1,0,3,2,0,2,1,4,1,1
42,0,59,33,17,0,0,2,0,1,3,0,0,4,2,1,4,2,2,3,1,2,0,0,2,0,1,2,0,3,3,2,0,1,3,1,0,4,0,4,2,1,1,1,1,2,1,3,1,0,4,0,0,1,3,0,1,0,0,1,2,2,0,3,0,0,1,1,2,0,2,2,2,1,3,4,1,3,4,0
4,3,89,2,0,4,0,2,2,8,2,3,1,1,4,3,1,0,2,2,0,0,4,1,1,3,2,2,0,4,2,0,2,2,4,4,3,1,2,2,0,0,3,3,3,2,0,2,0,0,0,1,1,1,0,4,2,2,2,2,0,1,1,3,2,0,0,4,0,2,1,1,0,4,4,0,2,3,1,0
77,3,59,33,8,4,2,0,17,6,1,3,3,2,3,4,2,2,4,3,1,4,2,3,2,0,1,0,3,1,0,0,4,0,2,2,1,0,0,0,2,0,2,1,0,3,0,0,0,2,4,4,0,4,0,0,3,0,1,0,3,2,0,1,1,0,0,0,1,3,2,4,0,2,2,4,1,0,0,0
13,1,86,18,2,4,0,2,12,1,0,1,4,2,2,1,2,1,0,2,0,4,4,4,3,2,0,2,3,3,3,1,4,2,4,4,4,1,2,0,3,0,2,2,1,0,3,1,0,2,4,3,0,2,1,0,2,2,2,0,0,2,0,2,0,0,4,1,1,4,2,3,4,2,0,1,4,4,0,1
1,4,56,65,7,0,1,1,1,4,3,0,1,2,2,1,3,0,1,3,1,0,0,0,1,3,1,0,0,0,1,4,3,1,3,1,4,0,0,0,1,2,4,4,1,4,2,0,0,0,0,4,2,1,2,2,3,0,0,4,2,0,3,2,3,0,0,0,1,4,1,2,1,0,4,1,2,4,3,1
66,4,85,38,8,3,3,1,22,6,3,0,1,2,1,2,4,2,2,3,1,0,1,3,1,3,0,3,0,0,1,1,3,4,3,1,3,4,1,3,0,0,0,1,0,4,0,1,2,0,0,2,1,0,3,0,0,4,0,2,1,0,0,1,4,4,3,1,1,0,0,2,3,1,1,0,2,2,4,0
68,3,90,30,7,3,0,3,16,8,0,0,2,0,2,1,4,0,4,2,0,4,1,0,0,4,2,0,4,0,1,0,1,4,3,1,3,3,1,1,1,0,3,2,4,3,1,1,4,2,0,0,2,0,0,2,1,0,1,0,0,1,3,0,0,4,1,0,0,4,4,0,0,2,1,4,3,4,2,3
0,4,57,96,0,3,1,2,16,0,1,1,1,2,2,1,4,2,2,3,1,0,0,0,0,4,1,3,1,3,3,1,2,3,1,3,4,0,0,1,4,1,1,4,1,4,1,1,0,2,0,4,2,0,2,0,4,0,0,0,1,0,0,0,2,3,4,4,2,1,4,0,3,0,3,2,2,4,0,3
68,3,21,97,8,2,0,1,2,8,3,3,3,1,2,1,0,1,2,2,0,1,3,2,2,2,3,2,1,0,1,2,4,4,0,0,3,1,2,0,2,0,1,3,0,3,1,2,1,0,0,0,3,1,2,4,2,2,2,1,0,0,3,1,2,4,3,4,4,2,1,1,0,4,2,1,4,4,1,4
83,0,57,96,19,0,1,2,16,8,1,1,0,3,2,1,3,1,0,2,0,1,0,3,2,0,1,4,4,0,1,4,3,0,1,3,4,2,2,1,2,0,3,1,4,2,0,0,4,0,1,2,4,3,1,4,1,0,2,4,4,0,0,0,0,0,2,4,0,1,2,2,0,0,0,2,3,3,4,4
91,2,13,85,8,0,2,0,13,9,1,3,0,5,1,2,2,4,0,3,1,1,1,3,0,0,3,4,4,0,1,4,1,3,4,4,4,1,1,2,1,3,3,3,0,1,1,3,1,1,1,1,0,1,2,2,0,0,1,0,3,3,2,1,4,3,1,3,3,4,3,4,2,4,0,0,4,4,3,1
93,1,75,31,6,2,3,1,0,9,1,2,0,2,0,4,2,2,4,4,3,1,0,3,4,1,0,4,2,4,2,1,2,3,4,4,4,2,2,0,0,0,1,0,0,1,4,2,2,3,4,0,1,0,2,0,3,1,1,1,0,1,4,1,1,0,4,0,1,4,2,3,3,0,0,2,4,1,4,0
26,4,87,42,7,0,1,3,19,0,2,2,0,1,1,2,4,0,4,3,1,1,0,3,3,2,1,2,0,4,2,3,3,3,3,1,4,2,2,0,2,0,4,1,4,4,3,2,1,2,2,2,3,4,1,3,0,0,0,0,4,0,2,1,1,0,0,4,4,1,0,3,1,3,0,4,3,3,2,0
44,1,46,17,12,1,0,1,2,8,1,1,2,4,0,3,3,0,1,2,0,0,4,4,0,4,2,3,2,3,3,3,1,0,2,2,4,2,0,4,4,2,2,2,0,1,4,3,3,0,0,3,0,4,3,1,4,2,2,1,0,0,2,0,3,3,2,0,4,2,2,0,3,0,0,0,3,0,0,4
34,4,51,75,19,1,0,1,8,5,0,2,4,0,3,4,2,2,4,1,2,0,4,1,1,4,1,4,4,1,0,3,2,1,1,3,3,4,1,2,0,3,3,3,0,1,3,0,3,0,2,2,0,0,1,0,0,1,4,1,0,1,4,0,0,2,0,2,0,1,2,4,0,0,2,0,2,3,4,4
72,3,55,58,8,0,2,1,2,0,3,3,2,2,0,0,2,3,0,2,0,1,1,1,3,2,4,2,3,4,2,3,1,0,3,1,4,2,2,4,2,0,2,0,3,3,3,1,0,2,4,0,0,4,0,0,2,0,1,2,0,4,2,1,4,0,2,4,1,1,4,2,0,4,1,4,4,2,4,4
82,4,48,67,6,1,3,2,23,2,2,3,3,4,3,4,1,1,1,4,3,0,1,3,4,1,4,2,3,3,3,3,1,0,4,4,3,4,0,4,3,0,2,2,4,4,3,1,2,0,4,1,0,3,1,0,0,1,1,2,1,3,4,2,1,0,2,3,3,4,0,3,4,0,4,3,3,4,1,0
26,4,49,28,17,1,0,2,23,2,3,3,1,5,1,2,3,1,0,3,1,1,0,3,4,1,0,3,0,1,0,0,1,4,1,3,3,1,2,3,1,0,0,1,0,4,3,0,2,0,4,4,1,2,0,4,2,4,2,1,0,0,0,1,0,0,3,0,3,4,2,0,4,2,0,3,3,1,1,3
88,4,75,31,8,4,2,1,10,8,4,0,1,3,2,1,0,3,4,1,2,0,0,0,3,2,0,2,3,0,1,4,1,0,3,1,3,1,1,3,0,4,2,3,1,4,3,0,2,0,0,0,3,0,2,0,0,1,0,1,3,2,3,1,1,0,0,4,4,0,1,2,2,1,2,0,1,4,4,1
12,3,26,80,8,0,2,1,12,4,2,0,2,1,2,1,4,2,2,3,1,0,0,0,1,3,4,1,0,0,1,4,1,0,2,2,2,1,1,4,0,0,3,1,4,2,0,2,0,3,3,4,4,0,4,0,3,0,1,0,4,2,0,3,2,1,2,2,1,0,2,0,0,1,0,2,1,2,1,4
50,4,25,66,3,0,1,2,0,1,2,1,4,1,2,1,1,0,2,3,1,1,0,4,3,2,0,2,3,3,3,2,1,2,0,0,4,1,1,4,4,4,2,0,1,4,2,0,0,2,0,0,0,2,0,2,3,4,0,4,2,2,0,3,2,0,0,0,2,1,2,3,4,3,3,2,2,0,1,4
89,3,2,87,17,3,2,2,7,6,3,3,0,1,4,3,1,0,2,1,2,1,1,2,0,4,3,2,1,2,4,2,0,1,2,2,3,0,3,2,2,1,1,4,2,1,2,0,2,0,2,3,0,1,4,1,3,1,1,1,3,0,1,2,1,2,1,1,1,0,1,0,4,1,4,3,4,2,2,0
39,3,50,79,3,0,0,1,19,3,3,1,3,1,2,1,2,1,3,4,3,1,3,2,3,2,3,4,4,4,2,0,4,0,0,0,4,2,2,2,0,3,1,4,4,3,0,2,2,2,1,3,0,0,4,0,0,0,0,1,0,2,3,0,4,1,0,0,0,0,4,0,3,0,1,1,1,1,1,4
65,2,46,17,7,2,2,2,23,2,3,0,3,0,0,0,2,1,3,3,1,1,2,4,1,3,0,2,3,0,1,3,1,1,3,1,3,2,4,3,0,0,0,2,3,0,0,2,1,0,3,0,0,0,0,3,1,4,0,0,3,4,3,0,4,2,1,1,3,2,2,2,2,2,1,1,2,3,4,0
82,4,4,21,11,1,3,0,14,5,4,0,0,1,0,0,0,1,0,2,0,0,2,4,1,3,2,4,3,3,2,1,1,0,2,2,3,0,3,0,0,4,2,2,0,4,3,2,0,4,3,4,4,4,0,2,3,2,1,2,0,4,4,0,4,3,0,1,0,1,0,0,0,2,2,2,3,0,1,3
58,3,21,97,15,0,2,0,14,5,3,2,1,1,2,1,0,3,4,0,4,4,3,2,1,3,1,0,3,3,3,1,0,0,2,2,3,0,0,4,3,0,3,0,0,4,2,0,0,4,3,2,0,4,1,2,0,3,3,0,1,2,3,1,1,1,0,1,0,4,3,0,3,3,0,3,3,3,0,4
43,4,56,65,5,0,1,0,13,9,2,3,2,5,2,1,1,2,4,3,1,2,0,0,4,1,4,3,2,0,1,0,0,1,1,3,2,2,4,1,0,1,2,0,2,4,3,1,3,3,4,0,1,1,0,0,2,4,0,4,4,2,3,1,2,2,0,3,3,2,2,0,4,4,2,2,3,2,0,4
24,4,50,79,15,2,0,1,1,4,3,2,1,1,1,2,2,1,3,3,1,0,2,4,0,4,4,2,3,1,0,4,4,3,2,2,3,0,3,3,1,4,0,0,0,1,0,2,0,0,2,4,4,4,4,3,3,4,0,1,4,3,3,0,0,0,1,0,1,2,1,0,3,3,2,2,2,2,0,3
24,0,16,83,6,0,0,3,8,7,3,3,1,5,2,1,2,0,2,1,2,0,4,1,3,2,1,2,0,3,3,3,0,2,4,4,4,0,0,1,3,1,0,3,1,4,1,1,1,0,3,0,1,2,1,2,0,0,4,1,0,2,0,1,1,0,0,2,2,4,1,0,2,2,0,3,1,2,2,4
41,3,48,2,15,4,1,0,8,4,3,0,1,2,2,1,0,0,3,1,2,4,4,4,4,1,4,0,4,0,3,4,3,1,1,3,4,4,4,0,3,1,0,0,1,3,0,0,2,3,4,2,2,1,2,3,1,2,3,0,1,2,4,0,4,2,0,2,1,4,1,0,1,3,0,4,4,0,3,0
82,4,63,25,17,0,2,2,13,9,2,3,0,0,0,0,4,4,1,4,3,0,0,0,2,0,4,3,2,0,1,3,1,1,1,3,4,0,0,0,1,0,2,4,4,4,3,1,3,0,3,4,2,0,4,2,0,0,1,2,3,4,1,0,0,0,0,3,2,1,2,3,4,2,2,3,3,2,2,4
10,0,23,29,13,0,0,1,7,9,4,2,2,0,1,2,2,2,4,4,3,0,4,1,2,0,1,2,0,2,4,0,2,2,1,3,1,0,0,2,4,1,0,0,3,1,0,4,4,0,3,4,0,0,1,0,0,1,0,1,1,3,2,1,1,0,4,3,1,3,1,0,3,4,1,1,4,2,4,1
62,1,0,0,19,0,1,0,19,3,3,0,2,3,2,1,0,0,3,3,1,0,4,1,0,4,1,2,0,1,0,0,1,4,4,4,2,3,0,2,3,0,4,0,0,1,4,4,4,2,2,0,1,2,1,0,4,0,1,4,4,0,3,4,4,4,3,1,0,2,4,3,1,0,3,2,4,4,4,4
33,2,27,1,16,4,3,1,6,3,2,3,1,1,4,3,2,2,0,3,1,0,4,1,3,2,1,0,3,3,3,4,1,0,0,0,3,1,2,0,4,0,0,3,3,3,0,2,2,0,0,3,1,1,1,0,0,0,0,1,0,0,1,1,4,4,0,1,0,2,4,0,0,4,1,1,4,1,4,3
51,1,69,86,19,2,1,2,11,0,3,0,1,2,0,4,0,0,0,2,0,2,2,1,4,1,2,2,3,3,0,1,4,2,4,4,2,2,4,0,1,4,2,3,3,0,4,2,2,3,4,1,1,0,2,3,0,2,3,0,0,1,4,0,0,1,3,0,4,0,3,2,2,4,1,0,3,4,2,4
68,3,86,18,8,2,0,2,17,5,3,0,0,4,1,2,0,3,4,0,4,1,0,3,4,1,0,0,1,2,4,3,3,3,4,4,3,0,3,1,4,0,1,0,0,3,0,4,2,0,0,0,1,1,4,1,3,1,0,1,2,3,2,1,1,0,1,0,4,2,4,2,0,2,2,4,4,4,3,3
98,3,86,18,10,0,1,2,23,2,2,1,4,1,0,0,4,1,0,0,4,1,1,1,1,3,0,0,1,4,2,1,3,4,1,3,4,2,2,0,0,1,1,0,3,2,0,4,0,4,4,4,2,2,1,4,2,3,3,4,0,4,1,1,0,2,3,1,4,1,4,2,0,2,4,0,4,2,3,1
11,4,87,42,1,3,2,0,18,7,3,0,2,3,1,1,2,3,0,3,1,0,2,4,4,1,1,4,3,1,0,4,1,0,0,0,0,2,1,0,1,4,2,2,1,4,3,0,4,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,3,4,2,0,2,0,3,4,4,4,0,4,1
73,2,66,0,0,3,1,1,3,1,1,3,2,5,2,1,4,2,1,3,1,3,3,4,0,4,4,4,1,0,1,0,4,0,0,0,2,3,0,0,1,0,0,0,0,1,0,4,4,0,0,4,0,1,4,0,0,4,1,4,4,1,3,0,3,1,0,3,2,1,4,2,0,3,3,2,1,2,3,1
18,0,64,70,0,1,2,3,6,0,3,0,4,1,1,2,4,1,0,0,4,3,1,3,1,3,4,3,2,3,3,4,3,1,1,3,4,4,4,1,0,2,2,0,4,2,0,0,0,4,3,4,4,2,2,3,0,3,3,1,1,0,0,1,1,2,0,0,1,0,2,2,4,2,4,0,4,2,2,2
81,0,16,83,3,3,2,0,19,3,3,3,1,5,3,4,0,0,3,1,2,1,0,3,4,1,1,1,2,0,1,0,4,0,4,4,4,1,1,0,1,2,0,0,4,2,2,3,1,3,4,1,1,1,2,0,1,1,3,1,0,1,2,4,4,1,0,1,3,1,1,2,1,2,2,2,0,3,2,0
41,3,36,1,9,4,0,1,5,2,3,2,1,1,2,1,4,4,1,2,0,0,3,2,3,2,0,4,2,4,2,1,4,2,4,4,3,1,4,0,2,2,0,0,0,1,1,0,0,0,2,1,0,2,3,3,2,2,2,1,3,2,0,3,2,3,0,3,3,4,0,3,0,4,0,0,1,1,4,1
98,3,59,33,1,4,0,2,2,8,3,0,4,1,0,4,1,2,4,0,4,1,4,0,0,4,2,0,4,0,0,3,0,2,4,4,3,0,3,3,0,3,0,4,4,1,0,0,0,0,0,1,1,4,3,1,0,3,3,4,0,1,4,0,0,1,3,0,4,4,2,0,0,3,2,1,3,4,1,0
51,0,18,93,13,0,0,0,19,3,0,0,2,0,2,0,2,2,4,0,4,4,3,2,1,3,1,2,0,2,4,0,3,3,4,4,3,1,2,2,4,2,4,4,0,2,1,0,2,0,0,1,1,1,1,4,0,3,3,1,2,0,4,0,1,2,1,1,2,2,2,3,4,4,3,0,1,1,0,3
48,3,75,31,13,2,1,2,19,3,3,3,2,2,1,2,1,4,3,3,1,1,4,0,1,4,0,3,0,0,1,4,1,0,4,4,4,1,1,4,0,0,4,4,2,3,1,0,0,2,1,2,1,0,4,0,0,4,0,4,1,0,2,0,4,0,0,0,0,2,0,0,4,1,1,0,2,3,3,1
10,0,56,65,3,2,3,0,23,6,3,3,0,1,2,1,3,1,0,4,3,0,4,1,4,1,2,2,0,4,2,3,1,0,3,1,4,0,2,2,2,0,0,3,3,0,1,0,0,0,3,3,3,2,1,0,2,1,1,2,1,4,3,0,0,1,0,1,1,1,4,0,0,3,2,2,2,1,2,2
75,0,26,80,14,3,0,1,19,3,3,0,3,0,4,3,4,2,2,3,1,4,0,1,3,2,2,2,0,4,2,1,3,4,3,1,3,1,2,0,2,1,0,0,2,0,1,4,3,2,0,0,3,3,1,0,1,0,0,1,0,1,1,3,1,2,4,1,0,2,0,2,2,2,3,4,3,2,3,1
85,2,81,0,17,4,3,2,9,0,2,2,1,0,0,0,1,2,4,3,1,1,4,0,4,1,2,2,0,0,1,4,1,0,1,3,3,1,2,3,1,2,4,3,4,0,2,4,3,0,1,4,0,1,4,0,2,0,3,1,0,0,1,1,0,0,2,4,1,2,4,1,0,1,0,4,3,2,1,4
97,2,8,91,11,4,1,0,12,4,1,0,1,0,3,4,2,3,0,0,4,0,0,0,3,2,4,1,0,3,3,3,0,2,1,3,4,4,4,0,3,1,4,0,1,1,0,0,0,0,2,4,2,2,3,2,1,0,0,0,4,1,4,0,4,1,4,0,1,4,4,2,0,0,2,2,3,0,4,3
