column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60,column61,column62,column63,column64,column65,column66,column67,column68,column69,column70
99,4,31,58,0,0,0,0,9,2,1,1,1,3,1,4,1,1,0,1,0,3,0,1,1,2,1,0,1,3,2,1,0,4,0,1,4,1,2,2,4,2,2,2,0,4,0,4,3,0,2,3,1,4,4,3,2,1,0,0,0,2,1,3,1,0,2,3,2,0
98,1,77,99,7,2,1,1,16,1,0,3,1,5,3,3,1,3,2,0,2,2,4,3,1,2,3,3,4,0,0,3,0,3,2,2,1,0,2,1,0,2,3,3,3,0,1,2,0,0,2,1,2,3,2,2,3,4,0,2,0,0,4,2,0,0,1,3,3,0
67,4,6,18,5,3,0,3,11,0,0,1,0,0,3,3,1,1,0,0,2,3,1,4,2,0,1,3,2,2,1,4,4,3,3,0,2,0,0,4,0,2,0,4,0,1,0,4,3,0,0,0,2,0,0,2,3,2,0,3,2,2,2,4,1,0,4,3,2,4
44,1,97,97,0,2,2,2,8,8,0,2,0,2,1,4,3,3,1,0,2,3,2,3,4,1,3,3,4,0,0,2,1,4,4,3,2,0,4,3,3,3,2,0,4,3,0,0,0,1,1,2,1,1,4,3,3,1,1,3,1,2,1,2,3,3,3,3,1,2
61,3,45,2,16,1,2,2,11,4,0,0,1,2,1,4,2,1,1,2,4,2,4,4,1,2,0,4,0,3,2,1,2,0,1,0,3,0,1,3,3,1,0,2,0,1,1,0,1,1,1,1,0,2,0,0,3,0,1,4,2,1,4,2,0,4,3,3,0,2
62,1,5,61,4,0,1,1,1,5,2,0,4,1,3,3,0,3,3,0,2,4,0,3,2,4,3,3,4,0,0,2,1,4,3,3,1,2,1,1,4,0,0,4,4,0,3,0,0,4,1,2,1,3,1,0,3,2,1,2,2,4,4,3,0,1,0,3,0,0
9,1,16,60,7,0,0,1,20,4,2,2,0,1,2,2,3,3,1,3,3,2,1,1,2,0,1,2,0,1,4,0,1,3,1,3,1,4,0,4,2,0,0,0,3,0,0,3,3,4,2,3,4,0,2,4,0,4,0,0,1,2,4,3,1,4,3,4,0,4
84,4,53,0,6,4,1,1,10,8,0,2,0,2,1,1,0,2,1,3,3,2,4,4,1,2,2,0,1,3,2,1,2,0,4,2,3,3,2,2,4,2,1,2,0,1,3,4,1,1,1,0,0,0,4,2,0,4,1,1,4,2,0,0,3,0,4,3,2,4
97,3,16,60,17,1,2,2,10,0,1,1,4,1,2,2,1,3,2,1,0,4,3,0,4,3,2,1,4,3,2,3,2,2,1,1,0,2,1,4,4,1,4,1,4,1,2,0,0,0,1,0,0,0,1,3,2,2,0,3,1,0,2,3,2,1,0,3,0,2
10,0,44,34,3,3,3,1,1,5,0,2,0,2,3,3,0,2,1,2,4,2,0,0,2,0,4,3,1,4,3,1,1,1,1,1,3,1,0,1,0,4,3,4,4,1,4,3,0,1,1,4,1,1,0,2,0,3,1,2,0,2,2,3,1,4,4,1,2,1
30,3,16,60,9,2,0,0,11,8,2,1,0,0,2,2,3,1,3,0,2,3,3,1,1,2,2,4,2,0,0,3,0,3,1,3,2,0,2,2,4,0,0,0,4,1,3,2,2,0,1,0,0,1,1,0,3,2,0,1,0,2,1,4,3,3,2,3,0,4
29,2,40,85,11,2,0,2,17,4,4,3,2,2,4,1,0,3,3,0,2,4,0,0,0,1,3,2,2,3,2,1,0,4,0,3,0,1,1,0,4,0,0,1,0,2,1,0,2,0,0,1,0,1,0,1,3,2,2,2,4,4,2,0,1,0,1,1,2,2
67,4,40,85,2,4,1,0,11,8,0,3,0,0,3,3,2,4,0,0,2,3,3,1,3,4,3,3,4,3,2,4,1,1,0,3,0,3,1,0,0,0,3,3,0,1,2,0,3,3,0,1,2,1,4,3,3,1,1,1,1,1,1,0,2,2,4,2,3,1
64,1,26,56,15,0,0,1,5,2,0,0,1,2,4,1,0,3,3,2,4,4,0,3,2,0,2,2,0,3,2,3,2,2,4,3,0,1,1,1,0,4,1,1,4,3,2,0,1,4,0,3,4,1,0,4,0,3,0,1,1,0,1,4,0,0,3,1,4,4
33,2,32,90,10,1,2,0,24,1,0,0,1,2,3,3,3,0,4,4,1,4,0,3,3,3,2,3,0,0,0,2,1,4,0,0,0,1,1,1,1,3,3,4,0,2,0,1,2,3,2,2,1,1,2,4,2,2,4,2,3,3,1,2,0,3,3,3,0,4
83,1,13,89,1,3,0,2,11,4,0,1,2,0,4,1,0,1,0,0,2,4,0,0,2,0,2,2,3,1,4,0,1,3,0,4,0,0,3,1,4,2,1,1,1,3,2,2,3,2,1,0,4,3,0,0,0,0,2,3,2,1,3,2,1,4,4,3,3,0
22,1,40,85,14,0,1,3,6,0,0,1,1,3,2,2,4,0,2,2,4,3,1,4,2,0,3,3,4,1,1,3,2,2,1,0,2,3,3,4,2,2,4,0,4,3,2,1,4,0,4,1,2,0,1,0,4,1,0,4,2,0,0,3,2,3,4,1,2,4
91,1,67,67,3,4,0,0,23,4,4,0,0,3,3,3,1,3,2,3,3,0,0,1,3,4,3,4,1,3,2,3,1,1,0,0,4,3,1,0,4,0,3,4,0,3,4,3,0,1,0,0,4,3,0,2,1,0,0,1,4,0,4,1,3,1,4,2,1,2
57,0,10,88,2,3,0,0,13,7,0,3,0,0,3,2,3,2,2,3,0,0,0,0,2,0,2,3,0,0,2,1,0,4,1,3,0,0,3,0,4,4,0,1,4,0,0,2,4,0,0,1,0,0,2,4,0,3,0,2,1,3,1,4,0,1,4,1,0,4
28,3,3,31,18,2,0,1,10,8,2,3,4,0,4,1,0,1,2,0,2,3,4,2,3,4,2,4,2,3,2,0,3,4,0,0,2,0,1,1,0,3,1,1,4,1,3,2,0,2,2,3,2,2,1,1,0,2,2,1,1,2,4,2,2,3,3,3,0,4
86,3,70,5,6,2,3,0,11,8,1,1,2,4,3,3,2,3,4,4,2,2,2,2,3,0,4,4,2,0,0,1,3,2,0,0,4,1,3,1,4,0,3,4,4,3,2,0,0,3,0,2,2,2,1,2,0,2,0,1,2,3,4,4,3,4,4,1,2,4
52,1,27,92,1,4,3,0,10,1,0,3,1,5,1,2,4,1,4,1,0,3,1,4,1,2,4,3,3,3,2,1,1,1,1,2,1,2,2,2,0,1,4,0,4,0,0,3,2,3,0,0,0,3,0,0,0,0,0,2,2,1,0,3,1,1,4,3,1,3
61,2,39,71,16,1,2,2,16,5,0,0,0,4,4,1,1,2,0,0,2,2,1,1,3,4,3,3,4,4,0,4,0,4,0,1,4,1,4,0,3,3,1,1,2,2,3,0,3,0,1,0,1,1,1,0,3,2,4,4,1,0,0,4,0,0,0,1,1,4
51,2,77,1,4,3,0,0,14,6,0,2,1,4,4,1,3,1,3,0,2,3,0,0,2,0,3,3,4,0,0,1,2,0,0,4,4,1,1,1,0,2,1,1,2,0,1,0,0,4,2,1,0,1,1,0,0,2,2,4,2,2,1,3,4,0,1,1,0,4
83,1,70,5,7,0,0,1,1,5,1,0,2,1,1,4,4,3,0,2,4,3,0,1,4,3,1,0,1,0,0,3,2,2,1,1,3,2,0,4,0,2,2,2,1,0,2,3,4,2,1,2,0,1,4,3,3,0,1,2,1,0,2,4,2,1,0,2,1,3
90,0,76,54,1,3,0,2,22,1,0,1,1,3,2,2,0,2,1,1,0,3,4,2,4,3,2,1,4,2,1,0,1,3,0,0,1,4,0,2,0,3,4,0,0,4,3,1,0,4,3,1,0,1,1,4,2,0,0,4,2,2,4,1,2,1,0,3,1,4
22,1,41,40,3,0,2,3,6,9,2,1,0,4,4,1,2,4,0,2,4,3,2,1,1,2,1,4,3,3,2,3,1,4,1,1,4,1,2,2,3,1,0,1,4,3,0,0,1,0,1,1,3,0,0,0,3,4,3,3,3,3,1,3,3,0,3,1,1,2
25,0,83,8,5,2,1,1,3,3,2,3,3,4,1,4,3,1,3,1,0,2,0,0,2,0,1,3,2,3,2,1,0,4,0,0,3,0,0,4,2,1,2,2,4,0,3,3,0,4,0,0,0,1,0,1,2,0,1,1,1,2,4,1,2,1,4,0,4,2
96,2,88,28,11,2,0,1,11,5,3,0,3,4,4,1,4,3,0,4,1,4,4,2,3,4,1,0,1,1,0,0,2,0,0,0,4,1,1,0,4,0,0,1,2,3,1,1,3,0,1,0,1,2,0,2,1,3,4,2,3,2,2,2,2,1,1,3,2,4
6,0,0,7,10,1,2,2,3,0,3,3,0,2,4,1,1,1,0,1,0,3,0,0,4,3,2,2,3,1,0,2,4,1,1,4,0,1,1,2,0,0,1,1,3,0,4,3,3,0,1,2,3,3,1,3,2,1,0,3,1,0,4,4,0,2,0,1,1,2
4,1,75,81,11,4,1,1,14,3,0,1,0,0,3,3,4,3,0,0,2,0,2,4,0,1,1,3,2,1,0,3,1,4,1,0,2,0,3,3,0,0,0,4,1,0,0,1,0,2,3,3,3,1,1,1,3,1,2,1,1,2,1,1,2,4,2,0,2,2
7,2,40,85,12,4,2,0,17,4,4,0,1,1,4,1,0,3,3,4,1,2,0,0,3,4,2,3,0,4,3,0,1,3,0,4,1,1,4,0,1,1,0,1,1,1,3,1,0,4,0,1,0,1,0,4,4,1,2,1,0,2,1,1,0,0,4,2,0,1
2,3,38,98,15,0,3,2,6,6,3,0,4,5,0,0,4,3,0,0,2,3,4,2,4,3,2,1,4,3,2,1,0,4,3,1,1,2,0,1,1,0,1,1,1,0,3,0,3,0,1,1,0,0,4,3,0,2,2,2,2,0,1,3,1,0,3,1,2,1
54,4,74,47,18,4,1,0,16,0,3,0,0,2,2,2,4,2,1,0,2,4,2,2,2,0,2,3,0,0,0,1,1,1,4,0,3,0,1,4,0,2,4,1,1,1,4,3,1,4,1,2,2,1,2,0,0,1,0,3,3,0,4,0,4,4,0,3,1,2
44,1,32,90,19,3,1,3,20,7,0,3,0,0,4,4,4,1,1,0,2,3,2,3,2,0,2,4,2,4,3,2,4,1,4,3,0,3,0,4,0,2,2,2,1,3,0,0,1,4,4,4,4,3,0,1,0,4,2,2,2,2,3,2,0,4,3,0,3,4
32,4,75,81,2,0,1,1,0,2,4,3,1,5,2,2,2,2,2,0,2,2,4,4,1,2,3,3,4,1,0,3,3,1,1,3,0,1,2,4,2,2,4,1,1,4,3,3,0,2,1,2,0,0,1,2,0,2,0,3,3,3,0,3,4,0,1,1,2,1
34,0,68,32,4,0,1,1,24,6,2,1,4,5,2,2,3,0,4,4,1,4,3,4,3,4,4,1,0,3,2,3,0,3,1,0,0,2,1,1,0,0,0,0,3,1,3,1,2,1,0,0,4,4,2,4,1,0,4,4,0,1,2,4,3,0,4,2,0,2
62,2,9,73,3,4,0,2,8,8,4,1,0,0,4,1,1,3,2,3,3,4,4,1,2,0,3,1,3,3,2,3,4,0,1,1,0,0,0,4,4,1,1,1,2,2,2,4,0,2,1,1,1,0,1,3,1,4,1,1,2,1,0,2,0,4,3,2,2,4
61,3,16,60,0,2,2,2,8,8,0,0,0,4,1,4,3,2,2,3,3,4,0,3,3,1,0,0,4,3,2,3,1,4,1,3,2,0,1,4,3,0,0,2,4,4,3,0,0,2,0,0,1,0,1,1,0,0,1,4,0,2,2,1,1,3,1,2,0,4
8,4,48,24,1,3,0,3,12,8,2,0,1,4,1,2,0,3,3,1,0,4,1,0,2,0,2,2,3,0,0,0,3,4,1,4,4,0,1,4,4,0,0,1,0,0,0,3,0,0,1,0,1,4,0,3,0,0,1,0,3,2,0,2,1,3,2,3,0,1
4,1,54,87,0,1,1,2,13,3,4,1,1,0,2,2,1,2,3,0,2,2,1,0,2,0,1,1,4,0,0,2,4,4,0,4,3,3,0,4,0,2,0,1,0,0,3,1,1,4,1,0,2,3,2,2,3,1,0,4,0,3,1,3,0,4,4,0,3,1
41,0,76,54,7,4,0,0,0,9,4,0,2,5,4,1,1,3,2,3,3,4,1,0,2,0,4,4,2,3,2,3,2,2,1,0,0,2,3,1,4,0,2,3,3,1,2,1,0,2,0,1,0,0,0,4,1,1,2,3,2,0,2,2,2,3,1,3,1,2
49,2,78,3,9,1,3,3,13,0,1,3,3,5,4,1,0,1,2,0,2,3,4,2,3,0,1,4,3,3,0,0,3,4,0,0,0,4,3,4,0,3,1,1,2,2,3,1,0,2,4,0,4,4,4,0,3,2,4,3,4,2,0,1,1,4,2,1,3,4
3,0,33,43,2,4,1,1,23,8,2,3,4,0,3,3,1,1,0,3,3,0,0,1,1,2,4,3,3,4,3,2,3,3,0,3,0,0,2,4,2,2,3,0,2,1,0,2,3,0,4,3,0,4,4,3,0,0,1,1,0,2,0,0,0,0,1,1,4,4
59,1,85,51,18,0,3,2,18,1,2,3,3,4,4,1,1,2,3,4,1,2,1,1,3,4,2,3,0,4,4,0,2,0,0,1,4,0,2,0,0,4,1,1,4,0,2,4,3,1,3,3,0,1,2,1,4,2,0,2,1,2,1,1,2,2,0,0,0,2
21,4,69,27,18,1,3,3,20,7,0,3,3,1,0,0,1,3,2,2,4,1,2,3,1,2,1,4,3,2,1,3,3,1,2,0,1,1,2,2,1,0,1,0,0,1,4,3,0,1,3,1,0,2,0,3,0,0,0,0,1,2,4,1,1,3,4,2,1,3
88,4,16,1,1,0,0,0,10,1,1,0,2,2,3,0,3,0,4,2,4,1,4,1,2,0,3,2,1,0,0,0,0,2,0,1,1,0,2,1,2,1,1,0,1,4,2,4,0,2,1,0,1,1,3,2,4,0,0,1,1,2,4,3,0,3,0,3,1,0
17,0,32,90,0,4,2,1,14,1,4,1,3,2,4,1,1,0,1,2,4,0,3,0,2,0,1,4,3,3,2,1,2,0,0,3,3,1,3,1,3,3,2,1,0,1,1,4,1,2,2,0,1,3,4,0,0,0,4,2,0,2,2,0,0,4,4,1,1,1
16,1,44,34,3,2,0,2,3,0,4,1,0,1,3,3,0,1,0,4,1,3,0,0,0,1,1,2,0,1,4,1,2,0,0,3,0,2,4,3,4,2,4,3,1,0,1,4,4,1,0,3,0,0,2,0,1,1,0,3,0,2,3,1,1,3,4,0,4,0
65,2,93,95,7,1,2,0,18,2,0,2,3,3,0,0,2,2,2,0,2,2,0,1,2,0,1,2,1,3,2,4,2,2,0,3,2,3,3,4,3,3,1,3,2,0,1,1,4,2,1,1,1,0,3,2,3,1,0,0,0,1,4,0,2,1,1,1,2,4
55,2,18,49,18,4,1,1,5,2,4,2,0,3,4,1,1,3,2,3,3,3,0,0,1,2,1,4,3,4,3,2,3,3,0,4,1,4,2,0,4,0,0,1,1,3,3,2,0,2,4,0,4,0,1,0,0,4,3,3,2,1,0,1,1,4,3,2,4,4
96,2,39,71,11,0,3,1,24,6,4,1,0,1,1,4,3,3,1,4,1,3,2,3,2,0,1,4,3,0,0,2,1,4,2,0,1,1,3,4,1,4,2,0,1,0,3,1,0,1,1,2,0,4,0,1,1,3,0,3,0,2,2,0,3,0,2,0,3,4
93,3,56,29,0,4,1,1,17,3,0,3,1,5,4,1,1,2,3,3,3,3,2,3,3,4,3,0,0,0,0,1,2,0,1,3,0,0,1,0,0,1,0,4,4,3,1,0,2,4,1,0,0,0,0,4,1,4,1,3,1,2,3,1,0,4,1,3,3,2
31,1,68,0,14,2,0,1,9,7,2,2,2,2,0,0,3,2,2,0,2,1,0,2,2,0,4,0,0,0,0,3,3,1,0,1,0,1,0,4,4,3,2,3,4,0,0,0,4,2,1,3,2,4,2,4,3,2,0,0,1,4,2,1,2,2,2,3,0,0
68,3,52,59,18,2,0,2,16,5,4,1,3,2,0,0,2,4,0,4,1,2,1,0,2,0,3,4,2,0,0,3,4,0,0,4,0,0,3,4,0,0,0,0,4,1,1,0,4,0,1,0,2,0,1,2,4,3,1,4,1,2,1,4,1,3,3,3,0,0
85,1,76,54,14,0,3,0,14,1,0,0,0,4,1,4,3,3,1,4,1,0,4,2,2,0,2,3,0,1,4,1,3,2,3,1,0,0,3,1,4,4,3,2,1,0,4,0,0,0,1,3,3,0,2,0,1,3,4,2,3,2,1,4,2,3,0,3,3,0
7,2,46,52,18,1,1,1,17,7,0,2,1,4,2,2,3,4,0,4,1,3,4,2,3,4,4,3,3,0,0,2,2,0,3,1,4,0,1,1,0,2,0,1,0,2,2,4,0,2,4,2,4,0,0,0,4,1,1,0,1,3,1,4,0,1,0,0,3,2
50,1,6,18,1,0,0,1,15,9,4,1,0,1,4,1,3,0,4,3,4,2,3,3,0,1,4,1,4,0,0,4,0,4,2,1,0,1,4,3,0,0,1,0,1,0,3,1,0,0,2,0,1,4,2,3,4,3,2,0,3,4,2,3,0,0,0,2,1,1
89,0,70,5,7,2,1,1,6,0,4,3,3,1,2,2,0,2,1,0,2,4,4,1,2,0,3,2,0,1,4,3,3,1,0,1,2,2,3,1,0,2,4,2,3,0,4,1,0,4,3,3,0,1,0,4,3,2,0,0,1,0,2,3,3,3,3,3,1,3
92,1,71,55,0,0,2,0,8,5,0,3,0,0,1,4,1,1,2,2,0,2,4,4,3,4,2,3,0,3,2,0,0,3,3,3,0,4,1,0,3,2,0,2,1,3,0,2,4,0,0,0,2,2,0,0,0,1,1,1,0,3,0,2,3,4,4,3,2,1
2,3,56,29,2,0,1,3,22,8,0,3,1,5,3,3,1,4,4,3,3,4,0,3,1,2,1,4,3,0,2,0,2,0,4,3,1,0,0,3,2,2,0,3,4,4,4,4,0,2,1,1,0,1,4,3,1,4,2,1,0,2,4,4,2,0,2,1,3,3
28,3,16,60,10,1,2,1,14,3,2,3,0,3,3,3,4,3,0,0,2,0,3,3,2,0,2,2,3,3,1,0,2,0,3,3,1,4,1,1,0,3,0,4,4,3,1,1,3,0,3,0,4,1,4,3,3,1,0,3,2,2,0,1,0,3,2,3,0,4
29,2,46,52,14,4,2,1,5,0,4,1,2,3,3,3,1,3,2,1,0,1,4,1,0,1,3,4,1,4,3,1,2,0,0,0,1,4,4,4,1,0,3,3,2,0,4,1,0,4,3,4,4,4,3,3,0,0,4,3,1,2,0,1,2,1,0,3,4,4
40,3,82,22,4,3,0,0,11,8,4,1,3,2,3,3,1,0,1,1,0,2,3,3,2,0,1,4,3,3,2,1,0,4,0,0,0,1,3,1,4,2,3,4,0,3,2,0,1,1,2,1,2,3,4,3,2,1,1,4,1,1,4,3,2,3,2,4,4,2
8,1,15,80,11,4,1,0,20,1,2,0,1,4,0,0,1,0,0,4,2,0,3,3,3,4,1,3,2,2,1,4,0,4,4,3,4,1,2,1,4,0,0,0,1,0,3,3,0,0,3,1,0,2,0,0,0,1,0,1,3,2,3,4,4,2,4,2,1,2
26,1,48,24,4,0,1,0,22,8,0,3,3,1,2,2,1,3,2,3,3,3,3,1,3,4,2,1,4,0,0,3,1,1,1,1,1,1,1,0,2,0,0,3,4,0,4,0,0,1,0,2,2,2,1,0,0,4,1,0,1,0,2,2,3,0,3,3,2,3
43,4,4,50,0,0,0,0,16,0,2,1,1,5,4,1,0,2,1,3,3,0,3,3,2,0,1,2,0,4,0,2,2,0,2,0,1,2,0,1,0,3,0,1,0,4,2,4,1,1,1,1,1,0,2,0,0,4,0,0,1,2,2,1,0,3,0,0,4,2
1,4,15,80,18,0,0,0,18,2,1,2,4,1,1,4,4,2,1,0,0,3,3,1,2,0,2,0,1,1,0,4,0,4,0,0,4,2,3,1,0,0,2,3,0,4,3,1,0,2,1,1,0,3,0,3,2,0,0,1,1,2,1,2,2,4,4,1,1,2
99,0,80,20,8,0,3,3,14,3,0,0,1,2,3,3,0,1,2,0,2,2,3,3,3,4,1,1,4,0,0,2,1,4,0,3,3,1,1,0,4,4,3,1,3,0,3,0,0,1,1,0,4,1,2,0,3,2,1,4,1,4,1,3,2,0,4,3,1,2
2,0,96,33,0,0,0,1,13,1,3,0,3,4,4,1,4,3,0,3,3,2,1,0,3,4,2,0,1,3,2,1,4,3,0,3,4,1,1,0,4,3,1,0,3,0,0,4,3,2,0,1,2,1,3,2,0,0,0,1,4,1,0,2,2,0,4,3,2,1
38,2,30,68,16,2,3,1,19,0,2,3,1,1,2,2,3,1,3,0,0,4,3,0,2,2,4,1,4,3,2,3,2,2,1,4,1,2,0,0,1,1,1,0,0,0,2,3,0,1,0,0,0,0,4,1,2,1,0,2,3,2,4,3,0,1,1,1,0,4
81,2,50,46,4,2,2,0,16,0,1,3,2,3,1,4,0,0,0,0,2,3,4,2,2,0,2,4,2,3,2,4,0,4,0,1,2,0,3,4,3,3,3,0,2,1,2,1,0,0,2,1,1,3,4,0,3,3,2,0,1,0,4,3,0,0,0,3,0,2
23,0,6,1,18,2,0,3,1,1,2,0,4,1,4,1,1,2,3,2,4,2,4,4,3,4,3,4,1,4,3,3,2,2,1,0,1,2,1,0,4,0,0,0,0,4,1,1,0,4,3,1,0,0,0,2,0,3,0,2,2,0,0,3,0,0,2,0,0,0
38,2,83,8,14,0,3,1,3,9,2,0,1,4,2,2,1,2,3,3,3,1,3,4,2,3,1,1,0,4,3,2,0,0,1,2,4,1,1,4,1,1,0,1,0,1,2,3,0,4,4,1,4,1,2,4,0,1,3,0,2,1,3,2,1,0,3,3,3,0
98,1,61,82,6,3,2,2,1,1,4,0,1,1,2,2,0,2,1,3,3,3,3,1,0,1,1,4,3,3,2,1,3,2,0,1,1,2,3,4,1,0,4,0,3,3,2,1,1,1,1,1,4,2,0,3,0,4,0,2,1,3,3,4,4,3,0,3,4,2
66,1,15,80,2,1,2,0,22,1,2,1,0,4,1,4,0,1,2,1,0,3,3,1,3,4,4,2,1,4,3,3,1,4,0,0,4,1,1,1,3,3,3,3,3,0,3,0,4,0,4,4,4,3,0,2,2,4,4,2,0,1,0,0,3,4,2,3,3,4
69,0,34,53,5,4,3,0,20,0,2,1,1,2,4,1,3,2,2,0,2,1,0,2,3,4,4,4,2,0,2,2,3,3,2,0,3,0,1,0,3,0,1,1,3,1,2,1,4,0,0,1,2,0,0,4,3,1,4,1,1,2,3,4,4,3,4,3,3,1
93,3,38,0,4,3,0,1,11,1,0,1,3,5,1,4,4,3,0,4,2,0,3,3,1,2,1,1,4,0,0,1,1,1,3,2,1,3,1,1,4,2,0,0,0,0,4,3,3,0,0,3,2,1,2,0,3,2,4,2,2,2,0,1,3,4,2,3,4,3
61,3,70,5,10,3,1,1,0,2,4,1,0,1,1,4,0,2,1,0,2,2,4,4,4,3,1,4,3,4,3,2,2,0,1,4,1,2,1,2,0,0,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,2,0,3,3,1,4,2
44,1,53,57,7,1,2,2,1,1,0,2,4,1,3,3,4,3,0,0,2,4,3,4,4,3,3,3,4,4,0,1,2,0,0,2,2,1,1,1,3,1,0,4,1,3,1,4,3,4,1,0,0,3,1,0,3,1,0,1,4,3,0,2,0,3,2,4,2,4
39,3,75,81,14,1,2,1,13,1,3,3,1,2,2,2,0,0,0,0,2,4,3,4,2,0,2,3,1,1,4,2,2,0,1,2,3,0,3,4,3,2,1,0,0,2,3,1,0,2,2,1,0,0,4,0,3,3,4,1,1,2,1,3,2,3,4,1,1,0
33,2,1,72,16,0,1,0,11,0,2,1,4,5,4,1,3,3,1,3,3,4,2,2,0,1,1,3,2,1,4,3,1,4,0,0,1,2,0,3,2,2,0,0,0,0,2,0,0,2,2,1,0,4,0,1,0,0,2,3,1,1,2,2,0,0,0,2,4,4
94,2,32,90,4,0,1,0,8,5,4,3,0,4,3,2,2,1,1,0,2,3,1,4,1,1,3,3,4,3,2,3,1,4,2,4,3,0,4,3,2,0,1,1,2,2,1,0,0,4,0,1,0,3,1,1,3,1,4,1,3,1,1,4,4,2,1,3,1,1
65,2,40,85,1,2,3,0,24,1,4,0,1,1,3,3,3,3,1,2,4,4,2,0,3,4,1,3,2,3,2,3,1,3,0,4,0,3,3,0,0,4,1,4,2,2,0,2,1,2,1,0,1,1,1,1,4,0,0,1,0,1,0,4,0,2,3,1,2,4
99,4,41,40,2,3,0,1,14,3,4,1,0,1,3,3,3,3,1,0,2,0,4,2,1,2,1,4,3,0,0,0,1,3,0,1,0,1,2,2,0,0,3,0,0,4,3,4,1,1,2,2,1,2,1,3,0,2,1,4,4,2,4,4,1,0,3,0,0,1
74,0,50,46,16,2,3,0,10,1,2,3,3,4,3,3,3,2,2,2,4,4,1,0,3,4,2,2,3,3,2,3,0,3,1,3,4,1,1,0,4,4,3,0,3,0,3,4,4,0,0,0,2,3,4,3,0,0,0,1,2,0,4,3,2,3,0,0,2,3
27,4,40,85,10,4,0,1,6,0,1,0,1,3,1,4,3,4,0,0,2,4,2,2,2,0,4,3,3,1,4,1,0,4,0,0,2,0,0,1,4,0,2,2,0,1,3,0,0,0,1,1,2,0,4,3,0,2,2,4,1,3,3,4,1,0,0,2,2,4
22,1,98,66,18,1,3,3,11,2,0,0,0,4,0,2,1,2,3,3,3,4,2,2,4,3,4,3,3,3,2,0,4,1,3,0,4,0,1,4,0,4,0,1,1,3,2,0,4,0,1,1,0,1,4,3,1,0,3,0,1,1,4,4,1,1,3,3,2,1
41,0,37,14,18,1,3,0,11,8,4,3,3,1,3,3,2,1,0,0,2,2,1,1,4,3,3,3,4,1,4,1,1,1,1,0,0,3,0,1,1,4,3,4,0,1,1,3,0,0,2,3,2,4,4,0,0,2,2,1,2,2,0,2,0,0,2,3,1,0
39,3,60,11,14,1,2,0,16,0,2,2,3,4,2,2,3,2,2,1,0,4,0,3,0,1,3,4,1,1,4,1,0,4,1,2,3,1,1,4,1,2,2,1,4,1,3,1,4,2,2,1,4,1,3,3,2,0,0,0,1,2,1,1,1,3,3,1,1,4
11,3,69,27,17,4,1,0,6,1,2,2,0,1,1,4,4,3,0,1,0,4,4,1,0,1,2,0,1,3,2,2,4,1,1,0,0,1,0,4,0,0,0,2,4,1,4,3,3,0,2,1,2,3,3,3,2,0,4,2,3,1,4,4,0,4,4,3,2,2
96,2,63,77,7,0,0,2,3,1,1,0,2,2,4,1,3,3,4,0,2,3,0,0,3,4,2,3,0,0,0,1,1,1,1,2,2,0,4,1,0,0,2,0,4,2,3,3,2,0,1,0,4,3,2,0,0,1,0,2,0,0,0,3,0,1,4,2,0,2
77,1,44,34,18,2,0,1,24,6,4,1,4,4,2,2,3,3,1,0,0,4,3,4,3,4,3,2,2,3,2,3,2,2,1,2,0,0,1,0,4,0,1,1,2,3,3,0,0,4,1,0,1,0,0,1,2,1,4,3,3,0,4,0,3,0,4,3,1,1
58,1,19,25,18,2,0,2,1,1,0,0,3,5,4,1,3,3,4,0,2,3,1,4,2,0,2,3,0,0,0,3,3,1,1,0,1,0,3,1,3,2,2,0,1,0,2,3,0,0,1,2,4,0,0,4,0,4,4,2,0,1,2,2,0,3,1,4,0,4
98,1,33,43,4,3,0,1,1,5,0,3,1,5,3,3,4,2,1,1,0,4,4,1,2,0,3,2,0,1,4,3,2,2,0,1,0,0,3,0,0,0,3,4,2,3,2,0,1,0,0,3,1,2,0,4,0,0,4,4,2,0,3,4,3,2,0,4,4,1
84,4,10,88,4,2,2,1,16,1,0,0,1,2,4,1,4,4,3,2,4,2,3,3,0,1,3,3,4,1,0,3,0,3,3,3,3,0,1,3,3,2,0,1,1,4,0,2,1,4,0,2,2,2,1,0,3,3,0,2,3,3,3,2,1,4,2,1,0,2
15,2,20,39,2,2,3,2,6,6,2,0,4,1,4,1,1,3,2,3,3,3,0,0,3,4,1,3,2,3,2,3,3,1,0,3,0,3,1,1,1,4,1,1,2,2,4,0,4,2,1,0,4,2,1,4,0,1,4,2,1,1,3,2,1,4,0,4,1,4
46,4,46,52,0,1,1,1,15,2,2,1,3,1,1,4,1,3,0,2,4,0,1,1,3,4,2,0,1,1,4,2,0,2,1,0,1,2,1,0,0,0,2,0,0,4,1,1,3,3,2,3,0,4,3,3,0,0,3,0,3,1,0,0,1,3,3,2,4,3
