column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50
74,1,79,24,11,3,0,1,17,3,0,2,2,3,2,1,4,1,0,4,2,4,3,1,0,4,1,1,0,1,3,0,1,0,0,2,4,2,3,1,1,1,2,4,2,0,1,1,2,0
15,4,30,96,6,0,1,3,13,7,0,0,2,1,0,2,3,3,4,3,3,4,2,0,0,4,2,3,3,0,1,0,2,0,4,4,3,2,4,0,3,2,2,3,1,0,2,2,4,4
62,1,78,58,0,3,3,0,12,1,3,0,3,4,3,3,3,3,4,0,4,4,2,0,3,2,1,0,2,4,4,0,2,3,0,0,2,1,3,1,3,3,4,0,3,2,4,2,1,0
79,4,73,0,3,0,0,2,15,4,0,0,2,1,4,4,2,0,4,3,3,2,4,2,4,1,4,1,3,1,1,2,2,0,1,3,0,4,3,1,0,2,1,4,4,2,4,0,3,0
47,4,20,3,18,3,0,0,15,3,3,0,3,4,1,0,1,2,1,0,4,2,3,0,1,2,0,0,3,1,0,1,0,3,0,2,1,0,4,0,3,0,4,3,4,2,2,4,1,0
1,0,10,2,9,3,2,0,6,5,3,0,1,2,0,2,4,0,3,4,2,2,4,2,3,2,4,2,2,4,0,2,1,4,4,2,0,2,0,4,2,0,4,2,2,1,1,1,2,2
97,1,94,80,13,2,2,3,17,2,4,3,1,2,3,3,4,1,0,3,3,2,0,1,4,1,2,2,1,0,2,2,2,2,0,0,1,3,0,1,0,2,3,0,3,4,4,2,1,2
62,1,48,26,5,3,3,2,8,6,0,3,3,0,2,1,0,0,2,3,0,0,1,1,1,4,3,0,2,0,4,1,3,1,0,1,0,2,3,1,4,3,3,2,0,1,4,0,3,0
99,3,16,97,16,1,0,0,17,6,4,0,4,2,3,3,4,0,3,3,3,2,0,1,3,0,1,0,1,2,3,2,2,2,0,0,0,0,0,2,0,2,2,4,3,4,0,0,2,2
11,2,86,0,10,1,1,1,2,2,0,0,1,3,2,1,1,3,4,1,0,2,4,2,0,1,4,1,1,0,3,1,2,1,0,1,1,0,1,3,4,0,3,3,0,2,2,0,2,4
73,4,55,68,9,2,0,3,13,7,3,0,0,0,4,4,3,2,1,4,2,1,2,1,3,0,1,0,0,3,0,4,0,4,4,4,1,0,2,0,3,2,4,2,1,4,2,3,1,0
15,4,68,94,18,2,2,3,1,8,2,0,2,0,4,4,1,0,2,0,4,3,2,2,4,1,0,2,0,2,0,4,2,4,0,0,1,1,4,0,0,0,4,0,0,0,4,4,2,4
93,4,89,81,5,3,3,3,21,3,3,3,0,0,1,0,2,3,1,4,2,2,2,0,1,0,0,0,0,2,0,1,3,3,1,2,4,1,4,1,3,1,4,0,0,0,1,1,1,0
43,0,96,63,16,3,3,3,16,2,0,3,4,1,1,0,0,2,0,3,3,2,4,2,3,0,4,1,2,2,1,2,0,0,4,0,1,1,2,4,1,2,1,0,4,3,1,2,1,0
50,1,62,29,13,1,1,3,7,0,3,0,3,4,2,1,1,0,2,4,2,4,2,0,3,0,0,0,1,0,1,0,4,4,0,0,4,1,0,2,1,2,4,0,2,1,4,0,0,0
90,0,67,99,10,3,1,1,4,9,1,2,4,3,0,2,0,4,4,4,2,2,0,1,2,0,1,1,1,0,3,0,0,1,0,1,3,1,2,1,1,1,1,1,4,2,4,2,0,0
88,2,94,80,19,3,3,0,23,3,2,0,4,3,2,1,3,1,2,0,4,4,0,2,3,2,2,1,2,0,3,3,0,0,2,1,4,0,0,2,1,0,2,4,3,1,2,4,3,4
49,0,65,90,18,2,2,1,12,1,0,3,3,0,4,4,3,2,1,1,0,1,2,1,0,4,0,0,2,0,4,1,1,3,1,3,1,1,0,4,4,3,2,1,2,1,4,1,3,4
79,3,40,78,8,4,3,3,21,3,0,0,0,0,2,1,1,3,4,4,2,3,1,1,2,0,3,2,2,2,0,1,0,0,1,2,4,2,2,2,3,1,1,0,1,1,1,2,1,3
69,0,96,63,2,1,0,3,0,2,0,0,0,0,0,2,4,4,1,0,4,2,1,3,3,0,4,2,3,3,0,4,0,4,4,1,0,1,2,4,0,0,1,4,3,3,4,0,3,0
96,2,88,67,15,0,2,3,21,3,1,3,1,3,4,4,1,4,3,4,2,0,4,2,0,3,0,4,0,4,3,0,1,1,0,2,3,4,2,1,1,2,2,0,4,1,4,0,2,0
84,4,18,20,11,1,3,2,2,7,3,1,2,1,2,1,4,3,2,4,2,1,2,1,1,0,0,1,2,0,0,2,4,4,4,1,4,2,2,1,4,1,0,3,2,0,0,4,1,4
98,4,57,70,9,0,1,1,13,8,4,3,2,3,0,2,3,0,3,3,3,3,1,1,0,1,1,2,0,3,1,0,1,1,2,0,0,2,2,0,3,2,4,0,1,1,3,2,3,3
79,4,59,23,3,3,1,1,1,8,1,2,2,0,0,2,1,2,1,3,3,4,0,2,1,1,3,2,0,3,0,4,4,3,1,0,3,1,2,0,4,1,1,4,0,4,1,3,0,3
83,3,94,80,6,1,0,1,20,6,4,1,3,3,0,2,0,3,0,4,0,2,1,3,0,2,2,2,1,3,3,0,1,0,3,0,3,2,1,0,4,0,2,3,2,1,4,4,2,0
57,2,42,0,8,3,3,1,3,0,3,2,4,1,0,2,0,4,4,1,0,4,4,4,4,0,3,4,0,2,1,0,0,2,3,0,3,2,2,3,0,3,2,4,0,4,0,1,4,4
82,0,95,89,5,1,3,0,13,5,3,3,4,1,1,0,1,0,2,1,0,2,2,4,0,0,0,1,0,0,0,0,4,4,1,0,4,1,0,4,4,3,0,3,2,2,0,3,2,4
61,0,38,87,8,2,2,1,22,0,1,0,2,2,0,2,4,2,1,0,4,3,2,2,3,2,4,1,1,4,2,0,1,3,1,1,0,0,0,4,0,3,3,3,3,3,4,1,2,4
76,0,87,27,8,1,3,1,15,9,0,1,4,4,1,0,2,3,2,3,0,4,2,0,4,0,1,3,2,0,4,0,4,0,0,1,4,0,2,0,3,3,3,4,3,1,0,2,1,4
58,1,79,24,17,1,0,2,4,9,3,2,3,0,4,4,4,3,2,3,3,3,2,2,0,1,4,1,3,2,4,4,3,0,1,0,1,4,3,4,0,3,4,3,3,4,2,0,3,3
52,0,16,97,5,3,3,2,11,2,3,2,0,1,2,1,2,2,0,4,2,2,4,2,1,3,4,1,0,0,0,0,0,0,3,1,1,2,2,4,4,1,4,2,1,1,2,0,0,0
84,4,57,70,7,1,1,1,2,2,3,0,2,1,2,1,1,2,3,0,4,4,2,0,0,1,0,3,0,0,3,2,1,4,4,2,0,0,2,1,3,3,2,1,3,2,2,0,1,3
55,0,60,64,19,3,3,3,16,0,0,1,1,5,4,4,3,0,3,4,2,1,2,1,0,0,0,2,2,2,2,1,1,2,0,1,0,4,0,0,3,1,2,3,2,1,4,3,1,0
22,1,86,75,9,1,1,3,24,4,2,0,3,5,1,0,2,2,0,0,4,2,2,4,0,0,3,0,1,0,3,0,1,2,0,3,0,4,3,2,3,0,2,2,4,3,4,4,4,2
31,4,75,0,1,1,1,3,15,0,0,3,3,0,3,3,1,2,2,1,0,3,4,3,4,0,2,2,1,3,4,4,0,4,3,0,2,0,1,1,4,3,2,3,4,0,1,1,2,0
23,3,6,47,4,0,1,2,15,4,3,2,4,1,2,1,0,1,3,3,0,0,2,0,0,4,0,3,1,3,2,2,0,0,1,1,2,0,0,2,0,1,4,0,3,4,4,1,3,0
70,3,73,88,8,3,1,3,11,2,3,2,4,1,1,0,4,3,2,1,0,2,2,4,4,0,2,0,3,0,2,0,3,4,4,0,1,1,1,2,0,3,2,0,2,4,4,3,4,0
28,1,5,98,5,0,2,3,0,2,0,0,3,2,1,0,1,0,2,0,4,3,4,3,2,2,4,3,0,0,2,1,3,0,4,1,2,1,1,2,2,3,0,4,4,2,3,1,1,0
64,2,27,48,9,1,0,3,1,8,3,3,4,4,2,1,4,3,2,1,0,2,4,2,4,2,3,0,1,2,0,1,4,0,2,0,4,2,0,4,0,3,3,1,0,4,0,4,4,1
89,1,27,48,17,0,3,3,14,8,3,0,2,3,2,1,4,0,3,4,2,1,4,2,4,3,0,2,0,0,3,0,1,1,1,3,0,2,3,1,1,2,4,0,0,2,3,1,2,4
54,0,90,84,2,1,0,1,1,8,4,3,3,0,1,4,4,4,1,1,0,4,1,3,3,2,4,2,4,2,4,1,1,2,4,2,2,0,2,4,4,0,2,0,3,2,4,3,2,1
36,4,83,1,8,1,3,3,11,2,0,0,1,3,0,2,4,1,0,1,0,4,4,4,0,3,3,0,2,2,1,0,0,2,3,0,3,0,1,1,4,0,3,3,4,1,0,3,3,2
64,2,44,22,17,0,3,3,17,2,2,1,1,2,2,1,0,2,0,4,2,1,0,0,0,1,2,3,0,0,0,3,0,2,4,0,4,0,1,3,3,1,4,4,3,0,4,0,4,1
18,3,56,51,17,3,2,1,0,6,3,0,0,0,1,0,1,2,1,2,1,4,2,0,1,0,1,3,3,0,4,4,0,3,3,4,0,1,0,1,4,4,4,3,1,2,3,1,4,4
10,1,97,40,1,1,1,0,18,9,4,3,0,2,4,4,4,4,1,1,0,1,4,2,3,3,4,4,3,0,2,1,0,3,1,1,0,1,3,4,4,3,1,0,0,1,4,3,3,0
33,1,44,22,17,1,0,2,21,1,2,2,3,5,3,3,3,3,4,4,0,4,2,0,2,0,1,3,4,2,2,0,2,3,0,4,0,3,0,2,4,3,4,4,2,2,1,3,1,1
3,1,92,49,3,2,0,1,9,9,1,0,2,2,3,3,1,0,2,3,3,4,1,3,3,2,2,2,2,2,2,1,3,1,4,0,0,2,0,1,3,1,4,0,0,4,0,3,4,1
1,0,23,56,0,2,3,3,23,8,3,2,0,3,2,1,4,3,2,3,3,1,2,0,4,3,0,3,0,0,3,0,3,4,2,2,4,0,0,0,0,1,2,4,3,2,1,3,2,2
25,3,1,1,7,3,0,3,7,0,4,0,0,2,2,1,3,4,0,3,0,3,4,3,0,2,4,2,4,2,0,1,1,0,4,0,3,0,1,2,4,4,4,3,4,2,0,3,2,1
51,3,97,40,3,1,1,1,21,7,4,0,0,2,2,4,3,0,3,4,0,4,1,3,1,2,2,3,2,0,2,1,1,0,4,4,4,0,4,2,0,1,1,4,1,2,3,4,1,4
79,4,76,95,3,0,0,1,19,2,2,3,4,3,2,1,4,0,3,4,4,4,2,0,0,0,1,0,3,2,1,3,0,2,4,0,4,0,1,0,0,0,3,3,3,4,0,1,3,1
31,4,48,26,9,2,0,3,17,2,1,0,3,3,3,3,1,4,2,2,1,4,1,3,4,4,4,2,3,1,4,3,4,4,4,2,2,3,4,1,2,0,1,3,4,2,3,2,1,2
95,0,38,87,8,1,3,1,19,0,0,2,2,1,2,1,0,1,3,4,2,1,2,1,3,1,1,2,2,0,1,2,1,1,0,1,4,2,0,0,3,2,1,3,1,1,4,4,3,2
59,3,34,35,17,2,2,3,17,2,4,3,0,2,1,0,4,1,0,4,2,4,4,4,2,0,4,1,2,1,2,1,0,2,3,0,2,0,0,2,1,1,4,4,3,1,4,0,3,2
78,0,9,43,18,2,2,1,11,2,4,2,2,0,0,2,4,4,1,3,3,4,2,0,1,2,1,3,2,0,4,4,0,4,4,2,0,0,0,4,0,1,1,0,2,2,4,0,2,0
58,1,65,90,9,1,2,3,23,8,3,2,0,3,0,2,1,2,1,1,0,4,1,3,0,3,4,1,0,1,3,3,1,2,1,3,0,4,3,4,0,3,4,0,3,2,2,3,1,4
4,4,67,99,5,0,2,0,23,3,4,2,4,1,1,3,1,2,2,3,3,4,4,2,2,0,0,1,1,4,2,0,3,4,0,1,1,3,4,1,4,4,3,4,0,4,0,3,1,1
57,2,1,54,11,3,0,3,17,2,3,2,0,3,3,3,1,4,3,2,1,2,2,4,2,0,2,0,2,1,3,2,0,1,0,1,0,0,1,3,4,0,0,0,3,0,3,0,2,0
13,0,98,79,9,2,0,0,16,8,4,2,2,0,1,0,2,1,1,4,2,2,4,2,0,0,4,0,3,1,2,4,0,4,1,0,2,0,0,0,4,1,1,4,3,1,4,3,2,0
3,1,98,79,18,2,2,3,9,3,2,2,1,3,2,1,3,0,3,4,2,4,0,2,0,1,0,3,1,1,3,0,3,1,4,2,4,0,4,1,1,1,4,0,0,3,0,0,2,0
22,0,85,28,11,3,0,1,19,2,0,3,4,1,1,0,4,1,0,3,1,4,0,2,2,4,0,0,3,1,1,2,1,0,2,0,2,1,4,2,2,0,4,1,4,1,1,0,1,1
15,4,65,1,11,3,0,3,23,8,3,0,2,3,3,3,4,4,1,3,3,4,1,3,1,3,3,2,3,1,3,3,4,3,0,0,1,3,4,1,1,1,0,1,4,1,2,0,3,4
61,4,92,49,13,3,0,1,14,0,3,0,2,1,2,1,3,2,1,3,0,4,4,4,1,1,3,4,3,2,0,0,0,0,4,1,4,0,2,4,0,3,2,0,4,0,1,3,1,4
61,4,57,70,8,2,2,1,7,7,0,3,2,5,1,0,3,0,3,1,0,1,2,1,2,4,0,0,1,4,3,1,0,1,1,4,1,1,2,1,0,3,2,0,1,1,4,0,4,4
67,4,84,19,1,0,3,3,22,9,0,2,4,0,1,0,4,3,2,4,2,3,1,0,4,0,1,3,2,1,4,2,3,4,2,4,4,1,4,1,3,1,0,4,2,1,2,3,1,1
42,4,71,0,16,1,2,3,22,9,2,0,2,0,2,1,2,1,1,4,2,3,2,2,0,0,0,2,2,4,4,4,4,3,4,4,1,0,1,0,1,0,1,3,2,1,0,2,2,0
8,3,30,96,19,1,1,1,21,7,3,2,1,0,1,0,4,0,3,4,2,4,1,3,0,0,2,2,0,3,3,4,0,2,4,1,2,0,1,1,1,1,4,0,3,0,4,2,1,3
25,3,5,98,0,3,1,1,21,0,0,0,2,1,3,3,3,3,4,0,4,3,2,0,0,2,1,3,0,3,1,2,2,0,3,1,0,2,2,0,0,2,1,0,3,2,1,2,2,0
3,1,64,53,8,1,3,1,15,9,4,2,1,5,4,4,3,3,4,2,1,2,2,4,1,4,1,4,2,0,1,1,2,0,2,1,0,4,3,4,4,0,0,3,3,0,2,1,2,0
4,4,83,1,18,1,3,0,11,4,4,2,0,0,3,3,4,2,2,4,2,4,2,0,1,1,0,4,0,0,0,1,4,4,1,4,1,1,2,1,2,0,4,1,4,1,4,1,1,0
63,3,67,99,1,3,2,3,15,6,3,0,0,0,3,3,0,1,3,1,0,3,2,2,2,3,0,3,2,4,4,1,0,0,3,0,1,0,1,1,4,0,2,0,3,4,1,1,0,3
99,3,67,99,13,1,1,2,9,8,1,0,2,2,1,0,1,0,2,4,2,4,0,2,2,3,2,1,1,0,1,1,4,1,0,3,2,0,1,1,0,2,1,3,1,4,4,1,2,0
36,4,99,86,10,1,1,2,15,4,3,0,1,2,3,3,1,2,1,3,3,2,2,4,3,2,3,0,1,3,2,2,4,3,1,3,1,0,2,0,0,2,4,0,3,2,2,0,1,1
14,3,31,85,7,3,0,3,0,2,0,0,2,1,4,4,4,3,2,3,3,4,4,4,2,2,3,4,1,0,0,2,3,2,0,2,3,0,2,2,3,2,3,0,3,1,3,1,3,3
4,1,97,40,7,2,2,3,18,5,3,3,0,0,1,2,4,4,1,0,2,1,4,2,3,3,0,1,0,0,0,1,1,2,3,1,4,0,3,1,1,2,1,1,0,1,0,3,2,1
24,1,44,22,18,1,3,1,0,6,4,2,2,0,2,1,2,2,0,1,0,0,0,3,3,2,1,2,2,0,4,0,1,0,3,1,2,0,3,2,4,4,4,3,2,3,1,3,3,1
0,3,17,60,16,0,1,3,22,9,4,2,4,1,1,0,4,4,1,1,1,0,2,0,1,1,0,0,1,3,0,0,3,3,1,0,2,1,1,2,2,0,3,3,3,2,2,3,2,0
40,1,94,80,9,0,1,2,0,5,1,0,4,5,2,3,2,0,0,4,2,1,2,1,3,2,1,3,1,3,0,1,1,2,4,2,1,1,0,4,1,1,2,0,0,1,2,2,1,0
94,2,92,0,14,0,1,1,16,8,0,0,0,0,0,2,1,4,3,3,3,3,3,4,4,1,0,0,1,3,0,4,1,2,4,3,0,2,1,1,1,1,2,0,0,2,0,4,1,2
37,3,29,73,11,1,3,1,5,5,3,1,4,2,3,3,0,4,4,1,0,4,4,4,3,1,0,4,0,0,2,1,2,0,1,2,0,1,1,0,4,3,3,4,0,2,1,0,3,4
28,0,67,99,14,1,3,0,18,9,1,2,3,5,1,0,4,3,2,3,3,3,1,1,2,3,2,1,2,2,3,0,4,4,4,1,2,1,2,4,1,1,4,4,3,2,4,3,2,0
25,3,88,67,14,0,1,1,3,0,4,0,2,0,1,0,2,2,0,4,2,1,2,1,1,3,2,2,3,3,4,1,1,0,0,1,2,2,0,0,2,2,4,2,3,1,0,3,2,0
18,3,61,10,4,1,1,3,9,3,0,3,0,1,3,3,4,3,2,0,0,4,1,3,1,3,2,2,1,3,1,2,3,4,1,2,2,3,3,3,0,4,4,0,2,2,1,0,3,4
35,2,46,0,1,1,1,1,9,9,3,1,1,5,0,2,2,0,4,4,2,3,1,0,0,0,0,3,2,0,0,1,2,0,0,0,3,2,0,0,0,0,1,0,2,1,2,4,2,1
64,2,22,61,3,1,1,2,2,7,0,0,0,0,4,4,2,3,2,1,1,1,1,0,0,4,0,3,0,0,0,1,3,0,4,4,1,4,1,3,4,4,4,2,4,4,0,1,2,1
72,2,86,0,6,1,0,0,2,8,0,3,2,2,4,4,1,3,4,2,1,4,4,4,4,3,3,4,1,1,2,2,0,3,1,0,0,4,1,2,1,0,1,3,1,2,4,2,0,0
80,2,72,1,8,0,0,3,6,5,1,3,2,2,4,4,0,3,1,2,1,2,0,1,4,1,2,0,3,1,2,0,0,2,1,0,0,1,1,0,4,0,3,1,0,4,4,4,4,2
68,2,57,70,5,1,3,1,13,8,1,2,3,5,2,1,2,3,2,1,0,1,2,1,0,1,1,3,0,0,3,0,3,1,1,3,0,4,1,3,4,0,2,4,3,1,4,0,2,1
62,1,14,59,9,1,2,0,13,2,2,0,4,3,1,0,4,3,2,4,2,2,3,0,2,0,0,0,0,0,3,0,2,0,3,1,3,1,2,2,4,0,1,3,1,4,4,0,3,4
33,0,38,87,17,2,2,3,13,7,3,3,3,5,1,0,4,3,2,0,4,0,4,2,3,2,1,0,3,1,1,1,3,4,4,4,1,1,2,1,3,0,1,4,3,1,2,3,4,3
62,1,9,43,17,1,0,3,22,2,0,3,1,2,1,0,4,1,0,2,1,4,4,3,1,2,4,2,4,2,0,1,1,2,3,1,2,2,1,4,4,4,4,3,3,2,1,2,2,0
98,4,75,14,12,2,3,2,8,6,3,0,4,1,2,1,4,3,2,4,2,4,2,3,2,0,2,2,2,1,1,2,4,0,3,1,4,0,1,0,0,2,4,0,3,1,0,3,2,1
46,3,2,39,0,2,3,3,10,0,3,0,1,2,0,2,4,2,4,4,2,3,4,3,0,0,4,2,0,2,2,2,1,3,3,1,3,0,2,2,1,2,2,1,2,0,4,1,0,0
53,4,29,73,4,1,0,3,11,2,3,0,2,3,2,1,4,1,0,3,3,4,1,3,4,1,2,1,3,2,2,3,1,0,0,1,0,0,1,4,4,3,2,0,1,4,3,3,4,0
89,1,75,14,6,1,0,3,9,3,0,2,1,3,3,3,2,1,1,3,3,2,2,4,0,0,3,0,3,1,4,3,4,3,4,4,0,3,3,2,0,2,0,3,1,3,4,1,0,0
86,3,50,13,12,0,1,0,6,5,0,0,2,1,4,4,4,4,4,0,4,1,2,1,1,0,1,0,3,0,0,2,0,1,1,1,1,1,1,2,4,1,2,0,0,3,4,1,0,0
78,0,28,36,12,2,3,0,11,4,2,2,4,4,2,4,1,2,1,4,2,3,1,1,4,2,1,0,0,2,3,0,4,4,1,1,1,4,0,4,3,1,1,0,0,0,1,1,1,1
84,4,19,65,15,3,2,1,15,9,3,2,1,2,1,0,1,1,0,3,3,4,0,2,0,3,1,1,2,4,3,2,1,2,0,0,1,1,1,4,4,2,3,3,3,1,4,0,2,1
42,4,75,14,1,1,1,3,6,5,3,2,4,1,4,4,2,4,3,0,4,4,0,2,2,1,0,3,1,0,1,0,0,0,3,0,1,4,2,4,3,0,4,4,3,1,4,3,3,4
92,3,13,92,8,1,3,3,17,2,1,2,2,0,1,0,0,1,3,4,2,2,2,4,1,1,3,1,0,0,4,1,0,2,4,0,4,4,0,2,4,1,4,3,1,4,2,2,2,0
14,3,40,78,9,0,1,1,6,3,4,0,2,3,1,0,1,2,1,4,2,4,4,4,2,4,3,0,1,3,2,0,4,2,2,4,2,0,0,3,1,1,4,1,2,2,4,2,2,4
38,1,23,56,5,3,3,1,19,4,0,0,1,3,4,4,1,0,2,3,3,0,2,0,2,3,0,0,0,1,3,2,3,0,1,3,3,1,0,2,0,2,2,3,4,2,4,1,2,0
36,4,52,74,11,1,3,1,12,1,0,2,2,3,1,2,4,3,4,3,3,4,3,3,4,2,3,3,2,0,3,0,2,0,0,2,3,2,1,4,0,2,4,3,3,2,2,1,1,2
9,0,72,91,18,2,2,2,15,4,1,2,2,0,2,1,4,3,2,4,2,4,2,0,3,2,0,4,0,0,0,4,4,1,1,1,4,2,4,0,0,1,2,4,1,2,3,0,3,4
92,3,60,64,15,0,0,3,9,3,3,0,2,3,2,0,3,1,2,3,0,4,1,3,4,1,2,3,1,1,2,3,0,0,2,2,1,1,0,0,4,3,0,1,4,2,3,3,1,0
41,3,34,35,3,3,3,3,18,5,3,3,2,5,1,0,4,2,4,3,0,4,4,4,3,1,3,0,0,3,1,4,2,0,1,0,2,1,0,2,1,3,3,4,3,2,0,1,1,1
30,2,20,3,16,3,3,3,19,1,4,2,3,1,1,0,1,3,4,4,2,1,4,2,0,1,0,1,2,2,1,2,2,3,0,0,2,0,0,3,1,1,2,1,2,2,4,2,0,0
5,2,59,23,1,3,2,3,8,9,1,2,2,0,4,4,1,4,3,3,3,4,0,2,2,4,1,3,0,0,0,4,0,2,0,1,4,4,4,0,4,2,4,4,2,2,2,1,2,0
98,3,81,12,9,0,0,3,6,5,0,0,4,5,3,3,3,4,0,4,2,3,2,2,0,3,4,4,0,1,0,1,1,2,4,0,0,0,0,0,0,1,4,4,3,2,0,3,1,0
30,2,25,82,18,4,2,1,22,0,0,0,0,0,3,3,2,0,4,1,0,0,4,2,1,4,0,2,0,4,4,2,2,3,0,1,2,1,1,3,4,1,1,3,4,3,1,2,3,0
90,0,65,90,5,1,2,1,3,0,0,0,4,5,3,3,3,0,3,1,0,4,4,4,0,4,3,4,3,4,3,0,0,2,3,1,1,1,0,4,4,1,4,2,2,4,4,3,2,2
90,0,80,25,10,1,1,2,14,0,1,2,2,0,4,4,0,2,4,3,3,0,1,1,0,0,0,0,1,3,4,4,2,3,0,0,1,4,0,1,0,1,4,4,2,0,3,2,1,2
89,1,75,14,16,1,0,2,3,0,2,2,2,0,2,1,4,0,3,4,2,3,4,3,2,0,2,3,1,2,4,4,0,0,3,1,4,0,3,2,4,1,1,3,4,4,2,1,3,1
58,1,28,36,11,4,2,1,4,1,2,3,0,2,1,0,1,0,2,3,3,2,1,0,4,0,0,0,0,4,3,2,3,4,0,4,2,0,1,1,3,2,4,3,0,2,0,0,1,3
6,4,81,12,17,4,1,1,0,6,3,3,1,3,1,0,4,1,0,4,1,4,1,3,1,1,4,1,1,0,3,0,1,2,3,1,2,1,4,0,4,4,4,1,3,2,2,1,3,4
60,0,31,85,16,1,2,1,9,9,2,0,0,0,1,0,2,4,1,1,0,4,0,2,3,1,0,1,1,0,0,4,4,3,0,0,4,4,0,0,4,3,1,4,1,2,2,0,3,2
81,1,48,26,12,2,3,1,11,2,1,0,1,4,2,1,3,1,2,2,1,4,4,4,4,4,3,0,0,0,0,0,3,4,4,2,3,0,3,1,2,0,4,1,0,3,3,0,2,1
12,4,78,58,5,1,3,0,10,0,3,3,3,5,1,0,1,3,4,3,3,4,1,3,3,1,4,2,2,0,3,1,2,0,0,1,3,2,4,1,0,3,4,2,1,3,2,2,1,2
36,4,82,83,10,1,1,3,19,1,0,3,3,0,0,2,1,3,4,2,1,1,4,4,4,1,0,0,3,3,0,1,0,3,0,0,0,2,4,0,2,0,2,0,2,2,3,1,4,4
34,3,90,84,1,4,1,1,24,5,0,3,4,1,1,0,1,1,0,4,2,2,1,3,3,1,2,1,0,3,1,2,0,0,1,2,2,0,1,1,1,0,2,3,2,1,2,4,1,2
35,2,41,21,10,1,1,2,24,9,3,1,3,4,0,2,1,0,2,4,0,1,1,3,0,1,3,2,0,0,4,1,3,0,1,1,0,0,0,3,1,0,0,4,1,4,4,0,3,0
49,0,69,44,9,0,1,3,24,3,3,0,2,3,1,0,4,4,1,1,0,2,1,3,3,2,2,3,3,0,3,4,3,0,2,2,0,1,2,4,4,1,2,2,1,4,4,4,0,4
59,3,90,84,19,4,2,3,3,3,3,1,3,4,2,1,2,3,2,3,3,2,4,2,3,1,4,3,0,1,1,1,4,0,0,2,0,0,1,1,0,1,3,0,4,3,0,1,2,0
16,0,20,3,10,1,1,1,2,2,3,0,3,4,4,4,2,3,3,3,3,2,3,0,1,1,0,3,1,2,1,0,0,2,4,0,1,1,2,4,4,2,2,0,3,1,4,0,2,1
59,3,38,87,2,2,3,2,16,6,1,2,1,2,1,0,2,0,4,2,1,4,1,3,3,1,2,1,2,2,0,1,0,3,3,0,3,1,2,2,2,4,4,4,0,2,1,3,0,0
64,2,75,14,3,4,2,1,2,2,0,0,3,2,0,4,1,2,1,3,0,3,0,3,0,4,4,1,0,1,2,1,0,3,4,0,1,0,3,1,4,3,2,3,3,2,4,3,2,0
13,0,3,77,5,3,3,2,15,1,2,3,2,5,1,0,4,2,4,0,4,0,4,2,3,0,4,2,2,3,1,1,2,3,2,4,1,2,0,1,1,3,4,0,4,1,4,2,0,1
86,3,75,14,19,2,0,3,11,2,0,0,4,5,0,2,3,0,3,1,0,3,4,3,0,0,2,2,1,1,1,1,1,1,4,2,3,0,0,1,4,3,2,0,2,1,3,3,2,4
68,1,42,0,9,1,2,0,2,8,2,3,3,5,3,3,1,0,2,3,3,2,4,2,4,3,0,1,0,2,1,0,3,4,1,0,0,1,0,2,0,1,4,0,0,1,4,1,2,3
18,3,84,19,13,0,3,2,16,6,3,0,3,4,4,4,3,2,1,3,3,2,3,0,4,4,0,0,0,0,0,1,4,3,3,4,4,0,0,2,0,1,4,4,2,0,0,4,3,0
35,2,62,1,15,1,2,1,3,1,4,2,2,0,1,0,3,1,2,4,2,2,4,2,3,2,4,4,0,4,4,1,3,1,2,4,2,4,1,1,4,0,1,0,2,4,2,3,3,4
90,0,73,88,8,3,1,1,5,1,0,3,4,1,1,0,4,1,0,2,1,2,4,2,2,4,4,0,1,3,0,2,1,2,2,0,2,0,2,4,2,2,2,2,0,1,4,1,4,2
65,2,25,82,11,0,2,1,23,1,2,3,0,2,1,0,1,2,1,3,3,4,2,1,0,1,0,0,4,4,2,2,0,4,0,3,1,0,1,3,1,3,3,0,4,0,0,1,0,0
91,1,62,29,19,1,1,0,3,6,0,3,3,1,4,4,2,3,2,1,0,3,1,1,0,1,1,3,1,1,3,0,4,4,3,1,0,4,2,3,0,3,4,3,2,2,3,0,0,4
23,3,59,23,15,1,1,0,20,4,0,2,0,1,1,0,1,3,4,4,2,4,4,4,1,1,1,4,1,0,4,2,0,3,0,3,2,1,1,1,1,1,4,4,3,0,1,2,4,0
67,4,39,45,5,4,2,3,0,1,2,3,4,3,1,0,1,2,1,4,2,3,4,3,3,0,2,1,3,4,2,3,1,3,3,4,2,1,4,1,1,1,4,3,0,2,3,2,1,4
15,4,6,47,5,2,1,3,17,2,0,2,2,3,0,4,2,4,3,3,3,2,1,3,0,4,4,2,2,0,1,3,1,2,4,0,2,4,1,1,1,3,3,3,4,2,4,1,2,4
36,4,61,10,16,3,3,2,9,1,4,0,2,3,1,0,2,2,2,3,3,2,4,2,1,3,0,2,0,0,4,3,2,0,2,0,2,0,4,4,0,2,4,0,4,2,4,0,4,0
