column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40
72,0,31,69,8,0,3,3,13,0,2,1,3,2,0,0,1,4,2,3,4,4,2,1,3,1,1,0,4,3,3,1,4,1,2,2,3,3,3,0
98,1,10,86,5,0,3,0,5,1,4,2,0,2,2,3,2,3,0,2,3,1,2,0,3,4,2,4,2,1,4,4,0,3,4,2,3,4,0,4
31,4,70,44,11,0,1,3,23,5,2,2,0,3,1,2,1,2,3,0,1,4,1,0,4,0,0,3,0,4,3,0,4,1,0,2,2,4,1,1
25,4,81,0,13,1,3,0,13,7,4,1,3,5,3,4,1,0,0,1,4,3,0,2,4,1,1,1,0,3,1,0,2,1,2,4,2,3,1,0
54,4,90,63,17,1,0,0,22,0,2,2,1,1,3,4,3,4,2,3,1,2,3,1,2,0,0,1,0,4,4,1,0,2,1,3,4,4,2,0
26,2,92,6,5,4,3,3,14,7,1,0,4,2,3,4,4,1,0,1,2,3,2,1,1,1,4,1,0,2,3,0,2,4,3,4,4,4,3,1
44,4,50,4,9,2,0,0,22,0,0,1,2,4,1,2,2,0,2,3,1,0,1,1,4,2,0,1,4,3,4,1,4,0,4,2,3,4,0,1
65,1,59,94,12,2,1,2,22,9,3,0,3,1,1,2,3,2,0,1,1,0,3,0,2,3,2,1,2,0,0,3,3,3,4,1,3,2,0,0
3,1,64,1,7,0,3,0,23,3,0,2,4,0,1,2,1,0,0,1,2,2,4,0,4,1,4,1,2,0,1,0,1,3,0,2,4,3,0,4
73,2,90,63,4,0,3,2,22,9,3,1,4,0,4,1,0,2,2,3,2,2,4,2,4,2,4,2,4,2,2,3,3,2,1,3,4,3,2,2
52,0,20,75,5,1,1,1,19,1,0,0,1,0,1,2,1,1,1,2,1,3,4,2,4,0,0,1,2,2,0,0,2,2,3,3,3,4,1,1
81,2,90,63,17,1,0,1,17,7,4,1,4,4,4,1,1,4,2,3,4,1,1,1,0,3,4,1,4,4,4,1,1,4,3,2,4,4,4,1
93,4,8,82,8,2,1,1,7,8,4,1,0,0,1,2,4,4,4,1,0,3,1,2,1,2,0,1,1,3,0,0,3,0,1,4,2,1,0,0
72,0,17,90,15,3,2,3,16,0,4,1,4,4,1,2,1,4,2,0,3,1,1,1,1,0,0,1,4,4,0,3,0,4,0,3,1,0,3,3
15,1,40,35,3,4,0,0,14,0,0,0,1,0,4,1,3,1,0,0,0,3,4,1,4,4,4,4,2,1,4,1,0,1,1,2,4,2,3,2
8,2,14,54,0,4,0,1,0,7,3,1,2,3,1,2,2,2,3,0,0,4,1,4,1,3,4,3,3,1,0,0,1,4,2,1,1,3,3,2
84,4,21,41,8,2,2,3,5,4,4,1,3,5,4,1,2,4,4,4,0,0,1,1,4,0,2,2,0,3,2,1,0,3,4,3,1,4,1,3
97,3,84,92,9,1,3,1,4,1,3,3,4,4,2,3,4,4,4,1,3,1,0,0,1,1,0,2,1,3,2,4,2,4,3,2,2,4,3,2
41,3,42,91,2,2,2,0,11,8,0,1,2,0,2,3,3,2,4,4,3,2,1,4,1,1,4,3,0,4,2,3,2,4,1,4,4,0,0,0
94,2,29,99,8,4,1,3,4,0,1,2,3,3,1,2,1,3,4,1,1,0,0,0,1,1,4,2,0,3,1,4,4,1,3,4,3,4,2,4
67,4,68,32,5,4,2,1,11,0,3,2,4,0,3,4,3,4,2,0,4,3,2,0,2,0,0,1,4,4,3,1,0,2,4,3,3,4,4,3
63,1,96,77,5,0,3,3,24,4,3,1,0,4,1,2,2,1,1,0,2,2,0,4,4,4,4,2,1,2,4,1,2,3,0,4,3,4,4,0
84,4,72,11,5,4,2,3,20,8,4,1,0,0,2,3,1,2,3,4,3,4,1,0,2,4,0,1,3,4,4,3,0,4,0,3,4,2,3,0
76,2,60,0,5,0,3,3,5,4,3,1,3,1,1,2,1,0,0,1,3,2,0,1,1,2,0,0,0,3,1,1,0,1,4,3,2,2,3,1
73,2,5,13,12,0,3,3,14,7,2,2,4,0,2,3,3,0,3,1,0,3,1,0,3,1,0,2,0,3,1,1,2,4,3,2,3,0,4,0
84,4,43,66,19,3,1,0,13,7,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,1,2,4,4,0,2,1,4,0,4,2,3,0
74,1,35,71,19,3,1,3,10,6,4,1,0,0,1,2,4,0,3,2,0,3,4,4,1,1,2,1,3,4,3,4,0,2,4,0,1,4,1,3
17,4,41,79,7,1,2,0,5,1,3,1,0,4,0,0,1,4,2,4,0,2,0,0,2,2,1,0,0,2,0,4,2,1,0,4,1,0,3,0
75,3,18,97,7,3,1,3,1,2,1,1,4,4,2,3,1,1,1,0,1,0,1,0,1,0,3,1,2,0,2,3,3,1,0,3,4,0,0,3
92,1,35,71,9,2,0,3,24,4,1,3,4,1,2,3,1,0,0,4,1,2,0,2,2,4,4,0,0,1,0,1,3,4,0,4,2,4,3,1
95,0,23,42,15,3,0,0,3,6,0,1,2,4,1,2,2,2,3,4,1,0,0,4,1,1,1,3,3,0,4,4,0,4,0,4,1,4,1,0
28,0,4,70,7,1,2,2,13,2,0,2,4,0,4,1,4,4,4,4,3,3,4,1,0,0,1,2,0,3,2,3,1,3,3,0,4,4,2,0
89,1,34,17,16,4,0,3,20,8,4,1,0,0,2,3,4,1,0,0,0,3,1,0,3,4,2,0,0,0,0,1,1,0,1,0,0,0,1,0
46,0,7,56,12,2,1,2,18,9,2,2,3,0,0,1,4,1,2,3,0,4,1,2,0,1,1,0,4,4,4,1,3,1,0,0,1,4,2,2
12,4,82,74,6,2,2,1,17,7,3,1,4,3,1,2,2,4,4,0,0,2,1,0,2,2,1,2,1,1,1,4,2,3,2,1,1,1,0,1
72,0,95,52,8,0,3,2,13,2,3,1,3,0,1,2,4,2,1,2,1,3,4,2,1,1,1,4,1,4,0,3,3,0,1,2,3,1,3,2
6,4,4,70,12,4,2,1,24,5,3,1,4,0,2,3,4,0,3,4,3,2,4,2,3,2,3,1,0,1,0,1,0,2,1,3,3,2,4,2
26,2,13,15,8,4,1,3,0,1,0,1,4,5,4,0,4,3,2,2,0,0,1,3,1,3,1,1,1,1,1,4,2,1,3,1,0,0,4,3
63,0,96,2,18,4,3,1,1,5,4,1,2,1,1,2,2,0,2,1,2,0,3,4,1,0,1,1,1,1,3,1,4,3,4,3,3,4,2,4
73,2,12,49,1,4,2,1,5,2,4,2,3,3,1,2,2,4,4,4,3,3,0,2,1,3,4,2,1,3,0,2,4,3,0,2,4,4,2,1
22,3,97,46,17,3,3,2,9,7,1,0,1,5,3,4,4,1,0,0,1,3,0,2,1,1,2,1,2,0,1,0,2,4,3,4,3,3,1,3
92,1,54,16,14,3,3,0,13,7,4,0,1,2,1,2,1,1,1,1,1,1,2,0,4,1,3,4,0,4,2,1,1,2,4,2,4,4,2,0
57,2,92,6,5,0,3,0,18,4,4,1,2,1,4,1,1,2,3,0,2,2,3,2,0,2,3,3,0,4,2,2,0,3,1,3,3,4,2,2
57,2,17,90,8,3,0,1,18,9,2,3,3,2,4,4,0,4,0,0,1,2,2,1,2,2,0,0,0,3,4,1,1,0,2,2,3,0,2,3
25,4,17,90,7,3,1,3,12,2,4,2,0,2,2,3,1,0,0,1,1,3,2,2,3,4,2,1,2,4,0,3,3,3,3,2,1,3,4,0
63,1,3,24,19,3,1,3,4,8,4,2,3,3,4,1,4,0,3,1,0,3,0,2,0,4,2,3,0,2,3,0,2,2,1,3,3,3,1,2
92,1,36,0,9,0,2,3,14,7,2,1,4,4,1,2,4,2,1,4,3,2,1,0,4,4,3,1,1,0,0,1,1,4,4,2,3,3,1,2
36,1,34,17,2,1,0,0,6,4,0,2,4,1,0,0,1,0,0,4,1,1,0,1,2,4,3,1,0,2,2,1,2,0,1,3,4,0,4,0
28,1,67,3,6,3,0,1,19,1,4,0,4,2,3,4,4,2,1,3,1,1,0,1,1,1,3,2,0,1,4,0,2,4,4,3,3,0,2,4
8,2,61,30,9,2,0,0,15,9,2,1,4,4,3,4,4,0,3,4,0,0,1,3,2,1,0,1,3,4,3,1,0,2,1,0,2,4,0,0
4,0,27,96,18,0,2,0,13,7,4,0,0,0,2,3,4,2,2,0,1,3,4,0,3,1,1,1,4,2,4,0,1,3,3,3,3,4,1,2
35,0,35,71,16,1,2,1,15,2,2,1,0,3,0,0,4,0,0,4,2,4,1,3,2,1,1,1,2,1,0,3,3,4,2,4,3,3,1,3
25,4,58,51,12,3,2,0,1,9,3,3,1,4,0,0,3,2,4,4,1,2,0,3,2,0,1,3,0,0,1,3,3,4,3,0,3,0,2,1
43,1,22,0,12,4,2,3,14,7,0,3,2,0,4,1,1,0,0,0,3,0,4,3,4,4,3,0,2,3,1,0,0,1,1,3,2,0,4,2
81,2,35,71,5,0,3,1,12,5,3,3,4,4,1,2,1,4,2,1,2,0,2,3,4,2,0,0,0,3,3,1,0,2,4,0,3,2,4,2
91,0,73,9,1,1,1,3,2,7,4,0,1,0,3,4,3,0,3,2,0,2,4,2,2,1,0,3,0,1,3,0,1,3,1,0,3,0,2,4
50,0,65,0,8,0,3,0,24,9,4,2,2,5,2,3,1,4,2,2,1,0,4,0,2,1,1,0,0,3,1,1,0,1,0,2,1,1,1,1
37,2,79,26,10,3,2,1,8,7,2,1,4,4,1,2,4,3,2,4,3,3,0,2,1,3,4,1,0,1,2,1,1,3,3,2,4,0,4,3
9,3,75,76,12,0,3,3,22,7,4,1,3,5,1,0,4,2,1,2,2,1,2,3,2,4,0,4,1,4,2,0,1,4,4,4,3,3,3,2
99,2,99,1,16,3,0,1,19,1,2,1,4,0,0,0,0,1,1,4,1,3,2,3,2,2,4,3,0,0,1,0,2,1,2,3,0,4,1,3
24,4,84,92,18,3,2,3,24,4,3,1,4,0,1,0,4,0,3,4,0,4,1,3,0,2,1,1,0,2,2,0,0,4,4,0,4,4,3,3
36,1,20,75,4,1,0,3,1,2,3,2,4,1,1,2,4,2,1,4,1,2,3,0,1,1,3,3,1,0,2,4,3,3,0,4,4,0,4,2
21,0,56,48,7,3,1,3,10,6,3,1,4,0,1,2,4,2,1,1,1,2,3,4,4,1,0,4,1,2,4,2,2,0,4,3,2,2,1,3
51,1,0,31,19,1,3,0,13,7,0,1,0,5,0,1,1,4,2,1,2,0,1,1,0,4,3,0,4,1,0,1,2,4,4,2,2,2,3,2
47,3,11,1,14,0,3,1,19,1,4,1,1,3,2,3,4,4,4,1,0,4,1,0,3,2,2,0,4,0,1,3,1,2,4,2,2,0,0,1
1,4,61,30,16,0,3,0,3,6,0,1,4,5,4,1,2,4,4,1,1,3,0,3,4,2,0,2,4,2,3,4,0,2,1,4,1,4,3,3
36,1,62,78,18,3,2,3,21,9,4,0,4,2,4,1,1,4,2,1,0,1,0,2,0,4,2,0,0,3,4,1,3,4,1,4,0,2,4,1
66,3,78,60,15,4,3,1,24,6,3,1,4,0,2,3,4,0,3,1,2,3,4,2,3,1,2,3,0,1,3,0,0,1,4,4,4,0,4,4
40,0,33,22,15,4,3,3,12,8,3,2,4,1,0,0,2,4,4,1,1,1,3,1,1,2,1,1,0,2,4,0,3,4,4,3,3,4,2,0
76,2,34,17,15,3,2,3,13,2,2,1,3,2,2,3,4,4,0,4,2,0,2,4,3,2,4,1,3,0,2,0,4,2,0,2,2,0,0,0
11,0,97,46,5,0,3,0,5,1,3,3,0,0,0,0,2,4,0,1,2,3,4,0,1,1,0,1,2,1,1,2,2,4,0,0,3,2,4,0
36,1,35,71,2,4,0,1,0,7,3,2,1,5,4,1,1,3,4,0,1,0,2,1,0,4,2,1,2,4,3,1,1,2,3,4,3,4,3,0
77,1,32,65,0,3,0,3,3,2,3,2,3,2,1,2,3,1,0,4,1,1,2,2,4,0,3,1,2,1,0,3,3,3,4,0,3,0,0,1
86,2,31,69,8,0,3,0,1,9,3,1,2,3,1,2,4,3,2,0,1,4,2,0,1,2,0,0,0,3,0,1,1,3,2,4,0,0,1,2
81,2,68,32,16,1,2,1,1,5,4,3,4,3,1,2,1,4,2,4,3,3,0,4,4,3,4,0,4,1,1,0,4,4,0,3,3,4,1,1
2,2,63,0,8,0,3,0,15,9,2,1,4,4,4,1,4,4,4,1,2,1,0,2,0,2,4,1,1,3,0,3,3,0,4,1,0,4,4,2
73,2,91,21,12,1,0,1,10,6,4,1,4,1,2,3,1,2,3,0,0,0,3,0,2,3,4,3,0,3,2,4,4,2,1,0,2,2,2,2
41,3,6,73,5,0,3,3,23,5,3,2,4,1,1,2,2,0,2,2,1,2,3,2,1,1,2,0,4,2,0,2,4,3,3,4,3,3,1,1
91,0,39,68,18,4,3,3,16,0,1,1,0,2,4,1,2,4,4,3,3,1,0,4,0,0,1,2,0,2,0,1,4,3,3,4,1,3,1,3
74,1,44,8,11,0,1,3,14,7,4,1,4,4,1,2,4,2,1,1,1,0,1,4,4,4,3,3,1,1,1,0,1,3,4,2,3,3,4,3
57,2,38,2,8,1,1,1,0,7,3,3,3,1,0,0,4,4,4,3,1,2,0,3,2,3,4,2,0,2,3,0,2,2,4,2,0,0,3,2
46,1,80,95,12,2,1,0,12,4,4,0,4,2,3,4,2,0,2,2,1,1,0,1,0,4,3,0,1,1,1,0,1,2,3,4,1,0,1,0
0,3,16,87,13,3,2,1,3,6,4,1,4,4,3,4,2,0,2,4,3,2,0,3,0,2,2,2,4,0,3,0,0,2,4,1,0,0,4,0
9,3,13,15,11,3,3,3,16,1,3,2,3,2,0,3,4,3,2,1,2,4,2,1,4,1,2,1,4,1,1,1,0,0,3,0,3,0,4,3
12,4,8,82,17,1,0,0,5,1,3,2,3,2,2,2,1,0,0,4,1,2,2,2,2,2,1,4,0,2,2,4,2,0,0,0,2,4,4,0
40,0,87,5,0,4,0,0,15,9,3,1,4,0,1,2,3,1,0,0,0,1,2,3,4,0,1,1,0,0,2,3,0,2,2,3,1,1,3,0
66,3,50,4,16,2,1,0,4,2,3,1,1,4,1,2,1,0,0,2,1,2,1,1,4,1,4,2,0,4,0,3,3,1,0,4,0,0,1,1
83,0,24,12,8,1,1,3,13,0,3,3,4,4,3,4,1,1,1,1,1,0,1,1,2,1,1,1,0,1,4,2,0,4,0,3,0,4,1,0
13,2,1,58,19,2,0,3,10,6,1,2,4,2,0,0,2,1,1,0,1,1,2,3,0,2,4,2,0,0,0,2,1,4,2,2,4,1,3,0
37,2,88,93,11,2,1,2,14,8,3,0,3,1,1,2,2,0,2,1,0,0,0,4,1,3,0,3,0,2,1,1,4,3,0,4,3,4,2,0
73,2,56,48,18,3,2,3,2,7,4,3,3,0,3,4,2,1,2,1,3,2,4,1,0,3,4,0,4,2,2,0,1,1,4,4,3,4,1,4
43,1,35,0,19,3,1,2,20,6,3,1,4,0,1,2,2,0,2,2,0,2,3,2,4,4,3,0,0,1,2,4,4,3,0,0,3,0,4,1
71,3,91,21,13,0,1,0,2,3,3,0,2,3,0,0,1,1,1,2,1,4,1,3,1,3,4,4,0,3,2,0,1,0,3,3,4,0,0,2
0,3,21,41,14,2,0,1,16,0,0,1,4,5,1,2,4,4,4,3,1,1,1,2,4,4,0,0,3,4,2,2,4,1,3,4,0,4,3,0
94,2,44,8,0,0,3,0,3,0,4,1,4,4,1,2,3,3,1,1,0,0,0,2,4,1,4,4,2,1,4,1,4,1,4,1,3,4,1,2
0,3,55,81,12,2,1,2,2,5,2,1,4,4,2,3,1,4,2,0,0,0,2,2,2,1,1,0,0,0,1,2,4,4,3,3,1,1,3,1
63,0,43,66,16,3,0,0,13,7,1,1,0,1,2,3,2,1,1,0,1,1,1,2,3,0,0,3,0,4,0,0,2,1,0,0,3,0,3,2
54,4,48,20,12,1,0,3,24,4,3,1,3,1,1,2,1,3,4,0,1,1,3,4,1,2,2,0,0,4,0,0,2,2,4,2,1,0,4,0
76,2,12,49,16,2,1,3,4,8,3,2,3,1,1,0,4,0,3,2,1,2,2,1,0,3,0,3,0,3,0,1,0,4,1,4,2,4,1,2
99,2,98,45,2,2,2,1,13,1,2,1,0,3,1,2,4,1,0,4,1,4,1,4,1,3,4,0,2,4,4,1,0,1,4,2,1,0,0,2
58,1,84,92,3,2,2,3,3,0,3,0,1,2,1,2,0,4,0,4,3,1,1,3,2,1,3,1,2,2,1,1,0,1,1,2,0,1,4,1
63,1,74,98,15,1,1,1,19,1,0,1,2,4,3,4,1,4,2,0,0,2,1,3,3,4,2,1,1,4,0,4,2,4,2,0,3,0,4,0
67,4,25,40,1,0,2,0,8,0,2,3,4,3,0,0,1,0,0,4,3,2,1,3,0,2,1,0,0,0,0,2,0,0,4,2,3,3,0,3
9,3,44,8,4,3,2,0,22,0,3,1,1,4,0,0,3,0,3,4,4,2,1,1,0,4,2,1,3,1,4,2,4,1,0,1,2,1,3,0
58,1,8,82,16,3,0,3,8,5,0,1,4,5,0,0,1,4,2,0,0,3,1,0,0,0,3,1,4,2,1,2,0,3,3,2,1,4,1,2
51,1,76,62,5,3,1,1,4,1,0,1,4,5,0,0,1,4,2,2,0,3,0,3,0,4,0,0,4,4,3,0,2,0,2,0,4,4,3,0
53,2,43,66,4,4,2,3,18,3,3,2,4,1,3,4,1,3,4,3,3,0,3,2,1,2,0,1,0,1,4,2,1,1,4,2,1,3,1,1
79,0,48,20,3,3,1,3,19,2,3,3,3,1,1,2,2,0,2,2,1,0,0,0,2,1,1,1,1,1,2,3,3,2,0,2,4,2,0,3
0,3,18,97,0,1,2,3,4,0,3,1,3,1,2,2,2,1,1,4,3,1,0,3,4,2,2,4,0,0,0,2,4,0,0,1,1,0,1,0
42,2,84,92,3,0,0,1,1,5,3,1,4,0,2,3,4,4,0,0,0,2,0,2,3,2,4,1,2,0,1,1,0,1,4,2,4,4,1,2
81,2,86,39,4,0,3,3,19,0,3,1,2,3,4,1,1,0,0,1,2,4,1,1,0,1,1,1,0,2,0,2,0,3,1,3,1,4,4,1
69,2,73,0,11,2,0,2,15,4,0,1,0,5,3,4,0,1,1,0,1,0,2,1,0,3,0,4,1,2,1,1,2,2,4,0,3,4,1,0
50,3,36,89,13,3,0,0,1,2,0,2,4,1,0,0,4,0,3,3,1,1,0,3,0,2,3,3,0,3,2,4,3,3,0,2,3,1,3,3
36,1,68,32,15,4,3,0,11,8,0,1,4,5,4,2,1,0,0,0,1,1,1,3,1,4,3,4,0,1,1,0,2,0,0,3,3,4,3,0
36,1,87,5,15,3,2,0,23,3,0,2,4,1,3,4,1,1,1,4,3,0,3,3,0,4,3,4,0,0,4,0,2,4,0,4,1,2,3,2
51,1,92,6,12,3,2,1,20,4,3,1,4,0,1,2,1,4,2,4,0,2,2,4,1,4,3,0,0,4,0,1,0,4,4,1,4,4,3,2
89,2,98,45,15,1,1,2,7,1,3,1,2,3,3,4,4,4,4,2,1,4,0,1,1,1,4,2,1,0,3,0,2,3,4,3,1,1,2,0
35,0,84,92,6,3,0,3,12,8,4,1,3,5,0,0,4,4,4,0,1,3,1,2,2,1,0,1,1,2,2,4,2,3,2,3,3,0,3,2
57,2,18,97,8,4,1,3,10,6,3,1,4,0,4,1,1,2,3,1,1,3,0,1,0,2,4,1,1,1,4,0,0,4,0,1,1,2,1,0
74,1,97,46,14,3,3,0,5,1,4,1,3,5,1,2,1,1,1,0,2,0,0,4,4,1,2,4,2,0,1,2,2,1,4,3,2,0,4,0
36,1,97,46,19,4,2,0,9,5,2,3,4,3,3,4,1,2,3,0,0,4,0,1,2,4,2,3,3,1,1,2,4,3,0,3,0,2,0,2
27,3,98,45,15,4,0,0,19,4,1,1,4,4,0,0,3,4,2,0,1,0,2,1,3,1,2,1,4,4,3,1,2,4,4,2,1,4,0,0
57,2,79,26,12,3,2,1,23,8,0,0,1,0,0,0,2,2,2,1,3,2,1,3,1,3,4,1,4,2,0,1,2,3,3,3,3,4,2,1
55,4,23,42,5,3,1,0,16,6,3,3,3,1,1,2,1,1,1,2,0,2,3,0,4,1,0,1,1,3,4,4,0,4,1,1,3,0,1,0
79,0,46,14,1,4,2,3,19,2,4,0,2,3,4,1,1,0,0,4,2,4,0,2,0,1,1,0,2,1,1,3,1,1,2,1,0,3,3,4
79,0,74,98,6,4,1,2,5,3,1,0,3,0,2,3,1,2,3,1,0,0,4,0,2,1,1,3,3,4,0,3,1,1,1,0,0,3,3,0
87,3,34,17,1,1,1,0,4,2,4,1,4,5,3,4,4,4,3,1,0,2,1,2,0,1,3,4,0,2,1,3,1,1,1,4,2,4,3,3
7,1,32,65,0,0,3,2,17,7,4,0,4,2,0,0,1,2,3,1,2,2,4,3,0,1,3,0,3,1,0,0,2,3,0,0,1,1,0,0
8,2,43,1,5,3,0,1,0,7,3,1,4,0,2,3,2,2,3,4,0,4,4,0,3,2,0,3,0,1,1,1,2,3,0,1,2,2,0,2
10,3,4,70,1,3,3,2,13,2,1,0,3,0,4,1,0,1,1,1,2,2,4,2,0,1,2,4,0,3,2,4,2,2,4,3,3,4,1,2
68,0,78,3,12,3,2,1,4,1,4,1,2,1,1,2,2,1,1,4,3,0,3,2,1,1,0,2,1,1,0,4,2,3,4,0,3,4,1,3
28,1,24,12,15,4,3,3,8,5,1,1,4,4,4,4,1,3,4,0,2,2,0,1,2,4,3,1,0,4,4,4,4,4,4,1,2,0,4,0
22,3,71,83,6,3,0,0,15,0,2,3,0,5,3,4,1,4,2,0,1,4,2,1,2,1,2,1,0,4,0,1,0,0,0,3,1,3,3,0
89,1,70,44,3,0,0,3,19,2,3,1,2,3,4,1,2,4,4,4,1,3,1,2,4,1,3,0,0,4,3,3,3,2,0,2,3,0,1,3
74,1,95,52,0,3,0,1,14,9,2,2,4,0,1,2,1,3,4,1,0,3,4,4,4,1,0,0,0,0,0,3,3,4,4,4,1,4,1,0
26,2,85,28,16,4,3,1,19,1,4,1,3,5,4,1,0,2,2,0,1,3,2,2,4,3,4,0,4,4,0,4,2,4,4,0,2,0,3,4
50,0,80,95,5,3,1,3,10,1,4,1,2,1,2,3,3,1,0,1,1,0,3,0,3,1,1,1,3,0,0,4,2,1,3,3,2,0,2,2
49,4,66,23,0,3,0,3,10,0,4,1,4,3,2,3,1,1,1,4,0,4,1,0,2,2,2,1,1,2,0,2,0,4,1,3,2,4,4,0
79,0,31,69,19,1,0,3,20,8,2,2,1,1,1,2,1,0,0,4,1,2,2,4,4,1,1,1,2,3,0,0,2,4,0,4,0,3,3,1
67,1,5,13,2,0,1,0,20,0,3,2,2,5,0,0,1,2,3,2,1,3,2,0,2,1,2,2,0,0,0,1,0,3,4,3,4,0,1,0
56,3,55,81,1,4,2,2,11,6,0,1,3,1,2,3,1,3,4,4,3,2,0,0,3,1,2,0,0,0,1,4,0,3,4,1,0,4,3,4
67,4,88,93,0,3,0,0,4,2,3,2,3,2,1,2,4,2,1,3,1,1,2,0,1,0,0,4,0,1,3,3,3,2,1,2,3,4,4,0
67,4,87,2,17,1,0,1,15,2,3,2,2,5,0,1,1,2,3,0,0,1,4,1,0,2,1,3,0,0,0,3,3,0,0,0,2,4,1,0
40,0,18,97,19,2,0,0,16,6,3,1,1,4,4,1,1,3,4,3,1,0,1,2,4,0,1,4,0,1,0,0,4,3,1,1,4,4,2,1
79,0,55,81,8,3,0,0,10,2,3,2,4,1,1,2,4,4,4,0,0,2,2,4,1,0,1,1,1,1,1,4,3,3,4,3,2,1,4,0
64,3,24,12,7,4,3,0,24,9,3,0,3,1,1,2,1,3,0,0,2,0,2,2,1,1,2,1,0,2,3,0,0,3,3,4,4,1,1,1
57,2,93,53,17,3,1,0,13,7,4,2,2,5,1,2,1,0,0,3,0,0,0,3,4,3,4,0,2,0,3,1,1,0,0,2,0,4,1,0
10,4,12,1,3,4,0,0,6,4,0,0,2,4,1,2,1,4,2,2,4,0,0,3,4,0,0,0,1,1,0,2,0,3,3,2,2,0,1,3
3,1,2,27,12,3,2,1,16,0,4,1,0,0,1,2,1,1,0,0,3,3,4,2,4,4,2,0,0,0,2,2,4,2,0,1,3,4,3,4
8,2,56,48,12,0,3,0,1,9,4,1,2,2,1,0,2,0,2,1,3,3,2,3,1,3,4,0,1,3,0,3,0,2,4,1,3,0,4,0
19,0,99,34,9,0,2,3,12,8,2,3,2,1,0,0,1,4,2,4,3,2,3,1,2,0,1,1,4,3,3,1,4,2,0,1,0,0,1,3
8,2,21,41,12,3,2,3,20,8,4,1,2,1,3,4,2,4,4,0,3,2,3,1,2,2,4,0,4,3,1,1,4,3,4,4,4,3,4,3
91,0,11,88,15,0,2,0,6,0,2,2,1,1,3,4,1,4,2,4,3,0,3,1,3,1,1,1,1,0,3,0,3,2,3,3,4,4,1,0
90,3,8,82,7,0,3,1,4,1,4,1,4,4,0,0,1,0,0,1,0,2,0,1,1,1,0,1,2,0,2,0,0,4,0,4,1,2,3,2
84,4,29,99,19,1,3,0,7,7,2,2,2,5,4,1,1,4,2,3,2,1,2,2,0,0,0,1,0,3,3,1,2,1,3,2,4,4,3,0
64,3,35,71,4,3,2,2,2,0,4,0,2,3,4,1,3,0,3,4,3,3,0,2,0,0,2,0,0,4,0,2,0,1,0,3,1,1,4,3
69,2,10,86,0,1,2,0,5,2,2,1,1,0,0,0,1,4,2,4,4,3,4,3,0,2,0,1,0,4,3,3,3,3,3,3,2,4,2,2
53,2,31,69,5,0,3,0,15,9,3,1,4,0,1,2,2,0,2,1,3,2,1,3,1,1,0,1,4,3,0,3,3,0,4,1,3,0,1,3
39,4,78,60,9,3,2,0,5,1,4,0,2,3,0,0,1,3,4,0,0,4,3,1,2,4,1,1,1,0,3,1,0,2,0,2,3,4,4,0
12,4,80,95,12,3,2,2,4,4,3,2,2,5,2,3,2,2,3,4,2,3,2,2,1,2,0,1,3,2,1,1,2,1,3,2,2,0,1,0
47,3,91,21,16,1,2,1,22,0,0,1,4,5,3,4,4,4,4,4,1,4,2,1,0,1,0,1,0,0,1,2,0,2,2,3,0,4,0,4
50,3,46,1,4,3,2,1,0,7,0,0,4,2,1,0,0,2,0,4,0,2,0,3,2,0,3,0,3,1,0,0,2,4,0,1,2,2,3,3
67,4,31,69,19,1,3,0,3,6,4,1,4,4,1,2,4,4,4,3,2,3,1,4,1,2,2,2,1,3,3,0,0,0,0,3,3,0,2,0
92,1,34,0,0,1,2,0,4,4,3,2,4,1,4,1,1,2,2,4,3,2,3,1,0,4,2,1,4,0,1,1,2,2,0,2,2,0,4,4
23,2,63,67,6,1,3,3,20,8,0,1,1,0,1,2,2,4,4,1,4,3,3,4,4,2,0,2,0,4,1,0,2,4,4,0,1,3,1,1
49,3,74,98,19,0,1,1,10,6,4,1,4,4,4,1,1,1,1,2,0,0,1,3,4,0,2,4,0,1,3,2,4,4,2,1,1,2,2,0
5,0,35,71,7,0,3,3,3,0,4,1,4,1,4,1,1,2,3,1,2,2,3,1,4,0,0,1,3,4,0,2,0,2,4,4,0,4,1,3
81,2,60,80,18,4,3,0,5,1,3,1,0,2,4,1,2,2,3,3,2,3,0,1,4,2,1,0,0,1,4,1,2,0,1,4,0,4,1,3
80,3,35,71,6,2,2,1,3,6,4,0,2,3,1,2,1,2,1,4,0,1,0,0,4,1,2,4,0,1,2,4,0,3,0,1,2,4,0,3
61,2,10,86,2,3,1,0,18,3,3,1,3,1,0,0,1,2,3,2,0,1,0,0,0,3,4,0,3,1,1,0,1,0,3,2,4,4,3,0
60,4,55,81,18,0,2,2,10,3,0,1,2,0,2,3,1,0,0,4,3,3,1,2,3,3,4,4,2,1,0,0,4,3,4,3,2,0,2,1
0,3,90,63,15,3,2,0,8,3,4,2,2,5,4,1,4,1,0,4,3,0,0,2,0,3,0,3,1,4,0,0,0,3,3,4,4,1,3,4
95,0,72,11,12,2,1,3,20,8,1,1,3,3,2,2,3,1,0,2,1,4,1,4,1,2,1,2,2,4,1,2,2,0,0,2,3,0,1,0
