column1,column2,column3,column4,column5,column6,column7,column8,column9,column10
77,0,71,61,1,0,4,2,2,3
83,2,88,70,3,3,2,4,2,2
49,4,72,49,0,0,0,3,2,3
14,3,80,66,1,3,2,3,0,1
77,0,45,43,3,1,0,3,2,0
55,0,46,0,1,0,2,2,0,1
9,1,5,3,4,2,0,3,1,3
14,4,49,3,4,2,2,3,2,4
54,2,97,37,0,0,1,0,4,3
25,4,56,1,2,0,0,1,1,2
1,2,59,40,0,0,0,0,4,3
52,0,86,55,4,0,4,4,1,3
95,4,87,17,0,0,2,3,3,3
46,3,1,50,0,2,2,1,3,4
96,2,64,0,2,1,0,0,2,3
72,4,28,47,2,1,2,3,3,1
76,3,59,2,2,2,2,2,1,1
2,4,34,79,0,4,1,2,0,3
56,4,54,6,3,1,0,1,4,0
35,4,84,4,3,0,1,3,0,3
68,4,9,52,0,3,1,3,2,3
33,0,57,7,2,1,0,2,2,0
93,2,99,83,3,3,0,0,0,0
9,1,99,83,2,4,3,3,3,0
25,4,87,17,4,0,0,3,2,4
77,4,99,83,0,4,1,2,4,0
7,4,9,52,0,3,2,2,1,2
83,2,8,54,0,0,2,0,0,1
83,2,0,0,1,1,0,1,0,3
85,3,23,12,4,3,0,3,2,2
34,3,66,36,0,0,2,3,1,4
34,3,99,83,0,3,1,3,3,1
74,0,29,0,0,0,4,4,2,3
98,2,21,56,0,2,0,0,4,1
57,0,31,0,1,1,2,2,3,3
31,2,13,1,0,0,3,0,3,0
47,0,58,0,1,1,4,2,2,0
18,3,78,77,0,0,2,3,4,0
83,2,65,90,0,1,1,2,4,0
46,3,56,1,2,4,2,2,3,3
63,1,9,52,2,1,0,3,2,3
88,1,71,61,4,0,3,4,0,0
62,0,79,0,1,0,4,2,3,3
82,4,72,0,1,0,0,3,0,1
31,2,51,18,2,0,2,4,4,4
14,4,97,37,3,4,1,2,1,4
78,4,37,10,3,0,1,3,2,4
2,3,67,57,1,1,2,1,2,0
40,0,87,17,1,0,0,2,1,3
49,4,21,56,4,1,1,3,0,3
12,1,30,88,3,4,3,4,2,3
21,2,38,19,0,4,0,0,2,0
58,1,60,14,0,0,1,4,3,2
53,3,0,8,1,0,2,1,4,2
64,4,80,66,1,3,2,1,3,2
83,2,60,14,3,0,0,0,1,1
86,4,70,41,0,0,3,3,3,0
96,2,98,92,2,1,2,4,2,4
72,4,0,8,1,1,0,2,3,3
26,2,13,2,2,1,2,0,3,4
81,3,45,43,0,0,0,1,3,3
53,3,13,2,2,4,2,2,4,1
54,2,12,81,2,1,4,0,3,2
44,1,52,99,3,1,3,4,2,0
57,3,38,19,0,3,0,3,4,2
27,3,75,89,0,4,0,2,1,1
8,2,87,17,4,2,0,4,3,2
66,2,0,8,1,3,0,3,2,3
95,4,22,67,1,1,1,2,4,3
12,1,66,36,3,0,0,4,2,3
64,2,84,4,0,2,0,0,4,2
7,0,8,54,4,3,2,0,2,1
31,2,10,3,0,0,2,0,3,2
93,2,79,97,0,3,0,0,2,1
67,0,92,73,3,4,4,2,2,1
35,4,34,79,0,3,1,3,3,2
29,0,45,43,3,2,2,4,2,3
32,4,30,88,3,3,1,3,4,3
46,3,69,45,0,4,2,2,4,0
1,2,94,62,3,2,0,4,2,3
65,3,83,86,3,0,0,1,1,1
85,2,43,0,1,0,2,0,3,3
81,0,70,41,1,0,4,2,4,3
79,1,33,48,0,4,3,1,1,3
14,4,98,0,1,1,1,3,3,0
61,3,18,2,3,4,2,2,0,0
53,3,29,6,3,2,1,2,4,1
37,3,39,2,3,4,1,3,3,3
91,4,11,78,2,0,1,3,4,1
27,3,0,0,4,0,0,2,2,2
73,1,13,2,3,0,3,2,3,3
73,0,62,29,1,3,2,2,4,4
60,2,30,0,4,0,0,0,0,4
26,2,16,71,3,2,0,4,2,3
31,2,43,3,4,2,2,0,2,0
65,3,41,91,0,3,2,1,2,3
71,3,39,27,0,3,0,1,3,0
89,3,79,97,4,2,0,3,4,3
28,1,30,88,0,1,3,4,3,3
51,0,2,0,1,0,0,2,1,3
40,2,20,15,3,3,0,0,2,3
14,4,13,2,3,3,0,3,2,3
83,0,22,67,4,4,0,0,3,3
76,3,2,34,3,3,0,1,4,0
13,3,46,0,4,1,2,2,2,2
75,2,43,0,1,1,0,4,1,0
72,4,72,49,4,1,0,2,4,1
96,2,29,33,4,4,1,1,0,3
80,1,42,82,1,4,3,4,0,4
20,2,0,8,0,0,2,0,1,4
44,1,27,84,0,0,1,4,1,4
42,4,7,0,0,0,1,1,0,3
81,3,91,64,0,0,2,1,1,2
76,2,59,40,0,2,3,2,1,3
58,1,16,0,1,1,3,4,3,1
53,3,2,34,0,3,2,2,4,4
52,0,41,91,0,1,0,2,2,1
21,3,29,33,1,2,2,2,3,3
81,0,72,49,0,1,0,0,3,1
12,1,2,34,3,0,0,3,4,0
78,4,58,30,0,1,0,3,1,0
56,4,31,5,2,0,0,3,3,0
40,2,0,8,2,0,0,0,0,4
38,0,99,83,3,1,0,2,4,2
11,2,79,97,0,0,0,0,3,0
31,2,85,26,0,2,1,0,2,3
31,2,75,89,1,0,1,3,4,4
39,2,21,2,2,4,0,2,0,1
0,1,1,50,0,4,0,2,3,2
94,3,68,63,2,3,2,1,1,3
5,0,61,53,3,0,4,2,1,0
40,2,94,62,3,4,0,4,4,3
63,1,54,0,1,0,3,4,2,2
6,3,64,95,1,1,2,2,3,0
35,4,80,66,0,3,1,1,3,2
71,2,57,0,0,0,0,1,1,1
70,3,55,46,1,3,2,2,2,2
26,2,53,31,0,3,3,3,2,3
3,3,2,34,3,4,0,3,4,2
38,0,40,74,4,1,4,2,1,3
16,1,55,46,0,2,3,0,2,3
5,0,68,63,2,1,4,0,0,3
57,3,70,1,0,0,2,1,3,4
42,4,77,11,1,1,1,3,2,2
60,2,18,51,0,2,0,4,3,1
79,1,80,66,4,0,0,3,4,0
40,2,38,19,1,4,3,0,2,0
54,2,0,8,1,3,0,1,2,2
47,0,5,25,1,0,0,2,1,0
58,1,50,1,2,0,3,4,4,4
31,2,83,86,2,1,0,0,1,3
89,3,92,73,4,1,2,1,3,4
11,2,23,12,0,3,1,0,2,3
58,1,87,17,4,2,3,2,3,1
24,0,0,8,1,4,0,2,3,1
4,0,1,2,3,4,2,0,2,0
4,0,16,71,0,3,0,2,1,3
49,4,35,65,1,2,1,3,3,0
13,3,20,15,3,3,2,2,1,3
0,1,1,50,0,3,3,4,0,0
5,0,50,28,2,4,0,3,4,0
1,2,40,74,4,2,0,0,4,3
48,2,34,0,1,1,0,0,1,3
25,4,46,87,3,2,2,3,4,3
3,2,71,61,0,3,0,0,3,3
59,2,93,20,2,4,0,3,4,3
46,3,34,79,0,3,0,2,3,0
90,1,20,15,3,3,3,1,2,1
86,4,26,39,2,1,0,3,3,2
34,3,28,47,2,0,2,2,4,3
61,3,2,34,3,4,0,2,1,3
45,1,73,76,0,1,3,4,4,2
4,0,39,27,1,3,0,2,1,3
33,0,40,74,1,0,4,4,2,3
94,3,74,16,1,0,0,1,0,2
62,0,50,28,2,4,4,2,0,3
61,3,72,49,0,0,2,2,0,4
11,2,25,98,0,0,2,0,1,0
72,4,8,54,4,4,1,1,1,3
18,3,28,47,3,0,2,1,2,4
92,0,16,71,0,1,2,4,2,0
2,1,81,85,4,4,1,4,4,0
39,2,51,18,2,4,0,4,0,3
39,2,95,80,1,3,0,3,0,4
59,2,15,22,3,4,3,0,2,3
55,0,45,43,0,0,0,2,3,3
1,2,13,2,2,0,0,0,1,3
27,3,81,85,2,4,2,2,2,2
47,0,72,49,4,2,4,2,2,1
49,4,45,43,3,1,1,3,4,3
25,4,1,50,0,2,0,4,2,0
52,0,42,82,0,1,4,2,2,1
86,4,52,99,3,1,1,2,4,3
12,1,6,72,4,0,0,4,3,4
36,1,36,3,4,2,3,4,3,4
20,2,61,53,0,4,0,1,2,2
29,0,97,0,0,0,4,2,2,1
31,2,94,62,4,0,2,0,0,2
96,0,29,33,1,4,0,2,3,2
59,2,19,44,0,1,0,0,4,0
35,4,87,17,0,0,2,3,2,0
35,4,78,77,1,4,1,2,0,2
54,2,26,39,0,0,2,0,2,2
71,2,83,86,2,2,3,4,2,3
47,0,93,20,3,3,2,2,0,3
60,2,82,75,1,0,3,0,4,0
59,2,30,88,4,0,1,0,2,3
61,3,45,43,0,1,0,2,0,0
18,3,94,62,3,2,0,2,0,3
20,0,39,27,1,0,4,3,4,2
6,2,43,0,2,0,0,4,0,4
61,3,45,43,0,1,2,2,1,0
35,4,19,44,1,1,0,3,4,4
85,2,61,53,0,3,2,4,0,3
21,2,93,3,4,2,2,3,1,0
37,3,26,39,2,0,2,2,4,1
68,4,73,1,2,1,1,2,4,3
1,2,99,83,2,4,3,4,1,3
34,3,78,77,2,4,2,2,4,3
54,2,0,8,0,0,3,2,0,3
88,1,90,13,1,0,1,2,4,1
58,1,24,35,3,2,0,1,3,0
17,0,19,44,4,3,4,2,4,1
0,1,0,8,1,0,1,1,3,0
13,3,6,72,0,0,3,2,4,4
25,4,66,36,0,2,0,4,3,3
85,2,44,24,2,0,2,1,0,4
16,0,91,64,0,0,0,2,3,2
77,0,1,50,0,2,4,2,1,3
5,0,30,88,0,4,0,2,2,3
49,4,45,43,0,0,1,3,4,0
22,1,66,36,3,0,2,4,4,3
89,0,91,64,0,0,4,2,4,2
78,4,43,0,1,1,0,3,4,3
86,4,61,53,3,3,2,3,2,3
92,0,37,10,3,2,0,2,4,0
45,1,83,86,4,3,1,4,1,0
7,0,19,44,2,3,4,2,0,3
23,4,40,74,2,0,0,3,0,2
55,0,97,37,4,4,4,3,4,3
59,2,69,45,3,2,0,0,2,1
33,0,99,83,0,4,4,0,0,0
86,4,28,47,2,1,2,3,4,3
27,3,98,92,0,0,2,2,0,4
33,0,74,16,0,1,4,2,4,3
31,2,79,97,0,2,0,0,2,4
9,1,92,73,3,1,0,4,2,3
65,3,77,11,0,1,0,2,2,3
54,2,3,68,2,0,0,0,2,1
11,2,32,42,0,4,1,2,1,4
35,4,14,23,0,2,2,3,0,3
57,3,15,22,3,3,0,1,1,3
41,3,85,26,0,2,2,2,1,3
48,2,98,92,0,4,4,0,2,2
41,3,2,34,2,4,2,1,0,2
70,0,34,79,0,1,4,2,4,1
23,4,49,94,4,1,1,2,4,2
95,4,30,88,1,0,1,1,4,0
14,4,58,30,2,2,0,3,0,4
83,2,73,76,1,0,1,0,0,0
5,0,44,24,0,3,4,3,0,4
28,1,19,44,3,4,1,4,4,0
85,2,19,44,4,3,0,4,4,2
26,2,86,55,0,3,4,4,0,4
82,4,0,8,1,4,2,3,0,1
26,2,86,55,1,3,4,3,3,4
42,4,94,62,4,2,1,3,2,3
0,1,90,13,0,1,3,4,3,0
28,1,93,20,1,1,0,1,0,3
2,4,78,77,0,0,1,3,2,0
91,0,83,86,3,3,4,2,4,0
93,2,31,5,0,1,0,0,1,0
63,1,19,6,0,2,1,1,2,4
99,1,84,0,2,1,3,2,3,1
39,2,26,0,2,0,3,0,2,3
74,0,11,78,1,0,2,2,2,4
48,2,72,2,2,0,2,0,4,3
25,4,70,41,1,1,0,1,3,0
9,1,54,6,2,4,1,4,2,4
68,0,25,98,1,4,4,2,3,3
66,2,46,87,3,1,0,0,4,3
14,2,20,15,1,3,0,4,3,2
14,4,39,27,0,1,1,2,1,2
33,2,63,93,2,2,2,0,3,1
51,0,0,8,1,4,4,4,4,3
5,0,99,83,1,4,2,2,1,3
73,1,20,15,3,1,0,4,0,1
96,0,50,28,2,4,2,2,4,2
4,0,67,57,1,0,4,4,4,4
3,3,87,17,1,4,0,1,2,3
49,4,11,78,4,4,0,3,0,3
34,3,97,37,2,4,0,1,0,2
34,3,43,0,2,0,2,1,4,0
84,0,52,99,3,2,4,4,2,3
6,3,88,70,2,3,2,3,3,4
17,0,99,83,0,4,0,2,0,1
91,4,90,13,0,1,2,1,2,1
48,2,34,79,3,1,0,0,4,1
1,2,19,5,2,3,2,4,4,0
46,3,29,33,0,1,2,1,1,0
63,1,80,66,1,0,3,2,1,3
77,0,6,72,4,4,0,0,1,3
22,1,55,46,0,3,3,4,0,4
31,2,29,33,4,2,0,1,1,4
70,3,81,1,2,1,0,1,4,2
78,4,4,9,4,3,1,0,3,2
9,0,83,86,3,3,4,4,2,2
36,1,45,43,0,1,3,4,4,4
8,2,77,11,0,2,0,0,1,2
15,2,2,34,0,0,0,4,4,3
60,2,70,41,1,0,0,0,3,3
98,2,58,30,0,1,0,3,1,0
62,0,51,18,0,0,1,0,1,1
52,0,32,42,0,4,4,2,1,3
65,1,60,14,3,0,0,1,2,0
46,3,53,31,0,1,2,2,4,0
70,3,54,6,3,2,2,3,3,1
96,0,1,50,2,2,4,3,2,3
32,4,0,8,2,1,0,3,3,2
78,4,55,0,1,0,0,3,0,3
28,1,8,54,4,0,3,4,3,4
10,0,45,43,0,1,0,4,2,3
52,0,77,11,1,2,2,1,3,1
99,1,12,81,1,4,0,4,0,1
14,4,23,12,4,3,1,3,0,1
54,2,55,46,0,3,0,4,1,1
54,2,0,8,1,0,0,0,3,0
77,0,28,47,3,1,2,4,1,4
21,3,78,77,2,0,2,3,2,3
9,0,68,63,0,0,2,4,4,3
81,3,25,98,0,4,2,2,2,0
95,4,39,27,0,1,0,3,3,3
77,0,45,43,3,0,1,2,2,1
51,1,16,71,1,2,2,4,3,0
68,4,61,53,0,0,2,2,2,3
13,3,61,53,1,0,2,3,2,3
98,2,52,99,0,2,0,0,0,2
3,3,60,14,0,1,0,2,2,0
37,0,98,92,0,4,0,2,3,4
14,4,33,48,0,4,1,2,4,3
53,3,77,11,1,1,2,1,2,3
39,2,69,45,0,1,4,0,1,0
81,3,58,30,0,3,1,2,2,1
25,4,88,70,0,1,0,3,1,1
72,4,11,1,2,4,0,3,0,3
31,2,64,95,2,1,2,4,2,3
71,0,16,0,2,0,0,4,4,2
68,4,85,1,2,1,1,1,0,1
57,3,97,37,4,4,2,2,2,1
83,0,46,1,2,4,0,2,4,1
61,3,63,93,1,4,4,2,3,0
71,2,74,16,1,4,1,0,0,3
22,1,4,9,4,3,0,4,1,3
65,3,5,25,0,1,0,1,1,4
81,3,32,42,1,4,2,1,3,1
68,4,53,31,2,1,0,3,3,0
82,4,15,22,0,4,1,1,1,0
81,3,51,18,2,0,0,2,0,3
96,0,20,3,4,2,0,2,2,3
31,2,12,81,2,1,0,3,0,2
64,4,99,83,0,4,1,1,3,3
86,4,93,20,1,1,2,3,1,0
5,0,52,99,0,2,0,2,3,2
76,3,83,86,4,1,0,1,4,2
30,1,86,55,1,3,3,4,2,3
28,1,92,73,0,1,1,2,3,1
49,4,26,39,4,1,1,1,3,3
21,3,94,62,3,4,1,1,3,0
35,4,55,46,1,3,1,3,2,4
77,1,13,2,3,0,3,1,2,4
98,2,98,92,0,2,2,0,2,0
14,4,28,47,2,1,0,3,4,3
75,0,68,63,2,1,4,2,0,3
36,1,97,0,0,1,0,4,0,4
53,4,76,38,1,3,0,3,3,2
9,1,82,75,0,0,1,1,2,2
14,4,96,32,1,0,1,2,2,3
35,4,92,0,2,1,0,3,4,0
28,1,64,95,4,1,3,4,1,3
79,1,54,6,3,1,0,1,1,3
91,4,52,99,3,2,1,3,2,0
9,1,8,1,0,4,3,1,0,3
86,4,87,2,3,0,1,2,1,2
93,2,25,98,1,4,4,0,1,4
53,3,65,3,3,2,0,1,0,4
61,3,97,37,4,4,2,2,3,0
55,1,49,94,3,1,3,4,1,1
51,0,55,46,0,3,4,2,2,3
44,1,28,47,3,1,3,4,2,3
88,1,1,50,1,4,3,3,2,0
42,4,49,94,4,2,0,3,2,4
65,3,26,39,4,1,2,2,3,4
92,0,49,3,0,2,4,2,1,2
42,4,39,3,0,1,1,3,4,0
81,3,39,5,2,0,2,1,4,0
16,1,61,53,3,0,0,4,3,3
82,4,5,25,1,1,1,3,4,4
20,2,49,94,3,2,0,1,3,0
97,3,32,42,0,1,0,2,3,0
25,4,15,22,0,4,1,3,0,0
31,1,69,45,2,2,3,2,3,0
96,0,14,23,4,2,2,0,0,3
9,1,74,16,0,0,3,4,2,2
27,3,66,2,3,4,0,4,4,0
48,2,52,99,3,2,2,0,1,2
93,2,18,51,2,1,0,4,2,0
93,2,90,13,1,4,0,3,0,0
9,1,7,0,1,0,0,4,1,3
64,4,16,71,3,2,1,3,3,0
62,0,30,0,0,0,4,4,3,3
63,1,85,26,4,2,1,4,1,1
26,2,16,71,0,1,2,2,0,3
48,2,0,8,0,0,0,0,4,2
44,1,90,13,2,4,1,1,3,3
49,4,84,4,0,3,0,0,0,3
86,3,85,0,1,0,4,1,4,0
73,1,17,69,0,1,0,4,0,3
32,4,13,2,3,4,1,3,2,3
71,2,33,48,2,4,4,0,0,3
14,4,10,21,0,0,1,1,0,1
60,2,92,73,0,3,2,0,3,0
61,3,10,21,0,0,2,2,1,1
65,3,42,82,3,3,2,1,2,3
48,2,59,40,2,2,0,4,2,0
33,0,2,34,3,2,2,0,2,1
25,4,87,17,4,2,0,1,2,1
47,0,19,5,2,0,0,2,4,0
49,4,28,47,3,0,0,3,1,0
89,3,78,77,2,1,2,2,2,2
20,0,21,4,3,1,2,0,3,1
18,3,24,35,2,1,0,2,4,4
58,1,73,76,1,1,3,4,1,4
57,3,74,16,1,0,2,1,4,3
24,0,9,52,2,1,4,2,0,3
54,2,2,34,3,4,1,0,4,0
51,1,7,60,2,0,0,4,2,3
69,1,7,60,0,2,1,4,3,0
70,3,8,54,4,4,2,2,2,3
43,0,66,0,1,0,0,2,0,3
32,4,73,76,0,3,1,3,2,4
46,4,29,33,2,2,0,2,3,2
6,3,79,97,1,0,1,2,2,4
37,3,69,45,0,3,0,1,0,2
76,3,13,2,3,3,1,3,3,3
31,2,55,46,0,3,0,1,4,3
86,4,32,0,1,0,0,1,2,3
51,1,81,85,0,4,0,4,1,0
28,1,43,0,2,0,1,3,3,4
26,1,12,81,1,0,3,4,3,3
18,3,51,18,0,2,2,2,3,3
34,3,71,61,0,0,0,2,2,3
68,4,57,7,2,1,1,2,1,0
54,0,88,70,2,0,4,0,1,3
45,1,30,88,4,0,3,3,0,2
14,4,95,80,4,2,1,2,0,0
66,2,4,9,3,3,2,1,3,2
60,2,56,1,2,1,2,0,2,3
59,2,86,55,4,0,0,4,4,0
84,0,28,47,3,0,4,0,3,0
29,0,65,90,0,3,0,4,2,0
23,4,74,16,1,1,1,2,1,2
99,1,80,0,1,1,3,4,2,0
42,4,26,39,0,0,1,0,1,3
45,1,18,51,1,1,3,2,0,3
94,3,94,62,2,2,0,2,1,3
8,2,58,0,4,0,0,4,4,2
55,0,86,55,4,0,4,4,1,3
3,3,21,56,2,3,2,2,2,3
39,2,99,83,0,4,4,0,4,3
29,0,1,50,0,3,4,3,2,3
7,0,63,93,0,4,0,4,2,0
38,0,97,37,0,2,0,2,1,4
70,3,8,54,0,4,0,1,4,3
25,4,87,17,4,0,2,1,2,1
43,0,27,84,4,0,4,2,2,2
18,3,72,49,4,2,0,1,4,3
85,2,49,94,3,1,0,0,4,3
60,2,30,88,4,0,2,0,2,3
12,1,0,8,0,4,3,4,3,0
8,2,51,18,1,0,0,0,0,2
76,3,60,14,3,1,0,2,1,3
9,1,97,37,2,4,3,1,2,1
65,3,82,75,1,2,0,2,2,4
34,3,97,37,4,4,1,2,2,4
47,1,36,3,4,0,1,1,4,1
25,4,11,78,4,0,0,4,1,3
16,1,64,95,2,1,3,1,2,3
62,0,42,82,3,0,4,2,2,3
14,4,5,25,1,1,0,3,3,3
91,4,70,41,1,0,2,3,3,3
18,3,4,9,3,2,2,1,2,3
55,0,51,18,0,1,0,2,2,3
63,1,70,41,0,1,1,2,3,3
35,4,24,35,2,1,1,2,4,4
94,3,92,1,2,4,0,2,2,3
79,1,20,15,3,0,1,4,2,3
4,0,59,40,0,2,0,2,2,3
3,3,16,71,3,3,2,2,4,2
31,2,4,9,4,2,2,0,3,4
14,4,92,73,3,3,1,3,0,2
82,4,5,25,1,1,2,2,2,2
93,2,97,37,0,1,2,0,1,3
78,4,75,89,1,4,1,3,4,4
46,4,49,7,1,0,0,2,4,3
70,3,61,53,1,1,0,3,1,0
6,3,67,57,2,1,2,1,1,3
68,4,54,6,2,2,2,3,2,0
53,3,54,1,1,4,2,2,2,4
77,0,67,57,1,0,4,2,1,1
27,3,70,41,1,0,2,1,3,3
98,2,16,71,3,2,3,0,0,3
77,0,34,79,3,0,4,2,2,3
76,3,30,88,4,1,0,1,4,1
5,0,33,48,0,1,0,0,3,3
13,3,45,43,0,1,0,2,3,2
25,4,94,62,3,0,1,3,1,0
28,1,70,41,1,0,3,1,0,3
58,1,10,0,1,0,3,4,0,2
5,0,19,44,4,1,4,4,1,3
77,0,1,50,0,3,4,2,3,3
0,1,13,2,2,0,2,4,2,0
94,4,49,94,1,1,2,3,1,1
14,4,68,63,0,1,0,3,4,4
8,2,78,77,0,4,0,4,2,3
58,1,9,52,0,3,0,1,1,3
14,4,84,1,0,0,2,3,1,4
3,3,60,14,3,1,2,1,1,4
87,0,16,71,0,3,0,4,0,3
13,3,13,2,1,4,2,1,4,3
72,4,90,1,2,1,1,1,4,0
62,0,86,55,4,3,0,2,0,0
71,2,96,32,0,0,0,3,3,0
79,1,72,49,4,1,1,4,4,3
93,2,60,14,0,1,0,4,1,3
84,0,4,0,1,0,2,2,4,0
46,3,92,73,3,3,2,2,3,1
17,0,50,28,0,1,4,2,1,1
37,3,68,1,2,1,2,3,4,1
9,1,75,89,2,2,1,4,0,0
57,0,86,55,1,0,0,0,2,4
23,4,39,27,1,1,1,2,3,0
9,1,94,62,3,0,0,3,4,3
39,4,54,0,2,1,0,3,0,3
71,2,18,51,1,4,4,3,1,2
0,1,16,71,3,1,3,3,0,0
89,3,0,0,4,2,2,1,0,0
54,2,24,35,2,1,0,0,3,0
84,0,76,38,1,3,4,2,3,3
68,4,72,49,4,1,2,3,4,2
66,0,44,24,2,3,2,2,0,3
0,1,59,40,2,2,3,2,3,3
23,4,39,27,0,1,0,3,2,3
49,4,61,53,3,4,1,3,3,3
28,1,0,8,0,0,3,2,1,3
64,4,11,78,0,0,2,2,3,0
5,0,47,58,0,0,4,0,2,3
5,2,30,88,0,0,1,1,2,3
9,1,47,58,2,0,1,4,4,3
27,3,12,81,2,0,0,2,2,1
34,3,32,42,0,3,2,1,3,4
86,4,49,94,3,3,1,3,4,1
24,0,49,94,3,2,2,0,4,0
59,2,26,39,4,1,0,0,1,4
14,4,92,73,0,1,1,1,0,3
43,0,49,94,1,0,0,2,1,0
64,4,39,27,1,1,1,2,2,3
27,3,45,43,0,0,2,2,4,4
9,1,1,50,0,2,0,4,3,3
0,1,90,13,0,4,3,4,4,3
85,2,79,97,1,2,4,4,1,1
36,2,85,26,0,2,0,2,2,3
29,0,35,65,1,1,4,2,3,0
93,2,51,18,2,0,3,0,3,3
94,3,54,6,1,2,2,1,3,1
42,4,0,8,1,3,0,3,4,3
47,0,42,82,3,3,4,2,4,3
77,0,62,29,0,3,4,4,3,2
28,1,52,99,3,2,3,4,2,2
48,2,84,4,0,3,0,0,3,4
74,0,27,84,1,2,4,2,4,0
59,2,59,40,0,2,0,0,4,2
2,4,65,90,0,1,0,3,4,0
5,0,54,6,2,1,4,4,3,3
55,0,2,34,0,4,0,2,2,3
84,0,1,50,0,3,4,2,4,0
6,3,50,28,2,1,2,1,2,4
67,0,35,65,0,4,0,2,2,1
18,3,85,26,0,2,2,1,3,3
84,0,59,40,0,2,0,0,2,1
58,1,59,40,2,2,1,4,4,2
86,4,56,1,2,1,0,1,1,1
32,4,17,69,4,1,0,3,1,3
59,2,96,32,1,0,1,0,0,0
44,1,28,47,3,0,3,4,0,0
12,1,10,21,0,0,3,1,3,4
15,2,97,37,4,1,2,1,2,0
23,4,16,71,3,1,0,3,0,3
81,3,73,76,1,1,2,1,1,0
35,4,64,95,4,1,0,3,2,1
61,3,85,26,4,3,0,2,4,3
91,0,91,64,0,1,0,4,4,1
3,3,63,93,4,4,2,1,0,0
26,2,60,14,3,0,0,0,0,3
48,2,56,1,2,4,0,4,3,3
15,2,43,0,2,0,2,4,3,0
43,1,29,33,1,2,3,3,2,4
27,3,28,47,2,1,2,1,4,3
64,4,81,1,0,0,1,3,2,4
25,3,72,49,0,0,0,1,1,3
50,4,93,20,1,1,1,2,0,3
58,0,29,33,4,2,2,4,0,4
93,2,73,76,1,0,2,0,1,4
84,0,14,23,4,4,4,2,0,3
62,0,92,73,3,1,2,2,3,3
80,0,2,34,3,2,4,0,0,3
88,1,97,37,4,4,3,1,1,3
96,0,47,58,2,0,2,2,4,3
22,1,50,28,0,0,1,4,2,0
94,3,76,38,1,3,2,2,2,2
23,4,96,32,0,0,0,3,2,2
62,2,90,13,1,4,2,0,3,0
49,4,95,80,2,1,1,3,1,3
64,4,78,77,2,4,2,3,3,2
74,0,97,0,0,0,0,2,3,1
31,2,49,94,3,2,0,2,3,3
98,2,97,0,1,1,2,0,4,1
63,0,2,0,0,1,0,3,4,3
62,0,53,31,1,4,4,2,3,3
98,2,50,28,0,1,4,4,2,2
97,3,33,48,0,0,0,1,3,2
63,1,19,44,4,1,1,4,2,0
63,1,38,19,1,0,3,4,2,4
28,1,65,90,2,3,1,3,1,4
11,2,69,45,3,2,4,4,4,3
27,3,26,39,0,1,2,2,4,1
67,1,59,40,0,2,3,3,0,3
89,3,68,63,0,0,2,2,0,4
48,2,32,42,1,4,2,0,0,1
20,2,36,3,0,0,0,4,0,3
42,4,4,9,3,1,1,3,3,4
58,1,23,12,4,1,3,2,1,1
93,2,36,3,3,0,2,2,3,1
61,0,81,85,4,4,0,4,0,0
42,4,28,47,2,1,2,3,0,0
69,1,33,48,1,1,3,4,0,0
56,4,54,6,3,2,0,2,3,3
23,4,88,70,1,3,1,4,2,3
60,2,0,8,0,0,2,0,1,3
76,3,55,46,1,2,2,1,0,3
47,0,46,87,3,0,4,0,2,0
27,3,49,94,1,3,2,1,4,4
26,2,74,16,4,0,0,3,3,3
62,0,51,18,2,0,0,4,2,3
18,0,54,6,3,3,4,4,1,2
76,3,32,42,1,1,2,2,4,1
73,1,6,72,1,4,0,3,1,2
49,4,90,13,0,1,1,3,1,3
46,3,35,65,2,1,0,2,4,3
12,1,52,99,3,2,3,1,0,3
57,3,87,17,4,0,1,3,2,3
51,1,97,37,4,1,3,3,1,3
89,3,43,0,4,1,0,2,0,0
60,2,39,3,4,0,2,0,0,1
44,1,64,95,0,1,3,4,4,3
9,1,16,71,3,1,0,2,4,3
89,3,0,8,1,3,2,2,4,2
7,0,25,98,0,2,2,0,4,3
0,1,57,7,2,4,0,4,3,3
27,3,56,1,0,1,0,2,0,2
93,2,12,81,0,1,0,4,4,0
75,2,41,0,1,0,1,3,0,3
93,2,38,19,1,0,0,0,0,3
22,1,62,29,0,1,3,1,3,4
85,2,60,14,0,0,3,1,4,3
35,4,10,21,2,2,1,2,0,3
9,1,5,25,1,1,1,1,4,3
55,0,51,18,0,0,0,3,0,3
88,1,42,82,0,0,3,3,4,3
79,1,0,8,0,4,3,1,2,3
65,3,73,76,0,1,2,1,1,0
60,2,90,13,0,0,0,0,0,3
71,2,86,1,0,1,2,0,3,3
33,3,84,0,1,0,1,2,1,3
14,4,52,99,3,2,1,2,3,3
97,3,83,86,0,0,2,2,4,0
39,2,45,43,0,1,0,0,1,4
64,4,1,50,2,4,0,2,4,3
15,2,19,44,0,1,0,3,0,1
39,2,39,27,1,2,0,0,2,3
73,1,73,76,0,0,3,4,1,4
86,4,80,66,0,3,1,2,1,3
40,2,4,0,2,1,2,4,3,1
41,3,45,43,3,0,1,1,0,4
77,0,66,36,3,2,2,2,3,0
54,2,44,24,2,0,1,4,4,3
98,2,49,94,3,1,2,0,2,3
27,3,19,44,4,3,2,2,4,0
59,2,93,20,1,1,4,2,2,3
