ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
60034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,80113,ARAPAHOE,3037885000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,97 patients,CO_SCIP-CARD-2
310081,UNDERWOOD MEMORIAL HOSPITAL,WOODBURY,NJ,8096,GLOUCESTER,8568450100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,13 patients,NJ_AMI-4
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,BRISTOL,TN,37620,SULLIVAN,4238441121,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,292 patients,TN_AMI-2
330285,STRONG MEMORIAL HOSPITAL,ROCHESTER,NY,14642,MONROE,5852752121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),168 patients,NY_AMI-3
250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,MS,38834,ALCORN,6622937660,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),42 patients,MS_AMI-3
161318,VETERANS MEMORIAL HOSPITAL,WAUKON,IA,52172,ALLAMAKEE,5635683411,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,14 patients,IA_PN-3B
360019,SUMMA  HEALTH SYSTEM BARBERTON HOSPITAL,BARBERTON,OH,44203,SUMMIT,3306153000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,OH_AMI-7A
100200,IMPERIAL POINT MEDICAL CENTER,FORT LAUDERDALE,FL,33308,BROWARD,9547768500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,132 patients,FL_PN-3B
250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,39301,LAUDERDALE,6014830011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,52 patients,MS_SCIP-CARD-2
40014,WHITE COUNTY MEDICAL CENTER,SEARCY,AR,72143,WHITE,5012783100,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,66 patients,AR_AMI-4
150002,METHODIST HOSPITALS; INC,GARY,IN,46402,LAKE,2198864601,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,119 patients,IN_PN-5C
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,WALSENBURG,CO,81089,HUERFANO,7197385100,Critical Access Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,17 patients,CO_PN-3B
100008,BAPTIST HOSPITAL OF MIAMI INC,MIAMI,FL,33176,MIAMI-DADE,7865961960,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,893 patients,FL_HF-1
80007,BEEBE MEDICAL CENTER,LEWES,DE,19958,SUSSEX,3026453300,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,263 patients,DE_HF-1
310060,WARREN HOSPITAL,PHILLIPSBURG,NJ,8865,WARREN,9088596700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,17 patients,NJ_AMI-5
510012,PLEASANT VALLEY HOSPITAL,POINT PLEASANT,WV,25550,MASON,3046754340,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),83 patients,WV_PN-6
370225,FOUNDATION SURGICAL HOSPITAL OF OKLAHOMA,EDMOND,OK,73034,OKLAHOMA,4053592400,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,OK_SCIP-INF-4
391312,BROOKVILLE HOSPITAL,BROOKVILLE,PA,15825,JEFFERSON,8148492312,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,5 patients,PA_HF-4
361310,MERCY HOSPITAL OF WILLARD,WILLARD,OH,44890,HURON,4199645000,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,OH_SCIP-INF-4
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501,ALAMEDA,5105223700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,4 patients,CA_AMI-4
450147,DETAR HOSPITAL NAVARRO,VICTORIA,TX,77902,VICTORIA,3615757441,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,121 patients,TX_AMI-5
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,92024,SAN DIEGO,7607536501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),60 patients,CA_HF-3
60114,PARKER ADVENTIST HOSPITAL,PARKER,CO,80138,DOUGLAS,3032694015,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CO_AMI-7A
271325,ST LUKE COMMUNITY HOSPITAL,RONAN,MT,59864,LAKE,4066764441,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),31 patients,MT_PN-6
261324,CASS MEDICAL CENTER,HARRISONVILLE,MO,64701,CASS,8163805888,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),48 patients,MO_SCIP-INF-6
531304,HOT SPRINGS COUNTY MEMORIAL HOSPITAL,THERMOPOLIS,WY,82443,HOT SPRINGS,3078643121,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,26 patients,WY_HF-2
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ZUNI,NM,87327,MCKINLEY,5057824431,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,5 patients,NM_HF-1
10059,LAWRENCE MEDICAL CENTER,MOULTON,AL,35650,LAWRENCE,2569742200,Acute Care Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,82 patients,AL_PN-2
241300,MAHNOMEN HEALTH CENTER,MAHNOMEN,MN,56557,MAHNOMEN,2189352511,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,4 patients,MN_HF-2
220065,NOBLE HOSPITAL,WESTFIELD,MA,1085,HAMPDEN,4135682811,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),4 patients,MA_AMI-3
231316,HILLS & DALES GENERAL HOSPITAL,CASS CITY,MI,48726,TUSCOLA,9898722121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),16 patients,MI_PN-6
371301,PRAGUE COMMUNITY HOSPITAL,PRAGUE,OK,74864,LINCOLN,4055674922,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,5 patients,OK_PN-7
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,MEMPHIS,TN,38104,SHELBY,9015168274,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,587 patients,TN_SCIP-VTE-2
50262,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,CA,90095,LOS ANGELES,3108256301,Acute Care Hospitals,Government - State,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,82 patients,CA_SCIP-CARD-2
390068,HEART OF LANCASTER REGIONAL MEDICAL CENTER,LITITZ,PA,17543,LANCASTER,7176255000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,6 patients,PA_AMI-1
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,28472,COLUMBUS,9106428011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,169 patients,NC_SCIP-VTE-2
320002,ST VINCENT HOSPITAL,SANTA FE,NM,87505,SANTA FE,5059833361,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),105 patients,NM_PN-6
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,8638,MERCER,6093946000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,186 patients,NJ_PN-3B
450052,GOODALL WITCHER HEALTHCARE FOUNDATION,CLIFTON,TX,76634,BOSQUE,2546758322,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,13 patients,TX_SCIP-INF-2
110111,MCDUFFIE REGIONAL MEDICAL CENTER,THOMSON,GA,30824,MCDUFFIE,7065951411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,50 patients,GA_PN-3B
520198,AURORA MED CTR OSHKOSH,OSHKOSH,WI,54904,WINNEBAGO,9204566000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,16 patients,WI_HF-4
390164,UPMC PRESBYTERIAN SHADYSIDE,PITTSBURGH,PA,15213,ALLEGHENY,4126478788,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,843 patients,PA_SCIP-INF-4
390163,ACMH HOSPITAL,KITTANNING,PA,16201,ARMSTRONG,7245438404,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),391 patients,PA_SCIP-INF-6
220065,NOBLE HOSPITAL,WESTFIELD,MA,1085,HAMPDEN,4135682811,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,17 patients,MA_AMI-2
310005,HUNTERDON MEDICAL CENTER,FLEMINGTON,NJ,8822,HUNTERDON,9087886100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,121 patients,NJ_HF-1
390115,ARIA HEALTH,PHILADELPHIA,PA,19114,PHILADELPHIA,2156124129,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,208 patients,PA_SCIP-VTE-1
460033,GARFIELD MEMORIAL HOSPITAL,PANGUITCH,UT,84759,GARFIELD,4356768811,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,UT_AMI-7A
60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,80122,ARAPAHOE,3037308900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CO_AMI-7A
330229,BROOKS MEMORIAL HOSPITAL,DUNKIRK,NY,14048,CHAUTAUQUA,7163661111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,NY_AMI-7A
100053,HIALEAH HOSPITAL,HIALEAH,FL,33013,MIAMI-DADE,3056936100,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,266 patients,FL_PN-2
250042,NW MISSISSIPPI REGIONAL MED CENTER,CLARKSDALE,MS,38614,COAHOMA,6626273211,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,MS_SCIP-INF-4
241349,PAYNESVILLE AREA HEALTH CARE SYSTEM,PAYNESVILLE,MN,56362,STEARNS,3202433767,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,30 patients,MN_SCIP-VTE-1
521311,OUR LADY OF VICTORY HSPTL,STANLEY,WI,54768,CHIPPEWA,7156445571,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,0 patients,WI_AMI-1
361300,PAULDING COUNTY HOSPITAL,PAULDING,OH,45879,PAULDING,4193994080,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),32 patients,OH_PN-6
18006F,LOUISVILLE VA MEDICAL CENTER,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Acute Care - VA Medical Center,Government Federal,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,56 patients,KY_HF-4
110161,NORTHSIDE HOSPITAL,ATLANTA,GA,30342,FULTON,4048518000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,117 patients,GA_PN-2
490101,INOVA FAIR OAKS HOSPITAL,FAIRFAX,VA,22033,FAIRFAX,7033913600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),97 patients,VA_PN-6
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,83706,ADA,2083672000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,39 patients,ID_AMI-8A
110040,BJC MEDICAL CENTER,COMMERCE,GA,30529,JACKSON,7063351101,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,GA_AMI-8A
370227,ST JOHN OWASSO,OWASSO,OK,74055,TULSA,9182745000,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,41 patients,OK_HF-2
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,OTTAWA,IL,61350,LA SALLE,8154333100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,81 patients,IL_HF-2
50609,KAISER FOUNDATION HOSPITAL ANAHEIM,ANAHEIM,CA,92807,ORANGE,7142794000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,349 patients,CA_HF-1
360147,MARIETTA MEMORIAL HOSPITAL,MARIETTA,OH,45750,WASHINGTON,7403741400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,467 patients,OH_SCIP-INF-2
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,HUNTERSVILLE,NC,28078,MECKLENBURG,7043164000,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),38 patients,NC_HF-3
450878,TEXSAN HEART HOSPITAL,SAN ANTONIO,TX,78201,BEXAR,2107368013,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),315 patients,TX_SCIP-INF-6
50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,VALENCIA,CA,91355,LOS ANGELES,6612538000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,199 patients,CA_HF-2
140162,ST JOSEPH MEDICAL CENTER,BLOOMINGTON,IL,61701,MCLEAN,3096623311,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,232 patients,IL_SCIP-VTE-1
230089,BEAUMONT HOSPITAL; GROSSE POINTE,GROSSE POINTE,MI,48230,WAYNE,3133431000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,46 patients,MI_AMI-5
80001,CHRISTIANA HOSPITAL,NEWARK,DE,19718,NEW CASTLE,3027331000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),275 patients,DE_PN-6
520041,DIVINE SAVIOR HLTHCARE,PORTAGE,WI,53901,COLUMBIA,6087424131,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,18 patients,WI_PN-4
110113,BURKE MEDICAL CENTER,WAYNESBORO,GA,30830,BURKE,7065544435,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,74 patients,GA_HF-2
161380,ELLSWORTH MUNICIPAL HOSPITAL,IOWA FALLS,IA,50126,HARDIN,6416484631,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,14 patients,IA_PN-3B
190135,OCHSNER BAPTIST MEDICAL CENTER LLC,NEW ORLEANS,LA,70115,ORLEANS,5048975998,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,77 patients,LA_HF-2
330084,ALICE HYDE MEDICAL CENTER,MALONE,NY,12953,FRANKLIN,5184833000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,62 patients,NY_PN-2
450399,BROWNFIELD REGIONAL MEDICAL CENTER,BROWNFIELD,TX,79316,TERRY,8066373551,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,38 patients,TX_HF-2
140137,GREENVILLE REGIONAL HOSPITAL,GREENVILLE,IL,62246,BOND,6186641230,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,IL_AMI-4
521329,ST MARYS HSPTL SUPERIOR,SUPERIOR,WI,54880,DOUGLAS,7153955400,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,20 patients,WI_PN-5C
261329,COX MONETT HOSPITAL,MONETT,MO,65708,BARRY,4173541400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,20 patients,MO_PN-4
60022,MEMORIAL HOSPITAL CENTRAL,COLORADO SPRINGS,CO,80909,EL PASO,7193655000,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),257 patients,CO_PN-6
09002F,WASHINGTON DC VA MEDICAL CENTER,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,2027458000,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,54 patients,DC_AMI-5
180130,BAPTIST HOSPITAL EAST,LOUISVILLE,KY,40207,JEFFERSON,5028978100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),91 patients,KY_AMI-3
220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,1950,ESSEX,9784631000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,220 patients,MA_HF-2
230207,POH MEDICAL CENTER,PONTIAC,MI,48342,OAKLAND,2483385000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,58 patients,MI_PN-7
450876,LUBBOCK HEART HOSPITAL LP,LUBBOCK,TX,79416,LUBBOCK,8066877777,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,62 patients,TX_AMI-4
390199,PUNXSUTAWNEY AREA HOSPITAL,PUNXSUTAWNEY,PA,15767,JEFFERSON,8149381800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,PA_AMI-7A
140116,NORTHERN ILLINOIS MEDICAL CENTER,MCHENRY,IL,60050,MCHENRY,8153445000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,219 patients,IL_AMI-1
360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,DAYTON,OH,45405,MONTGOMERY,9377234988,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,690 patients,OH_SCIP-INF-1
10062,WIREGRASS MEDICAL CENTER,GENEVA,AL,36340,GENEVA,3346843655,Acute Care Hospitals,Government - Hospital District or Authority,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,16 patients,AL_SCIP-VTE-1
521328,RUSK COUNTY MEM HSPTL,LADYSMITH,WI,54848,RUSK,7155325561,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),17 patients,WI_PN-6
31313,CARONDELET HOLY CROSS HOSPITAL,NOGALES,AZ,85621,SANTA CRUZ,5202853000,Critical Access Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,1 patients,AZ_PN-4
440056,ST MARY'S JEFFERSON MEMORIAL HOSPITAL,JEFFERSON CITY,TN,37760,JEFFERSON,8654712500,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),103 patients,TN_PN-6
50581,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,127 patients,CA_PN-3B
360095,BLANCHARD VALLEY HOSPITAL,FINDLAY,OH,45840,HANCOCK,4194234500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),13 patients,OH_AMI-3
13003F,BOISE VA MEDICAL CENTER,BOISE,ID,83702,BOISE,2084221000,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),34 patients,ID_PN-6
400106,METROPOLITAN HOSPITAL,SAN JUAN,PR,922,SAN JUAN,7877935013,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,PR_AMI-4
520204,WHEATON FRANCISCAN HEALTHCARE- FRANKLIN; INC,FRANKLIN,WI,53132,MILWAUKEE,4143253910,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,7 patients,WI_SCIP-INF-1
190079,ST CHARLES PARISH HOSPITAL,LULING,LA,70070,SAINT CHARLES,9857856242,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,11 patients,LA_SCIP-VTE-1
50045,EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,CA,92243,IMPERIAL,7603397100,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,140 patients,CA_PN-3B
