column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60
1,2,65,63,12,1,0,2,8,9,3,3,1,4,0,3,3,4,0,1,1,4,4,3,2,3,1,4,1,0,3,1,4,4,4,4,1,0,1,2,1,0,3,3,0,4,2,4,0,3,2,4,1,4,4,3,2,1,0,2
50,4,10,71,17,2,2,0,3,7,3,2,0,4,2,1,0,3,0,4,4,0,4,3,0,1,0,4,1,0,3,0,1,0,0,1,0,0,0,3,1,0,0,2,2,0,2,1,0,4,0,3,1,4,1,0,3,4,2,4
13,4,53,23,6,0,3,2,4,0,3,2,1,3,2,1,0,2,1,2,2,0,1,2,2,3,2,4,0,0,0,2,0,3,3,1,3,2,0,0,0,1,0,2,3,1,0,4,4,0,0,4,4,4,4,3,1,4,4,4
59,1,12,98,4,2,1,0,3,7,3,0,1,4,1,2,3,2,1,1,1,1,4,1,4,2,3,1,0,3,0,0,0,1,1,2,1,1,0,4,1,1,4,0,3,0,3,0,0,0,1,0,2,2,1,0,0,2,1,4
45,3,17,73,0,0,0,1,23,3,1,3,1,4,0,3,1,0,2,1,1,1,1,0,3,0,4,0,2,3,3,0,0,0,4,1,0,1,1,2,0,0,0,3,3,0,0,0,2,2,0,3,3,4,3,4,0,2,3,1
39,0,64,99,19,1,2,1,13,5,0,3,1,1,3,0,1,1,0,3,3,3,1,3,4,2,2,4,1,4,0,0,2,4,0,0,2,1,2,1,2,4,3,4,0,0,2,1,0,1,3,2,4,4,0,4,0,2,2,1
94,1,83,55,0,2,0,2,11,8,0,0,4,0,1,2,0,0,2,1,1,2,0,1,4,2,1,0,4,0,2,0,0,0,0,0,4,2,3,1,4,2,4,3,1,0,1,0,2,0,0,4,0,2,3,0,1,2,2,3
29,2,77,36,11,4,0,2,21,9,2,0,1,5,4,4,3,1,0,3,0,3,2,2,0,1,0,1,0,1,4,3,2,4,0,0,4,0,1,1,1,1,4,0,4,2,3,3,1,3,1,2,4,1,1,1,4,1,2,2
45,3,50,9,9,4,1,2,12,3,0,0,1,3,4,4,4,1,3,3,0,3,0,0,0,1,3,1,0,1,0,2,3,1,0,4,4,0,1,1,0,0,0,2,1,0,0,0,0,2,0,4,0,1,3,0,1,3,4,3
51,2,14,93,7,1,2,0,19,3,2,2,0,0,0,3,2,0,0,0,2,2,3,4,0,1,2,4,0,0,1,0,0,0,0,3,3,0,0,3,1,1,4,4,3,2,3,1,3,3,1,4,1,2,2,3,0,0,4,3
26,3,32,47,18,2,0,3,2,1,1,1,3,3,1,2,3,3,2,2,3,0,3,0,1,4,2,4,0,1,1,2,0,0,4,4,2,4,2,3,4,4,0,1,0,0,3,4,0,2,4,4,0,3,3,2,1,4,4,1
40,1,72,59,2,4,3,3,4,4,0,0,1,0,0,3,0,0,2,2,3,0,0,1,3,0,1,4,2,4,0,2,2,4,3,3,3,1,0,0,0,0,2,0,0,2,0,2,2,4,1,3,0,4,3,4,0,2,3,3
13,4,52,92,19,3,1,0,9,1,1,0,1,2,2,1,1,0,2,4,4,4,0,1,1,4,3,2,4,4,0,3,0,3,4,0,0,2,2,0,0,0,3,4,2,3,4,1,0,0,0,0,0,2,0,3,1,2,4,0
82,2,38,16,12,2,2,3,1,3,3,2,1,3,0,0,1,3,0,3,2,4,2,2,4,2,1,4,1,0,0,0,2,0,0,1,2,1,2,2,2,1,4,1,0,0,2,1,1,3,3,3,3,0,4,0,1,1,0,1
72,1,70,74,4,2,2,2,6,8,3,1,2,2,4,4,0,0,2,1,1,2,4,2,0,1,4,1,0,0,1,0,0,4,0,1,4,0,3,1,0,1,4,3,3,0,3,4,4,1,1,3,4,0,2,1,0,4,0,1
32,4,9,28,13,4,3,3,11,0,1,0,1,5,1,2,1,1,0,2,3,2,4,2,1,1,3,1,0,3,1,4,3,0,2,2,1,2,4,2,1,1,0,3,0,1,3,4,0,0,0,4,2,4,2,0,4,2,2,4
98,3,7,75,6,1,1,3,2,1,1,3,2,1,0,3,1,2,3,4,4,4,4,3,3,0,2,2,3,1,4,3,2,4,0,0,3,1,2,1,1,4,2,4,0,4,3,2,0,2,0,0,3,3,0,3,4,1,2,1
3,3,96,77,19,4,3,3,4,6,0,3,1,1,4,4,1,3,4,4,4,2,4,1,2,3,2,0,1,4,0,0,0,1,2,4,4,0,4,0,1,1,0,2,2,0,3,2,2,1,4,2,4,0,1,0,4,1,4,3
15,3,33,97,0,2,0,3,6,2,0,0,3,2,1,2,1,0,2,2,3,0,0,1,4,0,1,0,4,1,0,3,1,0,1,0,2,0,3,1,0,4,0,0,4,3,0,0,2,2,0,2,1,4,1,1,0,4,4,1
80,1,27,3,1,1,0,0,11,5,3,2,2,4,2,1,4,0,0,2,3,3,3,1,0,1,2,4,0,0,3,2,0,4,4,1,0,3,0,0,2,0,0,0,1,0,3,2,2,0,1,0,0,3,0,4,0,2,4,0
89,0,91,22,4,4,2,3,19,2,3,0,3,0,2,4,1,0,2,2,3,1,1,0,3,0,1,4,1,1,2,4,2,0,0,4,0,1,1,0,4,0,0,1,1,0,0,1,2,1,0,4,0,3,4,0,1,1,1,1
84,3,3,76,19,1,2,2,8,9,1,3,0,5,4,4,3,3,1,1,1,0,0,0,2,3,0,0,4,3,1,3,3,2,3,1,0,0,1,4,1,1,0,3,0,0,0,4,0,1,4,4,1,1,2,0,3,2,4,3
5,3,30,38,13,4,1,2,3,0,1,0,1,2,0,3,1,3,0,1,1,0,1,2,2,0,4,1,1,2,1,1,1,1,0,4,3,1,0,2,2,0,2,1,3,4,2,1,0,2,0,3,1,4,2,0,4,1,3,3
49,1,35,6,13,4,1,1,10,9,0,3,3,4,2,1,1,0,2,2,3,1,1,0,2,3,3,1,0,0,3,1,0,1,1,0,0,0,1,0,0,0,3,0,0,1,3,0,0,3,3,4,1,4,0,0,3,1,4,0
93,0,24,50,0,2,0,0,4,5,2,0,0,2,1,2,0,1,1,3,3,0,0,1,3,1,2,4,0,2,0,3,1,4,4,2,2,4,0,0,1,3,0,0,0,0,1,2,2,0,3,3,3,1,2,2,3,3,3,2
70,2,39,8,8,4,3,0,20,3,0,0,4,0,2,1,2,4,3,1,1,0,2,4,3,2,3,0,2,0,0,0,0,0,3,1,0,1,2,1,3,2,0,1,3,2,0,4,3,0,0,1,2,3,1,3,4,1,0,3
51,2,79,37,16,4,3,3,10,5,4,1,0,3,2,1,2,0,0,3,0,4,1,0,3,0,1,1,2,1,1,1,4,0,4,0,1,4,0,1,2,4,2,4,4,0,0,0,4,0,2,0,2,0,0,0,1,2,2,0
88,4,45,1,16,4,3,2,4,7,3,3,0,0,2,1,2,4,3,1,0,1,4,1,4,2,1,0,4,0,2,2,0,1,0,0,3,0,1,1,3,0,1,3,4,0,2,3,2,0,1,0,1,2,2,1,1,3,3,3
15,3,70,74,3,1,3,3,1,3,3,0,4,0,2,1,3,4,0,2,3,0,1,2,2,3,0,0,4,0,2,2,1,2,0,0,1,0,2,2,1,0,1,1,3,0,4,3,0,0,4,1,3,3,2,0,2,2,0,3
12,2,64,99,11,4,0,2,20,8,4,0,1,4,0,3,4,2,2,1,1,2,4,2,4,2,2,0,0,0,3,1,2,0,4,3,3,2,3,0,0,2,0,1,1,1,3,3,4,0,3,3,2,3,1,4,0,1,2,3
24,0,5,84,0,2,0,3,9,9,4,0,3,0,2,1,0,4,4,2,4,0,2,4,0,2,2,4,0,0,2,0,4,1,4,0,0,1,4,1,1,2,0,3,1,0,0,2,1,2,0,1,2,2,1,0,4,1,2,3
15,3,75,7,3,1,2,3,6,2,0,3,0,0,0,3,0,4,4,1,1,1,1,0,2,3,2,1,4,2,1,4,0,0,0,3,0,1,3,0,1,1,3,3,0,3,0,0,0,2,4,3,1,4,2,1,0,1,2,0
52,1,20,0,4,1,0,1,20,0,1,0,1,2,3,0,1,0,2,1,1,4,1,0,2,3,0,4,1,1,1,1,4,0,4,1,2,1,4,1,0,1,2,1,0,0,0,0,0,0,1,1,1,4,2,0,3,4,4,1
2,1,12,98,13,4,1,2,19,1,3,2,4,1,0,3,1,3,4,1,0,4,2,2,3,0,1,1,2,4,0,0,4,1,1,3,0,4,0,0,0,4,2,0,1,2,1,4,0,1,1,3,4,1,2,1,4,2,3,3
21,4,17,73,19,4,3,2,20,0,3,0,1,4,0,3,0,4,4,1,1,3,0,0,4,2,0,3,2,3,3,1,0,0,2,3,3,2,1,3,1,2,0,3,0,1,2,0,2,0,4,1,3,0,3,2,0,1,4,2
36,4,74,15,19,4,2,1,22,2,3,3,3,5,2,1,2,0,0,0,2,4,0,1,2,3,4,1,0,1,3,0,0,2,0,1,0,1,3,3,1,1,3,3,1,0,3,0,4,4,0,4,0,4,4,1,1,2,4,3
15,3,89,83,9,4,3,0,24,2,2,3,1,5,0,3,3,0,4,2,3,2,2,0,2,3,4,1,0,0,1,2,2,0,2,0,2,1,3,1,0,0,3,1,1,1,0,0,0,3,3,2,4,3,4,0,0,3,1,2
76,1,7,75,2,0,2,2,0,1,3,0,4,1,3,0,1,0,2,1,0,2,2,0,0,1,0,0,4,4,1,4,4,2,1,1,2,4,4,0,0,0,1,2,4,0,4,1,2,4,1,4,0,2,0,1,4,1,0,1
35,3,48,85,8,4,3,1,5,4,0,3,1,1,0,3,1,3,0,1,1,3,2,2,3,0,1,3,3,4,4,0,1,2,3,0,2,3,4,3,1,0,2,1,0,0,3,3,0,0,4,2,4,1,0,0,2,3,1,1
67,1,85,30,3,2,0,1,1,8,0,2,1,3,2,1,4,4,1,1,0,3,4,0,3,0,1,1,2,0,0,4,0,0,1,0,1,2,1,4,1,0,2,4,0,2,1,1,2,0,0,2,0,2,0,0,2,1,4,3
35,3,25,58,8,0,0,0,4,5,3,0,1,4,2,1,3,4,0,1,1,0,0,2,4,2,1,4,0,0,0,1,2,4,0,1,1,0,3,2,2,2,0,3,3,1,2,0,0,2,4,2,1,2,3,3,3,3,2,3
32,4,38,16,4,2,2,2,0,4,0,0,1,3,2,1,4,1,3,4,4,2,3,4,4,2,1,3,3,1,1,2,2,2,3,0,0,3,0,1,3,2,3,2,2,0,0,2,2,4,0,0,2,3,0,2,1,4,1,2
22,2,62,56,17,4,2,1,14,2,3,0,1,4,1,2,1,2,3,2,2,4,2,2,2,3,1,4,1,3,0,3,1,2,2,4,1,1,3,1,3,0,3,1,0,4,2,3,4,0,3,0,4,3,2,3,1,2,4,3
69,4,90,89,18,4,1,2,21,9,3,3,1,0,0,3,4,1,3,2,3,2,4,2,1,4,3,3,3,2,0,4,2,1,4,3,2,0,1,3,0,4,1,4,0,3,3,4,1,0,4,4,0,4,1,2,3,1,2,4
78,2,15,10,6,2,0,1,5,4,4,2,1,4,0,3,1,0,2,1,1,4,4,3,2,3,0,2,3,3,2,2,4,1,0,3,3,3,1,0,0,1,4,3,3,1,1,0,1,1,3,0,4,4,4,0,1,0,4,4
63,4,82,3,4,2,2,3,11,0,0,0,1,3,0,3,3,0,4,2,3,1,1,1,3,0,2,4,0,4,1,3,1,0,3,1,3,2,1,1,4,0,2,0,1,1,0,3,1,0,4,4,4,0,2,3,4,1,3,3
72,0,82,3,13,1,3,0,16,6,3,0,1,4,2,0,2,4,3,4,4,4,2,2,3,0,0,2,3,0,3,3,1,1,2,1,2,3,4,1,0,4,2,2,2,4,0,3,4,3,3,0,0,0,0,3,4,2,1,1
4,0,20,31,6,4,1,2,5,5,2,1,1,2,0,3,3,3,2,0,2,4,1,0,1,4,1,3,3,2,1,1,1,1,1,4,4,1,1,0,4,2,0,3,1,2,0,1,0,2,3,1,1,4,1,0,4,1,0,1
71,3,28,5,10,4,1,1,6,7,3,3,1,0,1,2,1,1,0,3,0,1,1,0,2,3,2,1,4,0,0,1,0,0,1,1,0,1,0,0,1,0,4,4,4,1,4,0,0,2,4,2,1,0,4,3,4,2,4,1
59,1,39,8,3,4,0,3,5,8,3,2,0,4,2,1,1,0,2,1,1,1,4,1,0,1,1,2,0,3,4,2,4,4,4,1,1,2,4,1,4,2,0,0,3,1,3,0,2,1,0,0,0,2,0,0,4,0,1,2
21,4,73,34,4,4,2,2,21,9,0,0,1,0,2,1,3,2,1,1,1,2,1,3,0,1,0,1,0,4,1,4,0,2,0,0,3,1,1,4,1,3,0,2,0,1,3,1,0,0,0,0,1,1,0,1,4,1,1,4
44,4,90,89,18,3,2,2,21,9,0,3,1,1,0,3,0,3,0,2,3,4,4,3,0,1,3,4,1,4,0,2,3,0,3,4,3,1,0,1,1,1,0,0,1,0,0,1,1,0,0,4,3,4,2,0,3,2,4,1
54,3,52,0,18,1,2,3,5,8,2,3,1,5,2,1,3,0,4,4,4,0,2,4,4,2,0,4,1,3,0,2,2,0,0,2,0,0,2,0,0,2,3,2,1,0,3,4,3,2,4,3,0,1,1,1,3,1,3,3
13,4,3,76,18,1,1,3,20,6,2,2,1,4,3,3,1,0,2,3,2,2,1,3,3,2,0,3,2,0,0,3,3,4,4,2,3,1,4,4,1,2,0,1,0,0,0,0,0,4,4,2,2,4,2,2,1,3,4,1
30,1,85,30,18,4,1,0,23,4,0,2,1,3,4,4,0,2,1,1,1,4,0,3,2,3,1,4,1,0,0,0,1,1,0,1,4,2,2,0,0,1,3,1,0,0,2,1,1,0,0,0,3,2,2,3,0,4,4,0
8,1,30,38,16,4,3,2,4,7,3,3,1,0,2,1,3,0,4,1,1,4,4,3,4,3,4,4,4,0,2,1,0,0,4,1,0,0,1,1,0,1,3,1,0,0,0,1,1,0,1,0,0,3,3,2,0,3,0,3
91,4,99,72,14,1,3,2,18,0,3,3,1,0,2,1,0,3,0,4,4,1,4,1,3,0,0,1,0,0,0,4,4,2,2,0,0,1,3,1,1,4,2,4,2,0,3,2,2,4,2,4,0,3,2,2,1,1,2,3
28,1,69,61,1,1,0,2,14,6,1,1,1,0,1,3,1,3,4,0,2,4,0,1,1,4,3,0,2,0,0,1,0,4,0,3,3,0,4,2,1,0,4,3,1,0,1,2,0,1,1,2,1,3,1,4,0,2,2,2
84,2,74,15,19,0,0,0,20,3,1,0,0,5,1,2,1,2,3,1,1,2,4,2,2,3,0,1,0,1,1,1,2,4,4,4,1,0,2,3,0,1,3,3,3,0,0,4,4,0,4,1,1,3,2,2,0,1,2,3
93,0,15,10,4,2,0,1,8,6,2,1,1,1,1,2,1,3,4,2,3,4,1,0,3,0,3,4,2,4,4,0,4,4,4,2,2,0,0,4,0,0,2,0,1,0,2,4,0,3,3,4,3,0,0,1,2,4,1,4
59,1,88,86,11,4,0,2,20,8,4,0,1,3,2,1,1,0,2,2,3,0,3,0,4,2,1,2,0,0,1,3,3,0,0,0,0,2,1,1,0,0,3,0,0,0,3,0,0,0,0,1,1,4,4,4,3,3,4,1
54,3,83,55,8,4,3,0,14,4,0,0,3,2,3,0,1,3,0,1,1,4,3,4,0,1,4,4,4,3,1,1,1,0,2,1,2,2,0,2,1,3,4,1,3,0,0,3,0,0,0,1,2,1,0,4,4,0,2,1
29,2,77,36,10,0,0,2,15,4,0,1,1,4,2,1,0,2,1,1,1,4,4,3,4,2,4,0,2,3,3,3,0,0,1,0,2,3,0,1,0,4,4,1,0,2,1,1,3,3,3,2,2,4,2,4,0,1,2,1
77,4,97,27,18,2,3,3,6,2,3,0,1,4,4,4,0,2,4,3,0,2,3,4,4,0,2,4,0,3,0,0,0,2,0,4,0,1,1,0,0,0,0,4,1,0,3,4,0,0,0,1,1,2,1,0,4,4,3,3
98,3,64,99,9,1,2,0,10,8,1,3,1,4,2,1,1,4,1,1,1,3,0,1,0,1,2,3,2,0,0,3,2,0,0,0,0,0,3,0,1,3,4,1,4,0,0,1,3,2,4,3,0,3,0,2,2,1,4,1
65,2,73,34,8,2,3,1,10,9,3,0,1,4,2,0,4,1,3,1,1,3,2,2,2,3,0,4,1,3,4,0,4,0,2,1,4,1,1,1,3,0,3,1,3,4,2,1,4,0,2,4,2,1,2,0,3,1,4,1
67,1,89,83,0,0,3,3,20,6,0,0,1,0,1,2,1,2,3,0,2,2,1,3,1,4,2,2,3,0,1,3,2,4,2,4,2,0,2,3,0,0,1,1,1,2,0,1,1,0,1,0,2,2,1,0,2,2,0,1
32,4,18,17,3,1,3,2,23,6,0,1,1,4,2,1,1,0,2,4,4,3,0,0,0,1,3,4,1,0,3,2,1,4,4,0,0,0,4,0,0,3,2,0,2,4,2,0,0,2,1,2,3,4,3,4,3,1,1,0
43,2,82,3,4,4,2,2,20,8,0,0,4,0,1,2,4,3,4,4,4,2,4,2,0,1,2,1,4,4,2,0,2,2,0,2,2,0,4,1,0,3,0,0,2,3,4,3,4,0,0,4,1,4,2,4,2,2,3,1
21,4,73,34,7,3,3,2,13,5,2,0,1,5,3,0,1,2,3,1,1,4,3,4,2,3,3,4,1,3,1,1,4,0,2,1,4,4,4,1,0,1,4,3,3,4,2,2,4,0,0,1,0,4,0,4,3,1,2,4
83,0,68,11,7,3,3,2,12,3,3,3,1,0,2,1,3,0,4,2,3,3,4,4,2,3,2,0,0,0,3,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,3,0,3,2,0,2,0,0,4,3,0,1,0,1
62,1,28,5,13,4,3,3,20,3,3,3,0,2,1,2,1,0,2,1,1,3,2,1,2,0,2,2,3,0,1,1,1,2,3,4,1,1,2,0,4,4,0,2,3,4,1,2,0,4,1,4,4,3,2,4,1,1,4,1
42,0,30,38,11,1,1,0,14,4,4,3,1,0,2,1,0,2,1,2,3,2,3,4,1,4,1,1,2,0,0,0,2,4,1,0,1,3,0,1,0,4,1,1,1,3,1,0,3,3,3,0,3,0,3,1,3,4,2,3
61,3,86,48,2,3,2,0,4,5,2,0,1,5,2,1,1,0,2,4,4,1,2,3,4,2,2,1,4,3,1,2,0,0,3,0,0,3,2,3,0,1,4,0,0,0,4,2,3,1,4,1,4,4,2,4,0,2,1,3
15,3,6,32,19,4,3,1,6,7,1,2,1,4,3,0,0,0,2,3,0,3,2,2,4,3,1,4,1,0,3,3,2,2,3,4,4,0,0,1,0,1,3,4,4,1,0,1,4,2,0,4,1,2,4,4,3,4,4,1
19,0,4,29,6,1,1,2,3,0,3,0,1,4,0,3,1,0,2,2,3,1,0,1,2,4,0,0,4,3,0,1,0,0,1,4,3,2,4,0,4,0,0,1,0,0,0,4,0,3,0,1,0,3,4,0,3,1,3,4
66,3,99,72,8,1,1,2,16,7,4,3,1,0,0,3,2,2,1,4,4,0,0,1,2,3,2,4,0,1,2,4,1,1,0,4,3,1,0,0,1,0,0,2,2,4,0,2,2,0,0,1,2,2,0,0,3,4,4,2
59,1,85,1,0,2,0,0,7,4,1,0,1,2,2,1,0,2,1,3,0,2,4,2,0,1,1,4,1,2,0,1,0,4,4,0,0,3,2,4,0,0,1,1,4,4,2,4,0,4,1,3,1,3,0,0,0,2,2,3
82,2,40,82,3,4,0,0,19,3,3,2,4,3,4,4,4,0,0,1,1,2,0,2,0,1,1,0,4,0,1,0,3,4,4,1,0,1,2,2,2,1,1,1,3,0,0,1,4,3,2,1,0,2,2,0,4,2,1,2
73,1,12,98,18,2,3,0,12,2,3,0,1,4,2,1,2,3,4,2,3,1,0,2,2,3,3,0,2,3,3,0,1,2,2,0,0,0,0,0,1,0,3,0,1,0,0,3,4,1,1,3,1,0,0,2,4,1,2,4
69,4,71,1,16,4,3,3,24,7,0,1,0,1,4,4,0,0,2,4,4,4,3,4,2,3,3,0,1,4,1,1,3,4,1,0,0,1,2,0,4,1,3,4,2,0,1,3,3,0,0,4,1,4,2,0,1,1,4,3
59,1,62,56,11,1,1,1,14,2,2,3,1,0,0,3,0,3,0,2,3,1,1,0,4,2,4,1,0,2,0,3,0,1,1,3,4,3,1,2,2,0,4,0,0,1,3,4,0,1,0,2,0,4,1,2,2,1,4,4
82,2,40,82,2,2,0,1,4,9,3,0,0,5,2,1,1,0,2,1,1,2,1,3,1,1,0,4,1,1,1,0,3,4,1,0,0,1,2,0,0,1,0,1,3,4,2,2,1,3,1,4,1,0,2,3,0,2,3,0
4,1,70,74,6,0,3,3,14,3,3,0,4,1,3,3,2,3,4,0,2,4,4,3,2,3,4,0,0,0,4,2,1,0,2,3,0,0,0,0,1,1,3,3,0,0,3,2,0,1,1,3,0,3,3,2,3,2,1,4
0,4,97,0,2,3,2,1,21,7,0,0,1,3,0,3,4,4,0,0,2,4,1,0,1,4,0,4,1,0,1,0,0,2,3,3,0,3,0,0,1,0,1,1,0,4,2,3,2,0,0,4,2,3,3,0,1,4,4,3
90,2,70,74,16,1,0,3,9,9,0,2,1,3,1,2,0,2,1,1,1,2,1,3,2,3,2,1,4,0,1,4,1,0,4,0,0,0,0,0,0,1,3,3,3,3,1,2,1,3,2,4,1,0,1,0,1,2,2,3
60,2,32,47,8,2,3,2,14,6,3,0,1,4,2,1,1,0,2,4,4,2,1,3,2,3,3,4,1,3,1,4,1,2,3,0,0,0,3,1,1,1,3,2,1,4,2,1,0,0,2,1,2,0,0,2,1,1,4,3
89,1,94,25,0,4,2,3,9,9,4,2,3,5,0,3,0,3,0,1,1,4,3,4,1,4,0,1,0,3,1,0,0,0,0,3,3,0,1,3,1,4,1,1,0,0,0,2,3,1,2,4,4,3,1,0,1,1,2,3
63,4,40,82,7,1,2,2,23,6,3,0,3,0,2,1,0,1,3,1,1,0,1,2,4,2,1,0,4,0,2,0,3,2,0,1,2,3,0,3,0,0,4,3,0,0,4,1,0,0,1,2,3,3,0,3,0,4,1,2
73,1,19,44,2,1,1,2,14,6,3,0,1,4,3,0,1,3,4,3,0,3,2,2,4,2,2,1,4,0,3,4,1,4,1,0,2,0,2,1,0,0,0,2,3,3,1,3,0,1,0,0,3,2,3,2,4,2,1,1
61,3,40,82,15,4,2,0,23,4,4,2,4,2,4,4,4,2,2,2,3,3,3,1,0,1,3,2,4,2,1,2,0,2,0,1,4,3,0,1,0,0,1,0,1,3,4,2,2,2,0,3,3,3,1,0,0,4,4,3
16,4,43,21,8,1,1,3,14,1,1,2,1,4,2,1,3,3,2,3,0,1,3,4,2,3,0,4,1,3,0,0,2,4,1,0,0,4,4,1,4,0,4,2,4,0,0,2,3,2,0,4,3,1,4,3,4,1,4,4
59,1,30,38,7,1,2,0,6,1,4,0,3,0,0,3,0,4,4,2,3,0,4,3,3,0,3,1,0,4,0,0,0,2,4,3,3,4,2,2,1,0,2,1,0,1,3,1,0,0,1,4,1,0,3,4,0,1,2,3
91,4,36,39,8,4,3,2,21,2,3,3,1,0,2,1,0,2,1,1,1,4,1,0,0,1,4,4,4,0,1,2,0,0,2,0,3,1,4,4,0,3,1,4,1,3,0,3,0,0,0,2,1,0,0,0,0,3,0,4
0,4,57,0,2,1,3,2,13,5,1,1,1,0,0,3,2,0,0,1,1,3,3,1,3,0,0,4,1,1,1,0,4,2,2,4,3,4,4,3,2,0,0,2,3,4,2,2,4,0,0,4,0,3,2,0,0,2,2,1
71,3,35,6,4,4,2,2,4,7,3,3,1,0,2,0,4,2,2,2,3,1,4,1,3,0,2,2,3,0,2,4,2,2,3,4,0,3,1,2,4,0,2,1,3,1,3,2,2,3,4,2,0,1,4,0,0,1,0,3
62,1,74,15,16,4,3,3,17,5,3,3,4,1,2,1,1,0,2,3,0,3,3,1,2,3,2,0,1,4,0,0,0,4,3,0,0,4,0,1,1,0,3,4,4,1,2,0,0,0,0,0,0,0,0,2,1,3,1,1
1,2,72,59,18,4,1,3,8,4,4,3,1,0,2,1,2,2,1,2,3,2,2,0,4,2,3,2,4,2,2,0,3,1,0,0,0,3,0,4,0,2,0,1,1,3,4,4,0,2,3,1,4,3,2,3,0,2,0,2
77,4,60,43,7,0,0,3,4,0,3,3,1,0,4,4,2,0,0,3,0,2,2,0,2,3,3,3,3,0,1,0,3,4,0,1,0,2,4,2,2,1,0,4,1,2,0,1,2,0,1,2,0,1,2,2,3,2,3,0
89,0,2,0,18,2,3,2,23,6,3,0,4,1,0,3,2,0,0,1,1,0,4,3,2,3,2,0,1,3,4,2,4,0,3,3,3,0,4,2,0,0,0,4,0,0,0,1,4,0,3,2,0,3,1,0,3,2,4,1
50,4,42,51,11,1,1,0,21,1,3,0,1,4,2,1,1,3,4,2,3,1,4,1,2,0,0,0,4,3,1,1,3,2,1,0,2,3,0,0,1,0,2,0,1,0,4,2,0,4,2,3,1,4,1,0,2,2,2,2
4,0,65,63,4,2,2,2,10,0,4,2,3,5,4,4,2,2,0,1,1,4,1,0,0,1,1,2,0,3,4,2,0,2,3,4,4,2,1,2,1,0,4,1,0,2,3,4,2,0,3,2,1,0,1,3,3,1,0,3
93,0,86,48,8,2,3,3,10,5,3,1,4,2,2,1,1,3,4,2,3,4,3,4,2,3,0,3,2,0,1,4,1,0,3,0,0,4,0,0,1,1,3,0,3,2,0,4,4,0,0,4,0,3,0,2,2,0,3,2
62,1,63,62,19,1,0,3,4,0,3,0,4,1,2,1,4,0,2,1,1,0,0,1,3,0,0,1,0,4,4,0,0,0,1,0,0,2,1,0,4,2,0,1,3,1,3,2,2,1,0,1,1,4,2,3,4,1,4,3
76,1,1,91,18,0,0,3,21,9,3,2,1,3,4,0,1,3,4,2,3,4,4,1,4,0,1,0,4,1,1,2,1,0,0,1,2,0,1,0,2,0,2,0,1,3,1,0,2,1,1,2,1,3,3,1,2,2,4,3
67,1,68,11,3,2,2,3,19,2,0,0,1,3,1,2,2,2,1,1,0,2,1,1,3,0,2,1,4,1,0,4,3,2,0,4,1,1,3,0,0,4,2,4,0,0,4,1,2,0,0,2,1,0,1,3,4,2,1,3
69,4,22,45,7,0,0,0,20,3,0,1,1,4,2,2,0,1,1,2,3,3,0,0,2,3,3,1,0,0,3,3,4,0,4,0,1,1,2,4,0,2,4,1,0,0,3,0,2,4,0,4,4,0,4,3,4,4,2,1
19,0,10,71,5,2,0,2,21,9,0,0,0,5,0,2,1,3,4,2,3,0,0,1,4,2,0,4,1,1,1,0,3,4,1,2,0,0,1,2,0,2,3,1,0,4,3,2,2,0,0,2,2,1,1,3,0,3,4,4
61,0,87,69,8,4,3,3,4,0,2,2,1,0,2,1,1,0,2,4,4,1,4,1,0,1,1,1,2,3,0,4,4,0,3,0,0,0,4,1,0,0,0,3,1,0,0,0,2,2,3,4,2,1,2,4,4,2,0,2
43,2,92,33,7,4,1,2,19,1,0,0,0,5,2,1,3,0,4,2,3,1,4,1,2,3,0,4,1,3,1,1,0,4,0,0,0,4,2,0,0,2,3,1,0,4,0,2,2,0,2,3,3,3,2,0,0,1,4,1
74,4,84,42,11,2,0,2,4,7,3,0,1,4,2,1,2,3,4,0,2,4,1,0,2,3,0,4,1,3,3,2,1,2,0,1,0,1,1,0,0,1,3,3,2,0,1,0,0,0,1,4,0,3,2,2,3,2,4,3
29,2,84,42,0,4,1,2,21,9,1,1,3,3,1,2,3,3,2,3,0,1,0,2,0,1,1,3,3,1,0,2,2,4,1,2,2,0,0,0,0,1,3,0,0,1,0,3,0,3,2,1,3,3,4,0,2,1,3,3
76,1,48,85,10,4,3,2,3,0,2,2,4,0,2,1,0,3,0,3,0,0,4,3,3,0,0,0,4,3,2,3,1,0,0,1,0,1,0,2,2,4,0,4,3,3,4,1,0,3,3,1,2,4,2,0,4,1,1,4
8,1,37,18,18,4,0,2,21,9,3,2,1,3,0,3,0,2,1,2,1,0,0,1,2,3,1,0,4,1,0,1,4,0,4,3,0,0,0,4,0,1,3,3,3,3,0,1,0,0,1,4,0,4,0,2,0,2,1,3
8,1,14,93,8,1,1,2,20,8,3,0,4,0,2,1,1,2,3,1,0,4,0,1,3,0,3,4,1,2,0,1,0,1,1,1,0,2,4,3,3,4,2,0,0,4,2,0,0,2,1,1,2,0,1,3,4,0,1,3
