ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
371302,WATONGA MUNICIPAL HOSPITAL,WATONGA,OK,73772,BLAINE,5806237211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,24 patients,OK_PN-2
310113,SOUTHERN OCEAN COUNTY HOSPITAL,MANAHAWKIN,NJ,8050,OCEAN,6095976011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),12 patients,NJ_AMI-3
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,PUEBLO,CO,81004,PUEBLO,7195574000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,51 patients,CO_AMI-4
520049,BELLIN MEMORIAL HSPTL,GREEN BAY,WI,54305,BROWN,9204333500,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),71 patients,WI_PN-6
450176,MISSION REGIONAL MEDICAL CENTER,MISSION,TX,78572,HIDALGO,9563239000,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,196 patients,TX_SCIP-VTE-2
161362,CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,51012,CHEROKEE,7122255101,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),,IA_SCIP-INF-6
381325,GOOD SHEPHERD MEDICAL CENTER,HERMISTON,OR,97838,UMATILLA,5416673400,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,OR_SCIP-INF-4
05031F,PALO ALTO VA MEDICAL CENTER,PALO ALTO,CA,94304,SANTA CLARA,6508583939,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,13 patients,CA_AMI-4
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,OAK LAWN,IL,60453,COOK,7086848000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,74 patients,IL_PN-3B
281342,ST MARY'S COMMUNITY HOSPITAL,NEBRASKA CITY,NE,68410,OTOE,4028733321,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,7 patients,NE_HF-1
161366,SHENANDOAH MEDICAL CENTER,SHENANDOAH,IA,51601,PAGE,7122461230,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,31 patients,IA_PN-7
07003F,WEST HAVEN VA MEDICAL CENTER,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),282 patients,CT_SCIP-INF-6
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,CLEVELAND,OH,44106,CUYAHOGA,2167913800,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,3 patients,OH_AMI-8A
151328,BEDFORD REGIONAL MEDICAL CENTER,BEDFORD,IN,47421,LAWRENCE,8122751200,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3 patients,IN_AMI-3
140280,TRINITY MEDICAL CENTER - 7TH STREET CAMPUS,ROCK ISLAND,IL,61201,ROCK ISLAND,3097795000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),58 patients,IL_AMI-3
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,67042,BUTLER,3163224557,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),96 patients,KS_SCIP-INF-3
100072,FLORIDA HOSPITAL FISH MEMORIAL,ORANGE CITY,FL,32763,VOLUSIA,3869175000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,18 patients,FL_AMI-4
380027,MERCY MEDICAL CENTER,ROSEBURG,OR,97471,DOUGLAS,5416730611,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,37 patients,OR_AMI-8A
250072,CENTRAL MISSISSIPPI MEDICAL CENTER,JACKSON,MS,39204,HINDS,6013761000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,34 patients,MS_SCIP-INF-4
50488,EDEN MEDICAL CENTER,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,198 patients,CA_SCIP-VTE-1
450369,CHILDRESS REGIONAL MEDICAL CENTER,CHILDRESS,TX,79201,CHILDRESS,9409376371,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,28 patients,TX_PN-7
140166,ST MARYS HOSPITAL,DECATUR,IL,62521,MACON,2174647000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),4 patients,IL_AMI-3
520089,MERITER HSPTL,MADISON,WI,53715,DANE,6084176210,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,284 patients,WI_AMI-2
140217,PROVENA - SAINT JOSEPH HOSPITAL,ELGIN,IL,60123,KANE,8476953200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,129 patients,IL_AMI-5
450713,SOUTH AUSTIN HOSPITAL,AUSTIN,TX,78704,TRAVIS,5124487107,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,223 patients,TX_PN-5C
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,OMAHA,NE,68124,DOUGLAS,4023986060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),1718 patients,NE_SCIP-INF-6
331306,MOSES-LUDINGTON HOSPITAL,TICONDEROGA,NY,12883,ESSEX,5185852831,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,NY_SCIP-INF-4
170195,HEARTLAND SURGICAL SPEC HOSPITAL,LEAWOOD,KS,66211,JOHNSON,9137544505,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,,KS_HF-1
190183,LEONARD J CHABERT MEDICAL CENTER,HOUMA,LA,70363,TERREBONNE,9858731285,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,191 patients,LA_SCIP-INF-1
140064,ST MARY MEDICAL CENTER,GALESBURG,IL,61401,KNOX,3093443161,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,210 patients,IL_PN-5C
450884,EAST TEXAS MEDICAL CENTER - GILMER,GILMER,TX,75644,UPSHUR,9038417100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,17 patients,TX_PN-4
400104,HOSPITAL SAN JUAN BAUTISTA MEDICAL CENTER,CAGUAS,PR,725,CAGUAS,7877443141,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,56 patients,PR_AMI-5
450795,RENAISSANCE HOSPITAL- HOUSTON,HOUSTON,TX,77093,HARRIS,7136972961,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,3 patients,TX_PN-4
431336,SANFORD VERMILLION HOSPITAL,VERMILLION,SD,57069,CLAY,6056242611,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,SD_AMI-7A
51321,HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,CA,95448,SONOMA,7074316500,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,CA_SCIP-CARD-2
250122,NATCHEZ COMMUNITY HOSPITAL/SWING BED,NATCHEZ,MS,39120,ADAMS,6014456205,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,MS_SCIP-INF-4
240187,HUTCHINSON COMMUNITY HOSPITAL,HUTCHINSON,MN,55350,MCLEOD,3202345000,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,216 patients,MN_SCIP-INF-2
140239,ROCKFORD MEMORIAL HOSPITAL,ROCKFORD,IL,61103,WINNEBAGO,8159686861,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,218 patients,IL_HF-1
60118,ST ANTHONY SUMMIT MEDICAL CENTER,FRISCO,CO,80443,SUMMIT,9706683300,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),39 patients,CO_SCIP-INF-3
450774,TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,77090,HARRIS,2815392900,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,157 patients,TX_SCIP-INF-2
110124,WAYNE MEMORIAL HOSPITAL,JESUP,GA,31545,WAYNE,9125303302,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,15 patients,GA_AMI-5
50367,NORTHBAY MEDICAL CENTER,FAIRFIELD,CA,94533,SOLANO,7074293600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,CA_AMI-8A
180103,CENTRAL BAPTIST HOSPITAL,LEXINGTON,KY,40503,FAYETTE,8592606100,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,73 patients,KY_HF-4
330106,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY,11030,NASSAU,5165620100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,132 patients,NY_SCIP-CARD-2
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,9066354460,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,78 patients,MI_PN-7
50008,DAVIES MEDICAL CENTER,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,63 patients,CA_HF-1
231314,MCKENZIE MEMORIAL HOSPITAL,SANDUSKY,MI,48471,SANILAC,8106483770,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,11 patients,MI_SCIP-VTE-2
80007,BEEBE MEDICAL CENTER,LEWES,DE,19958,SUSSEX,3026453300,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,218 patients,DE_PN-2
51319,MERCY MEDICAL CENTER MT SHASTA,MOUNT SHASTA,CA,96067,SISKIYOU,5309266111,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,5 patients,CA_AMI-5
111335,LIBERTY REGIONAL MEDICAL CENTER,HINESVILLE,GA,31310,LIBERTY,9123699438,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,GA_AMI-7A
50742,OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,90036,LOS ANGELES,3106575900,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,84 patients,CA_SCIP-INF-2
10073,CLAY COUNTY HOSPITAL,ASHLAND,AL,36251,CLAY,2563542131,Acute Care Hospitals,Voluntary non-profit - Other,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AL_AMI-7A
241375,MINNESOTA VALLEY HEALTH CENTER  INC,LE SUEUR,MN,56058,LE SUEUR,5076653375,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,MN_AMI-1
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,115 patients,CA_PN-3B
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,BEEVILLE,TX,78102,BEE,3613542000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,98 patients,TX_PN-5C
180149,WESTLAKE REGIONAL HOSPITAL,COLUMBIA,KY,42728,ADAIR,2703844753,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,150 patients,KY_HF-1
520195,COLUMBIA CENTER,MEQUON,WI,53097,OZAUKEE,4149613590,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,WI_PN-2
210043,BALTIMORE WASHINGTON  MEDICAL CENTER,GLEN BURNIE,MD,21061,ANNE ARUNDEL,4107874000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,110 patients,MD_AMI-2
330046,ST LUKE'S ROOSEVELT HOSPITAL,NEW YORK,NY,10025,NEW YORK,2125234000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),88 patients,NY_AMI-3
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,76012,TARRANT,8175486100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,361 patients,TX_SCIP-INF-1
210009,THE JOHNS HOPKINS HOSPITAL,BALTIMORE,MD,21287,BALTIMORE CITY,4109555000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),101 patients,MD_PN-6
501330,SUNNYSIDE COMMUNITY HOSPITAL,SUNNYSIDE,WA,98944,YAKIMA,5098371500,Critical Access Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),58 patients,WA_SCIP-INF-6
520044,ST NICHOLAS HOSPITAL,SHEBOYGAN,WI,53081,SHEBOYGAN,9204598300,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),5 patients,WI_AMI-3
190218,SABINE MEDICAL CENTER,MANY,LA,71449,SABINE,3182561232,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),,LA_SCIP-INF-6
100266,GULF BREEZE HOSPITAL,GULF BREEZE,FL,32561,SANTA ROSA,8509342000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,453 patients,FL_SCIP-INF-2
201300,BLUE HILL MEMORIAL HOSPITAL,BLUE HILL,ME,4614,HANCOCK,2073742836,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,5 patients,ME_SCIP-CARD-2
451347,COLEMAN COUNTY MEDICAL CENTER,COLEMAN,TX,76834,COLEMAN,3256252135,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,TX_SCIP-INF-2
400117,HOSPITAL DR SUSONI INC,ARECIBO,PR,614,ARECIBO,7876501031,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,9 patients,PR_AMI-7A
250141,BAPTIST MEMORIAL HOSPITAL DESOTO,SOUTHAVEN,MS,38671,DESOTO,6623494000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,635 patients,MS_HF-2
450591,ANGLETON-DANBURY MEDICAL CENTER,ANGLETON,TX,77515,BRAZORIA,9798497721,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,56 patients,TX_PN-7
440174,HAYWOOD PARK COMMUNITY HOSPITAL,BROWNSVILLE,TN,38012,HAYWOOD,7317724110,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,25 patients,TN_PN-2
330167,WINTHROP-UNIVERSITY HOSPITAL,MINEOLA,NY,11501,NASSAU,5166630333,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,606 patients,NY_SCIP-INF-2
450099,PAMPA REGIONAL MEDICAL CENTER,PAMPA,TX,79065,GRAY,8066653721,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),157 patients,TX_SCIP-INF-6
110001,HAMILTON MEDICAL CENTER,DALTON,GA,30720,WHITFIELD,7062726105,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,197 patients,GA_SCIP-INF-1
420004,MUSC MEDICAL CENTER,CHARLESTON,SC,29425,CHARLESTON,8437922300,Acute Care Hospitals,Government - State,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,115 patients,SC_PN-2
450008,KINGS DAUGHTERS HOSPITAL-SCOTT & WHITE HEALTHCARE,TEMPLE,TX,76502,BELL,2547718600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),8 patients,TX_HF-3
160032,SKIFF MEDICAL CENTER,NEWTON,IA,50208,JASPER,6417921273,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),100 patients,IA_SCIP-INF-6
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501,ALAMEDA,5105223700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,15 patients,CA_PN-4
30033,PAYSON REGIONAL MEDICAL CENTER,PAYSON,AZ,85541,GILA,9284743222,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,33 patients,AZ_PN-4
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,SALIDA,CO,81201,CHAFFEE,7195302200,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,CO_SCIP-INF-2
390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,JOHNSTOWN,PA,15905,CAMBRIA,8145349000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,150 patients,PA_PN-4
390290,HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,PA,19102,PHILADELPHIA,2157627000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,81 patients,PA_PN-2
500151,ST ANTHONY HOSPITAL,GIG HARBOR,WA,98332,PIERCE,2535302050,Acute Care Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,WA_SCIP-INF-4
100260,ST LUCIE MEDICAL CENTER,PORT SAINT LUCIE,FL,34952,SAINT LUCIE,7723354000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,338 patients,FL_HF-1
360180,CLEVELAND CLINIC,CLEVELAND,OH,44106,CUYAHOGA,2164442200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,661 patients,OH_AMI-2
111306,EFFINGHAM COUNTY HOSPITAL,SPRINGFIELD,GA,31329,EFFINGHAM,9127540160,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,GA_AMI-5
140049,WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,60302,COOK,7083836200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,215 patients,IL_SCIP-VTE-1
450369,CHILDRESS REGIONAL MEDICAL CENTER,CHILDRESS,TX,79201,CHILDRESS,9409376371,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,39 patients,TX_HF-2
50608,DELANO REGIONAL MEDICAL CENTER,DELANO,CA,93215,KERN,6617254800,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,73 patients,CA_PN-2
450809,NORTH AUSTIN MEDICAL CENTER,AUSTIN,TX,78758,TRAVIS,5129011000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,53 patients,TX_PN-4
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,LEXINGTON,TN,38351,HENDERSON,7319681801,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,29 patients,TN_SCIP-INF-1
50174,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,95405,SONOMA,7075255300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),79 patients,CA_HF-3
360006,RIVERSIDE METHODIST HOSPITAL,COLUMBUS,OH,43214,FRANKLIN,6145665000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,416 patients,OH_SCIP-VTE-2
330008,WYOMING COUNTY COMMUNITY HOSPITAL,WARSAW,NY,14569,WYOMING,5857862233,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),25 patients,NY_HF-3
370173,CLAREMORE INDIAN HOSPITAL,CLAREMORE,OK,74017,ROGERS,9183418430,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,44 patients,OK_PN-3B
05030F,VA N CALIFORNIA HEALTHCARE SSYTEM,MATHER,CA,95655,SACRAMENTO,8003828387,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,CA_AMI-7A
141347,CARLINVILLE AREA HOSPITAL,CARLINVILLE,IL,62626,MACOUPIN,2178543141,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),7 patients,IL_HF-3
